anchor_name,anchor_code,anchor_hex6,friend_name,friend_hex6,friend_url,relation,slot,box
"Cola","9918","4D403D","","D7BCAC","","carousel","2","2"
"Cola","9918","4D403D","","E3DCC7","","carousel","2","3"
"Cola","9918","4D403D","","DEC7A5","","carousel","3","2"
"Cola","9918","4D403D","","C1C3A4","","carousel","3","3"
"Tar","","535353","Salt","","https://www.farrow-ball.com/paint/salt","complementary_white","",""
"Tar","","535353","","E2D7C1","","carousel","0","2"
"Tar","","535353","","DACB7B","","carousel","0","3"
"Tar","","535353","","93908A","","carousel","1","2"
"Tar","","535353","","DACB7B","","carousel","1","3"
"Tar","","535353","","93908A","","carousel","2","2"
"Tar","","535353","","DFB797","","carousel","2","3"
"Smelt Black","","3C3C3C","Drop Cloth","","https://www.farrow-ball.com/paint/drop-cloth","complementary_white","",""
"Smelt Black","","3C3C3C","","C9C7CD","","carousel","0","2"
"Smelt Black","","3C3C3C","","8D838C","","carousel","0","3"
"Beetle Black","","585C5D","Old White","","https://www.farrow-ball.com/paint/old-white","complementary_white","",""
"Beetle Black","","585C5D","","6F4449","","carousel","0","2"
"Beetle Black","","585C5D","","454341","","carousel","0","3"
"Grate Black","9920","454341","Dimpse","","https://www.farrow-ball.com/paint/dimpse","complementary_white","",""
"Grate Black","9920","454341","","B7788D","","carousel","0","2"
"Grate Black","9920","454341","","427F83","","carousel","0","3"
"Black Blue","","3E4245","Ammonite","","https://www.farrow-ball.com/paint/ammonite","complementary_white","",""
"Black Blue","","3E4245","","B5BBB4","","carousel","0","2"
"Black Blue","","3E4245","","748284","","carousel","0","3"
"Duck Green","","415243","Ash Grey","","https://www.farrow-ball.com/paint/ash-grey","complementary_white","",""
"Duck Green","","415243","","889B9B","","carousel","0","2"
"Duck Green","","415243","","8F9F72","","carousel","0","3"
"Duck Green","","415243","","DBCFBB","","carousel","1","2"
"Duck Green","","415243","","C1B2A2","","carousel","1","3"
"Duck Green","","415243","","CFCAB5","","carousel","2","2"
"Duck Green","","415243","","BAB7A1","","carousel","2","3"
"Monkey Puzzle","238","4B5956","Old White","","https://www.farrow-ball.com/paint/old-white","complementary_white","",""
"Monkey Puzzle","238","4B5956","","9A9F94","","carousel","0","2"
"Monkey Puzzle","238","4B5956","","BEC1B3","","carousel","0","3"
"Grove Green","","4B5956","Old White","","https://www.farrow-ball.com/paint/old-white","complementary_white","",""
"Grove Green","","4B5956","","958975","","carousel","0","2"
"Grove Green","","4B5956","","C59C5D","","carousel","0","3"
"Chine Green","","47524F","Old White","","https://www.farrow-ball.com/paint/old-white","complementary_white","",""
"Chine Green","","47524F","","AFA592","","carousel","0","2"
"Chine Green","","47524F","","958975","","carousel","0","3"
"Chine Green","","47524F","","C9C7CD","","carousel","1","2"
"Chine Green","","47524F","","8D838C","","carousel","1","3"
"Chine Green","","47524F","","E0BE6E","","carousel","2","2"
"Chine Green","","47524F","","A6675A","","carousel","2","3"
"Carriage Green","","434D48","Old White","","https://www.farrow-ball.com/paint/old-white","complementary_white","",""
"Carriage Green","","434D48","","6F4449","","carousel","0","2"
"Carriage Green","","434D48","","AFA592","","carousel","0","3"
