id,name,hex6,url,lrv,r,g,b,hex6_detail,description
2008-1A,Monarch Wing,FE9A20,https://www.valspar.com/en/colors/browse-colors/lowes/orange/monarch-wing-2008-1a,44.206,254,154,32,FE9A20,
3002-5C,Frankincense,DCA46E,https://www.valspar.com/en/colors/browse-colors/lowes/orange/frankincense-3002-5c,42.768,220,164,110,DCA46E,
2007-3B,Brushed Orange,F79751,https://www.valspar.com/en/colors/browse-colors/lowes/orange/brushed-orange-2007-3b,42.42,247,151,81,F79751,
8002-12C,Venetian Plaster,DE9E85,https://www.valspar.com/en/colors/browse-colors/lowes/orange/venetian-plaster-8002-12c,42.0,222,158,133,DE9E85,
V039-5,Cali Lily,9B6F8F,https://www.valspar.com/en/colors/browse-colors/independent-retailers/purple/cali-lily-v039-5,20.327,155,111,143,9B6F8F,
P074,Deepest Periwinkle,557AB1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/purple/deepest-periwinkle-p074,18.944,85,122,177,557AB1,
8003-17D,My Chai,CCA683,https://www.valspar.com/en/colors/browse-colors/lowes/orange/my-chai-8003-17d,42.0,204,166,131,CCA683,
T512,Tragic Juliet,8A6C7A,https://www.valspar.com/en/colors/browse-colors/independent-retailers/purple/tragic-juliet-t512,17.432,138,108,122,8A6C7A,
V040-5,Berry Pretty,996084,https://www.valspar.com/en/colors/browse-colors/independent-retailers/purple/berry-pretty-v040-5,16.73,153,96,132,996084,
2003-1B,Orange Pecan,F39562,https://www.valspar.com/en/colors/browse-colors/lowes/orange/orange-pecan-2003-1b,41.397,243,149,98,F39562,
2007-5C,Peach Ice Cream,DD9971,https://www.valspar.com/en/colors/browse-colors/lowes/orange/peach-ice-cream-2007-5c,39.452,221,153,113,DD9971,
2011-1,Orange Fruit,FC8901,https://www.valspar.com/en/colors/browse-colors/lowes/orange/orange-fruit-2011-1,38.533,252,137,1,FC8901,
V038-5,Vivacious Violet,81658E,https://www.valspar.com/en/colors/browse-colors/independent-retailers/purple/vivacious-violet-v038-5,15.909,129,101,142,81658E,
V075-5,Purple Suede,736275,https://www.valspar.com/en/colors/browse-colors/independent-retailers/purple/purple-suede-v075-5,13.693,115,98,117,736275,
3001-3B,Toffee Cream,E09655,https://www.valspar.com/en/colors/browse-colors/lowes/orange/toffee-cream-3001-3b,38.531,224,150,85,E09655,
V111-5,"Twinkle, Twinkle",576B80,https://www.valspar.com/en/colors/browse-colors/independent-retailers/purple/twinkle-twinkle-v111-5,14.187,87,107,128,576B80,
3002-3A,Roasted Chestnut,E89629,https://www.valspar.com/en/colors/browse-colors/lowes/orange/roasted-chestnut-3002-3a,39.122,232,150,41,E89629,
2006-5C,Sweet Cardamom,D49A71,https://www.valspar.com/en/colors/browse-colors/lowes/orange/sweet-cardamom-2006-5c,38.306,212,154,113,D49A71,
V001-3,Voodoo Violet,734682,https://www.valspar.com/en/colors/browse-colors/independent-retailers/purple/voodoo-violet-v001-3,9.564,115,70,130,734682,
T502,Passionate,694A5A,https://www.valspar.com/en/colors/browse-colors/independent-retailers/purple/passionate-t502,8.595,105,74,90,694A5A,
2004-3C,Desert Rose,E98C76,https://www.valspar.com/en/colors/browse-colors/lowes/orange/desert-rose-2004-3c,37.495,233,140,118,E98C76,
M237,Hatter's Plush,5F4273,https://www.valspar.com/en/colors/browse-colors/independent-retailers/purple/hatters-plush-m237,7.548,95,66,115,5F4273,
2001-1B,Coral Passion,F1846E,https://www.valspar.com/en/colors/browse-colors/lowes/orange/coral-passion-2001-1b,36.373,241,132,110,F1846E,
2002-1B,Orange Slice,F48357,https://www.valspar.com/en/colors/browse-colors/lowes/orange/orange-slice-2002-1b,36.252,244,131,87,F48357,
V076-6,Ripe Mulberry,594052,https://www.valspar.com/en/colors/browse-colors/independent-retailers/purple/ripe-mulberry-v076-6,6.384,89,64,82,594052,
V111-6,Blue Fedora,30495E,https://www.valspar.com/en/colors/browse-colors/independent-retailers/purple/blue-fedora-v111-6,6.171,48,73,94,30495E,
V075-6,Dried Lilacs,524055,https://www.valspar.com/en/colors/browse-colors/independent-retailers/purple/dried-lilacs-v075-6,6.089,82,64,85,524055,
3002-7C,Pale Blush,C99870,https://www.valspar.com/en/colors/browse-colors/lowes/orange/pale-blush-3002-7c,36.198,201,152,112,C99870,
2007-3A,Carrot Cake,EE8441,https://www.valspar.com/en/colors/browse-colors/lowes/orange/carrot-cake-2007-3a,35.133,238,132,65,EE8441,
2008-8A,Friendly Tan,C29875,https://www.valspar.com/en/colors/browse-colors/lowes/orange/friendly-tan-2008-8a,35.104,194,152,117,C29875,
V039-6,Burnt Orchid,633457,https://www.valspar.com/en/colors/browse-colors/independent-retailers/purple/burnt-orchid-v039-6,5.807,99,52,87,633457,
V110-6,Mykonos Reflection,234766,https://www.valspar.com/en/colors/browse-colors/independent-retailers/purple/mykonos-reflection-v110-6,5.786,35,71,102,234766,
2004-5C,Laredo,D48E68,https://www.valspar.com/en/colors/browse-colors/lowes/orange/laredo-2004-5c,34.307,212,142,104,D48E68,
2007-5B,Longhorn,D88C5F,https://www.valspar.com/en/colors/browse-colors/lowes/orange/longhorn-2007-5b,34.284,216,140,95,D88C5F,
2003-1A,Autumn Glimmer,EC793C,https://www.valspar.com/en/colors/browse-colors/lowes/orange/autumn-glimmer-2003-1a,31.825,236,121,60,EC793C,
M240,Sapphire Earrings,25416D,https://www.valspar.com/en/colors/browse-colors/independent-retailers/purple/sapphire-earrings-m240,5.224,37,65,109,25416D,
2005-7C,Desert Carnation,C49072,https://www.valspar.com/en/colors/browse-colors/lowes/orange/desert-carnation-2005-7c,33.07,196,144,114,C49072,
3002-5B,Butternut Tree,CA8C4D,https://www.valspar.com/en/colors/browse-colors/lowes/orange/butternut-tree-3002-5b,31.969,202,140,77,CA8C4D,
8001-19G,Bonfire Glow,D3891E,https://www.valspar.com/en/colors/browse-colors/lowes/orange/bonfire-glow-8001-19g,32.0,211,137,30,D3891E,
3001-3A,Hazelnut Coffee,D7873F,https://www.valspar.com/en/colors/browse-colors/lowes/orange/hazelnut-coffee-3001-3a,32.023,215,135,63,D7873F,
8001-15F,Fiery Sky,F07346,https://www.valspar.com/en/colors/browse-colors/lowes/orange/fiery-sky-8001-15f,31.0,240,115,70,F07346,
8003-17E,Grizzly,BA8C64,https://www.valspar.com/en/colors/browse-colors/lowes/orange/grizzly-8003-17e,30.0,186,140,100,BA8C64,
8002-12D,Rosy Pashmina,D28165,https://www.valspar.com/en/colors/browse-colors/lowes/orange/rosy-pashmina-8002-12d,30.0,210,129,101,D28165,
2004-7C,Coffee Gelato,B8896B,https://www.valspar.com/en/colors/browse-colors/lowes/orange/coffee-gelato-2004-7c,29.079,184,137,107,B8896B,
2004-3B,Flamenco Pink,DD705A,https://www.valspar.com/en/colors/browse-colors/lowes/orange/flamenco-pink-2004-3b,27.737,221,112,90,DD705A,
2008-7C,Café Miel,B48765,https://www.valspar.com/en/colors/browse-colors/lowes/orange/cafe-miel-2008-7c,28.045,180,135,101,B48765,
3010-5,Fancy Suede,C3813D,https://www.valspar.com/en/colors/browse-colors/lowes/orange/fancy-suede-3010-5,27.601,195,129,61,C3813D,
2001-1A,Autumn Enchantment,E76344,https://www.valspar.com/en/colors/browse-colors/lowes/orange/autumn-enchantment-2001-1a,26.354,231,99,68,E76344,
8001-17G,Sandy Peppers,DE7231,https://www.valspar.com/en/colors/browse-colors/lowes/orange/sandy-peppers-8001-17g,28.0,222,114,49,DE7231,
3002-7B,Gleaming Tan,B38159,https://www.valspar.com/en/colors/browse-colors/lowes/orange/gleaming-tan-3002-7b,26.063,179,129,89,B38159,
2005-7B,Terra Cotta Trail,B17857,https://www.valspar.com/en/colors/browse-colors/lowes/orange/terra-cotta-trail-2005-7b,23.616,177,120,87,B17857,
3003-7B,Leather Satchel,A97A51,https://www.valspar.com/en/colors/browse-colors/lowes/orange/leather-satchel-3003-7b,23.035,169,122,81,A97A51,
2007-7B,Rustic Oak,A57758,https://www.valspar.com/en/colors/browse-colors/lowes/orange/rustic-oak-2007-7b,21.871,165,119,88,A57758,
2007-5A,Cattle Drive,B86E4A,https://www.valspar.com/en/colors/browse-colors/lowes/orange/cattle-drive-2007-5a,21.836,184,110,74,B86E4A,
3009-7,Caramel Toffee,B5723B,https://www.valspar.com/en/colors/browse-colors/lowes/orange/caramel-toffee-3009-7,22.234,181,114,59,B5723B,
2004-3A,Terra Cotta Red,C44C38,https://www.valspar.com/en/colors/browse-colors/lowes/orange/terra-cotta-red-2004-3a,17.142,196,76,56,C44C38,
8002-12E,Autumn Ivy,B8694A,https://www.valspar.com/en/colors/browse-colors/lowes/orange/autumn-ivy-8002-12e,21.0,184,105,74,B8694A,
3002-7A,Chestnut Beach,9A6944,https://www.valspar.com/en/colors/browse-colors/lowes/orange/chestnut-beach-3002-7a,17.366,154,105,68,9A6944,
2004-5A,Bear Claw,AB603F,https://www.valspar.com/en/colors/browse-colors/lowes/orange/bear-claw-2004-5a,17.308,171,96,63,AB603F,
2007-7A,Rustic Earth,8C6149,https://www.valspar.com/en/colors/browse-colors/lowes/orange/rustic-earth-2007-7a,14.672,140,97,73,8C6149,
3010-7,Pale Cordovan,9E633E,https://www.valspar.com/en/colors/browse-colors/lowes/orange/pale-cordovan-3010-7,16.646,158,99,62,9E633E,
2008-7B,Standing Still,8C6343,https://www.valspar.com/en/colors/browse-colors/lowes/orange/standing-still-2008-7b,14.917,140,99,67,8C6343,
3003-7A,Brilliant Oak,8C6343,https://www.valspar.com/en/colors/browse-colors/lowes/orange/brilliant-oak-3003-7a,14.971,140,99,67,8C6343,
3011-7,Sienna Red,945B3D,https://www.valspar.com/en/colors/browse-colors/lowes/orange/sienna-red-3011-7,14.018,148,91,61,945B3D,
8001-14G,Steelhead Redd,C33D25,https://www.valspar.com/en/colors/browse-colors/lowes/orange/steelhead-redd-8001-14g,15.0,195,61,37,C33D25,
2004-7A,Italian Roast,8D5B41,https://www.valspar.com/en/colors/browse-colors/lowes/orange/italian-roast-2004-7a,13.449,141,91,65,8D5B41,
8002-12F,Red Maple,904929,https://www.valspar.com/en/colors/browse-colors/lowes/orange/red-maple-8002-12f,11.0,144,73,41,904929,
2008-7A,Natural Cork,895C3D,https://www.valspar.com/en/colors/browse-colors/lowes/orange/natural-cork-2008-7a,13.218,137,92,61,895C3D,
3011-6,Toffee Glaze,985330,https://www.valspar.com/en/colors/browse-colors/lowes/orange/toffee-glaze-3011-6,13.014,152,83,48,985330,
2011-6,Cowboy Suede,76422D,https://www.valspar.com/en/colors/browse-colors/lowes/orange/cowboy-suede-2011-6,7.977,118,66,45,76422D,
3010-8,Cowboy Hat,6D4934,https://www.valspar.com/en/colors/browse-colors/lowes/orange/cowboy-hat-3010-8,8.308,109,73,52,6D4934,
3011-8,Dark Earth,684930,https://www.valspar.com/en/colors/browse-colors/lowes/orange/dark-earth-3011-8,7.919,104,73,48,684930,
8002-12G,Smoked Paprika,7F3D29,https://www.valspar.com/en/colors/browse-colors/lowes/orange/smoked-paprika-8002-12g,8.0,127,61,41,7F3D29,
4001-9A,Lavender Moon,F6E8EC,https://www.valspar.com/en/colors/browse-colors/lowes/pink/lavender-moon-4001-9a,83.393,246,232,236,F6E8EC,
1004-2C,Pixie Dust,F9E2E7,https://www.valspar.com/en/colors/browse-colors/lowes/pink/pixie-dust-1004-2c,80.142,249,226,231,F9E2E7,
1001-2C,Pink Mist,F5E2EA,https://www.valspar.com/en/colors/browse-colors/lowes/pink/pink-mist-1001-2c,79.62,245,226,234,F5E2EA,
1005-2C,Pink Ribbon,F9DEE5,https://www.valspar.com/en/colors/browse-colors/lowes/pink/pink-ribbon-1005-2c,78.207,249,222,229,F9DEE5,
1002-4C,Cascadia,F2DEEB,https://www.valspar.com/en/colors/browse-colors/lowes/pink/cascadia-1002-4c,77.081,242,222,235,F2DEEB,
8001-9A,Eliza Jane,F6DFE3,https://www.valspar.com/en/colors/browse-colors/lowes/pink/eliza-jane-8001-9a,78.0,246,223,227,F6DFE3,
1007-4C,Art Deco Pink,F9DBE2,https://www.valspar.com/en/colors/browse-colors/lowes/pink/art-deco-pink-1007-4c,76.296,249,219,226,F9DBE2,
8001-10A,In Your Dreams,F6DDDE,https://www.valspar.com/en/colors/browse-colors/lowes/pink/in-your-dreams-8001-10a,76.0,246,221,222,F6DDDE,
8002-10A,Scarlet Butter,F9D9D0,https://www.valspar.com/en/colors/browse-colors/lowes/pink/scarlet-butter-8002-10a,74.0,249,217,208,F9D9D0,
1006-6C,Berry Taffy,EFDCDE,https://www.valspar.com/en/colors/browse-colors/lowes/pink/berry-taffy-1006-6c,74.861,239,220,222,EFDCDE,
8001-11A,Pink Bangles,FAD6D4,https://www.valspar.com/en/colors/browse-colors/lowes/pink/pink-bangles-8001-11a,73.0,250,214,212,FAD6D4,
1002-8C,Winter Sunrise,EADBDD,https://www.valspar.com/en/colors/browse-colors/lowes/pink/winter-sunrise-1002-8c,73.535,234,219,221,EADBDD,
8002-9A,Awe,F1D9D3,https://www.valspar.com/en/colors/browse-colors/lowes/pink/awe-8002-9a,73.0,241,217,211,F1D9D3,
7001-13,Mosaic Pink,ECD7D0,https://www.valspar.com/en/colors/browse-colors/lowes/pink/mosaic-pink-7001-13,71.094,236,215,208,ECD7D0,
1004-4C,Lucky You,EED7E2,https://www.valspar.com/en/colors/browse-colors/lowes/pink/lucky-you-1004-4c,72.172,238,215,226,EED7E2,
1005-8C,Quartz Pink,E8D6D3,https://www.valspar.com/en/colors/browse-colors/lowes/pink/quartz-pink-1005-8c,69.816,232,214,211,E8D6D3,
1006-8C,Barely Pink,EAD5D4,https://www.valspar.com/en/colors/browse-colors/lowes/pink/barely-pink-1006-8c,69.939,234,213,212,EAD5D4,
1001-2B,Pink Odyssey,F1D1E4,https://www.valspar.com/en/colors/browse-colors/lowes/pink/pink-odyssey-1001-2b,69.699,241,209,228,F1D1E4,
1007-4B,Hello Dolly,F5CFD9,https://www.valspar.com/en/colors/browse-colors/lowes/pink/hello-dolly-1007-4b,69.171,245,207,217,F5CFD9,
1003-10C,Napa Dawn,E1D7D5,https://www.valspar.com/en/colors/browse-colors/lowes/pink/napa-dawn-1003-10c,69.424,225,215,213,E1D7D5,
1008-4C,Oh So Pink,F3CFD5,https://www.valspar.com/en/colors/browse-colors/lowes/pink/oh-so-pink-1008-4c,68.756,243,207,213,F3CFD5,
8004-4A,Orchid Blush,DFD5D3,https://www.valspar.com/en/colors/browse-colors/lowes/pink/orchid-blush-8004-4a,68.0,223,213,211,DFD5D3,
8004-2A,Blush of Morn,E0D7DB,https://www.valspar.com/en/colors/browse-colors/lowes/pink/blush-of-morn-8004-2a,69.0,224,215,219,E0D7DB,
8002-4A,Pink Diamond,F0D1D9,https://www.valspar.com/en/colors/browse-colors/lowes/pink/pink-diamond-8002-4a,69.0,240,209,217,F0D1D9,
1008-6C,Delicate Pink Rose,F1D0CF,https://www.valspar.com/en/colors/browse-colors/lowes/pink/delicate-pink-rose-1008-6c,68.126,241,208,207,F1D0CF,
8001-10B,Icing on the Cake,F9CDCF,https://www.valspar.com/en/colors/browse-colors/lowes/pink/icing-on-the-cake-8001-10b,68.0,249,205,207,F9CDCF,
1005-2B,Rosy Cheeks,F9CBD8,https://www.valspar.com/en/colors/browse-colors/lowes/pink/rosy-cheeks-1005-2b,68.011,249,203,216,F9CBD8,
1006-2B,Warm Pink,FBCAC7,https://www.valspar.com/en/colors/browse-colors/lowes/pink/warm-pink-1006-2b,66.859,251,202,199,FBCAC7,
1004-2B,Sweet Pink,F9CAD5,https://www.valspar.com/en/colors/browse-colors/lowes/pink/sweet-pink-1004-2b,67.453,249,202,213,F9CAD5,
8003-9A,Charmed,ECD2CB,https://www.valspar.com/en/colors/browse-colors/lowes/pink/charmed-8003-9a,68.0,236,210,203,ECD2CB,
2001-6C,Tulip Pink,F3CDCA,https://www.valspar.com/en/colors/browse-colors/lowes/pink/tulip-pink-2001-6c,67.153,243,205,202,F3CDCA,
1008-8C,Rosy Glow,ECD0CB,https://www.valspar.com/en/colors/browse-colors/lowes/pink/rosy-glow-1008-8c,67.33,236,208,203,ECD0CB,
1003-2B,Pink Destiny,F6C8D9,https://www.valspar.com/en/colors/browse-colors/lowes/pink/pink-destiny-1003-2b,65.88,246,200,217,F6C8D9,
2001-8C,Harmony,EBCBC1,https://www.valspar.com/en/colors/browse-colors/lowes/pink/harmony-2001-8c,64.153,235,203,193,EBCBC1,
8001-9B,Cat Nose,F0CACD,https://www.valspar.com/en/colors/browse-colors/lowes/pink/cat-nose-8001-9b,65.0,240,202,205,F0CACD,
1004-4B,Dreamy Memory,EAC8D9,https://www.valspar.com/en/colors/browse-colors/lowes/pink/dreamy-memory-1004-4b,63.931,234,200,217,EAC8D9,
1008-2B,Peach Whisper,FAC2BE,https://www.valspar.com/en/colors/browse-colors/lowes/pink/peach-whisper-1008-2b,62.821,250,194,190,FAC2BE,
1002-2B,Pink Quartz,F1C5D7,https://www.valspar.com/en/colors/browse-colors/lowes/pink/pink-quartz-1002-2b,63.491,241,197,215,F1C5D7,
8002-9B,Pink Cashmere,EEC2BB,https://www.valspar.com/en/colors/browse-colors/lowes/pink/pink-cashmere-8002-9b,61.0,238,194,187,EEC2BB,
1004-8B,Lilac Buds,DFCACB,https://www.valspar.com/en/colors/browse-colors/lowes/pink/lilac-buds-1004-8b,62.281,223,202,203,DFCACB,
1006-6B,Fragrant Orchid,E0C4CC,https://www.valspar.com/en/colors/browse-colors/lowes/pink/fragrant-orchid-1006-6b,59.782,224,196,204,E0C4CC,
2001-4B,Tulip Petal,EBBDBE,https://www.valspar.com/en/colors/browse-colors/lowes/pink/tulip-petal-2001-4b,57.93,235,189,190,EBBDBE,
8004-2B,Hazy Iris,D2C8CD,https://www.valspar.com/en/colors/browse-colors/lowes/pink/hazy-iris-8004-2b,59.0,210,200,205,D2C8CD,
8003-4B,Rose Sugar,DEC1BF,https://www.valspar.com/en/colors/browse-colors/lowes/pink/rose-sugar-8003-4b,58.0,222,193,191,DEC1BF,
1004-10B,Berry Cream,D5C3BE,https://www.valspar.com/en/colors/browse-colors/lowes/pink/berry-cream-1004-10b,56.99,213,195,190,D5C3BE,
1007-4A,Prom Pink,EDB9C6,https://www.valspar.com/en/colors/browse-colors/lowes/pink/prom-pink-1007-4a,56.671,237,185,198,EDB9C6,
1001-2A,Magic Wand,E9B8D9,https://www.valspar.com/en/colors/browse-colors/lowes/pink/magic-wand-1001-2a,56.62,233,184,217,E9B8D9,
2002-4B,Camille Pink,EFB8B8,https://www.valspar.com/en/colors/browse-colors/lowes/pink/camille-pink-2002-4b,55.854,239,184,184,EFB8B8,
1005-10C,Rosario Ridge,D9C0BB,https://www.valspar.com/en/colors/browse-colors/lowes/pink/rosario-ridge-1005-10c,56.171,217,192,187,D9C0BB,
8004-4B,Puka Shell,D2C0BE,https://www.valspar.com/en/colors/browse-colors/lowes/pink/puka-shell-8004-4b,55.0,210,192,190,D2C0BE,
2002-6C,Spring Linen,ECB8AE,https://www.valspar.com/en/colors/browse-colors/lowes/pink/spring-linen-2002-6c,55.314,236,184,174,ECB8AE,
1008-4B,Sweety Pie,E7B5BD,https://www.valspar.com/en/colors/browse-colors/lowes/pink/sweety-pie-1008-4b,53.65,231,181,189,E7B5BD,
8004-5C,Cathedral Morning,D1BEBA,https://www.valspar.com/en/colors/browse-colors/lowes/pink/cathedral-morning-8004-5c,54.0,209,190,186,D1BEBA,
1003-2A,Hushed Rose,F0AEC4,https://www.valspar.com/en/colors/browse-colors/lowes/pink/hushed-rose-1003-2a,52.935,240,174,196,F0AEC4,
8001-9C,Candy Floss,F2B2B8,https://www.valspar.com/en/colors/browse-colors/lowes/pink/candy-floss-8001-9c,54.0,242,178,184,F2B2B8,
1008-2A,Peach Punch,F8ADA8,https://www.valspar.com/en/colors/browse-colors/lowes/pink/peach-punch-1008-2a,52.838,248,173,168,F8ADA8,
1008-8B,Soft Pink,DFB8B4,https://www.valspar.com/en/colors/browse-colors/lowes/pink/soft-pink-1008-8b,53.301,223,184,180,DFB8B4,
2001-6B,Faithful Rose,EBB3B0,https://www.valspar.com/en/colors/browse-colors/lowes/pink/faithful-rose-2001-6b,53.021,235,179,176,EBB3B0,
8002-9C,Mad About Maddie,EFAEA7,https://www.valspar.com/en/colors/browse-colors/lowes/pink/mad-about-maddie-8002-9c,52.0,239,174,167,EFAEA7,
1004-4A,Lofty Delight,DCB0C8,https://www.valspar.com/en/colors/browse-colors/lowes/pink/lofty-delight-1004-4a,50.307,220,176,200,DCB0C8,
8004-2C,Sun Painter,C3B7BC,https://www.valspar.com/en/colors/browse-colors/lowes/pink/sun-painter-8004-2c,49.0,195,183,188,C3B7BC,
1002-2A,Pink Frenzy,EAA4BF,https://www.valspar.com/en/colors/browse-colors/lowes/pink/pink-frenzy-1002-2a,47.649,234,164,191,EAA4BF,
8004-4C,Rosy Linen,C4B1AF,https://www.valspar.com/en/colors/browse-colors/lowes/pink/rosy-linen-8004-4c,46.0,196,177,175,C4B1AF,
8002-7C,Shaded Primrose,EAA8A8,https://www.valspar.com/en/colors/browse-colors/lowes/pink/shaded-primrose-8002-7c,48.0,234,168,168,EAA8A8,
1001-1C,Pink Plunge,E0A1CD,https://www.valspar.com/en/colors/browse-colors/lowes/pink/pink-plunge-1001-1c,45.791,224,161,205,E0A1CD,
1003-1C,Positively Pink,EB97B2,https://www.valspar.com/en/colors/browse-colors/lowes/pink/positively-pink-1003-1c,42.966,235,151,178,EB97B2,
1006-2A,Sweet Sixteen,F39AA4,https://www.valspar.com/en/colors/browse-colors/lowes/pink/sweet-sixteen-1006-2a,44.701,243,154,164,F39AA4,
1006-6A,Sugarplum Dance,CDA4AF,https://www.valspar.com/en/colors/browse-colors/lowes/pink/sugarplum-dance-1006-6a,42.609,205,164,175,CDA4AF,
8001-8D,Petal Power,F393A9,https://www.valspar.com/en/colors/browse-colors/lowes/pink/petal-power-8001-8d,43.0,243,147,169,F393A9,
1007-3C,Second Blush,E89AAC,https://www.valspar.com/en/colors/browse-colors/lowes/pink/second-blush-1007-3c,43.184,232,154,172,E89AAC,
1008-4A,Nana's Rose,DA939B,https://www.valspar.com/en/colors/browse-colors/lowes/pink/nanas-rose-1008-4a,38.1,218,147,155,DA939B,
1004-3C,Quilted Heart,CB98B2,https://www.valspar.com/en/colors/browse-colors/lowes/pink/quilted-heart-1004-3c,38.342,203,152,178,CB98B2,
8001-9D,Strawberry Moon,E18D94,https://www.valspar.com/en/colors/browse-colors/lowes/pink/strawberry-moon-8001-9d,37.0,225,141,148,E18D94,
2002-3C,Honeysuckle Rose,DD8A89,https://www.valspar.com/en/colors/browse-colors/lowes/pink/honeysuckle-rose-2002-3c,35.544,221,138,137,DD8A89,
1006-1C,Poppy Field,E78287,https://www.valspar.com/en/colors/browse-colors/lowes/pink/poppy-field-1006-1c,34.703,231,130,135,E78287,
1008-6A,Rosetti Pink,D09091,https://www.valspar.com/en/colors/browse-colors/lowes/pink/rosetti-pink-1008-6a,35.197,208,144,145,D09091,
1002-1C,Berry Twist,D483A6,https://www.valspar.com/en/colors/browse-colors/lowes/pink/berry-twist-1002-1c,33.091,212,131,166,D483A6,
1004-1C,Iced Berry,E77893,https://www.valspar.com/en/colors/browse-colors/lowes/pink/iced-berry-1004-1c,32.621,231,120,147,E77893,
1005-1B,So Charming,EB768F,https://www.valspar.com/en/colors/browse-colors/lowes/pink/so-charming-1005-1b,32.726,235,118,143,EB768F,
2001-3C,Strawberry Pink,DA8283,https://www.valspar.com/en/colors/browse-colors/lowes/pink/strawberry-pink-2001-3c,32.444,218,130,131,DA8283,
1007-3B,Reflecting Rose,D6798D,https://www.valspar.com/en/colors/browse-colors/lowes/pink/reflecting-rose-1007-3b,29.936,214,121,141,D6798D,
1003-1B,Frosty Berry,DD6F92,https://www.valspar.com/en/colors/browse-colors/lowes/pink/frosty-berry-1003-1b,28.85,221,111,146,DD6F92,
1001-1B,Raspberry Sorbet,CF79B1,https://www.valspar.com/en/colors/browse-colors/lowes/pink/raspberry-sorbet-1001-1b,30.062,207,121,177,CF79B1,
1004-1B,Hint of Cherry,DC607A,https://www.valspar.com/en/colors/browse-colors/lowes/pink/hint-of-cherry-1004-1b,24.933,220,96,122,DC607A,
1004-9C,Irish Tea,987E78,https://www.valspar.com/en/colors/browse-colors/lowes/pink/irish-tea-1004-9c,22.85,152,126,120,987E78,
1002-1B,Rose Dust,C86190,https://www.valspar.com/en/colors/browse-colors/lowes/pink/rose-dust-1002-1b,22.861,200,97,144,C86190,
8001-5G,Glorious,BC4666,https://www.valspar.com/en/colors/browse-colors/lowes/pink/glorious-8001-5g,16.0,188,70,102,BC4666,
8001-3G,Pink Pizzazz,AC4B7E,https://www.valspar.com/en/colors/browse-colors/lowes/pink/pink-pizzazz-8001-3g,15.0,172,75,126,AC4B7E,
2001-2C,Apricot Ice,FAE2D8,https://www.valspar.com/en/colors/browse-colors/lowes/red/apricot-ice-2001-2c,79.854,250,226,216,FAE2D8,
1007-10C,Honeysuckle Delight,EDDCD4,https://www.valspar.com/en/colors/browse-colors/lowes/red/honeysuckle-delight-1007-10c,73.936,237,220,212,EDDCD4,
1007-8C,Sweet Pastel,ECDDD7,https://www.valspar.com/en/colors/browse-colors/lowes/red/sweet-pastel-1007-8c,74.315,236,221,215,ECDDD7,
8001-12A,Dash of Pink,FBD8D4,https://www.valspar.com/en/colors/browse-colors/lowes/red/dash-of-pink-8001-12a,74.0,251,216,212,FBD8D4,
2002-8C,Morning Glow,F0D1C3,https://www.valspar.com/en/colors/browse-colors/lowes/red/morning-glow-2002-8c,67.964,240,209,195,F0D1C3,
2003-6C,Pale Satin Peach,F2C9BA,https://www.valspar.com/en/colors/browse-colors/lowes/red/pale-satin-peach-2003-6c,64.208,242,201,186,F2C9BA,
1006-10C,Tender Shell,E2CFC7,https://www.valspar.com/en/colors/browse-colors/lowes/red/tender-shell-1006-10c,64.789,226,207,199,E2CFC7,
1008-10B,Rodeo Dust,DEC1B4,https://www.valspar.com/en/colors/browse-colors/lowes/red/rodeo-dust-1008-10b,56.972,222,193,180,DEC1B4,
2001-8B,Semi-Precious,E1B9AD,https://www.valspar.com/en/colors/browse-colors/lowes/red/semi-precious-2001-8b,53.73,225,185,173,E1B9AD,
1007-10B,Sunset Curtains,D7B5A9,https://www.valspar.com/en/colors/browse-colors/lowes/red/sunset-curtains-1007-10b,50.291,215,181,169,D7B5A9,
2002-8B,Shy Time,E0B4A2,https://www.valspar.com/en/colors/browse-colors/lowes/red/shy-time-2002-8b,51.252,224,180,162,E0B4A2,
2003-6B,Sweet Marmalade,E9A58C,https://www.valspar.com/en/colors/browse-colors/lowes/red/sweet-marmalade-2003-6b,46.136,233,165,140,E9A58C,
1006-10B,Damask Dunes,CDACA2,https://www.valspar.com/en/colors/browse-colors/lowes/red/damask-dunes-1006-10b,45.137,205,172,162,CDACA2,
1005-10B,Lovebug,C8ADA8,https://www.valspar.com/en/colors/browse-colors/lowes/red/lovebug-1005-10b,45.035,200,173,168,C8ADA8,
1007-2A,Antique Coral,EE9B98,https://www.valspar.com/en/colors/browse-colors/lowes/red/antique-coral-1007-2a,43.941,238,155,152,EE9B98,
1008-1C,Peach Burst,F59491,https://www.valspar.com/en/colors/browse-colors/lowes/red/peach-burst-1008-1c,42.745,245,148,145,F59491,
2003-8A,Arizona Dust,DCA78F,https://www.valspar.com/en/colors/browse-colors/lowes/red/arizona-dust-2003-8a,45.092,220,167,143,DCA78F,
2002-6B,Salmon Run,DD998D,https://www.valspar.com/en/colors/browse-colors/lowes/red/salmon-run-2002-6b,40.158,221,153,141,DD998D,
1008-10A,Naked Clay,C49F90,https://www.valspar.com/en/colors/browse-colors/lowes/red/naked-clay-1008-10a,38.553,196,159,144,C49F90,
