id,name,hex6,url,lrv,r,g,b,hex6_detail,description
8004-28F,Warm Eucalyptus,7C7F70,https://www.valspar.com/en/colors/browse-colors/lowes/green/warm-eucalyptus-8004-28f,21.0,124,127,112,7C7F70,
V143-5,Sage Slate,757A70,https://www.valspar.com/en/colors/browse-colors/independent-retailers/gray/sage-slate-v143-5,18.894,117,122,112,757A70,
4005-1B,Gravity,C3C6C7,https://www.valspar.com/en/colors/browse-colors/lowes/gray/gravity-4005-1b,56.262,195,198,199,C3C6C7,
4003-1B,Filtered Shade,CBC9C4,https://www.valspar.com/en/colors/browse-colors/lowes/gray/filtered-shade-4003-1b,58.446,203,201,196,CBC9C4,
V145-2,Zen Pebble,C6C4BB,https://www.valspar.com/en/colors/browse-colors/independent-retailers/gray/zen-pebble-v145-2,55.082,198,196,187,C6C4BB,
V112-2,Bottlefly Wings,CACED2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/gray/bottlefly-wings-v112-2,61.213,202,206,210,CACED2,
4004-1A,Tempered Gray,D5D3CC,https://www.valspar.com/en/colors/browse-colors/lowes/gray/tempered-gray-4004-1a,64.929,213,211,204,D5D3CC,
4008-1B,Polished Silver,B1B4B2,https://www.valspar.com/en/colors/browse-colors/lowes/gray/polished-silver-4008-1b,45.306,177,180,178,B1B4B2,
V114-2,Tinman,6C767C,https://www.valspar.com/en/colors/browse-colors/independent-retailers/gray/tinman-v114-2,17.618,108,118,124,6C767C,
V118-2,Stately Graystone,A9A8A2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/gray/stately-graystone-v118-2,38.902,169,168,162,A9A8A2,
V120-1,Silver Thistle Down,D1D0CA,https://www.valspar.com/en/colors/browse-colors/independent-retailers/gray/silver-thistle-down-v120-1,62.79,209,208,202,D1D0CA,
4008-1A,Bay Waves,CCCECC,https://www.valspar.com/en/colors/browse-colors/lowes/gray/bay-waves-4008-1a,61.331,204,206,204,CCCECC,
4006-1A,Silver Leaf,CACECE,https://www.valspar.com/en/colors/browse-colors/lowes/gray/silver-leaf-4006-1a,61.02,202,206,206,CACECE,
4003-1A,Seashell Gray,DAD9D4,https://www.valspar.com/en/colors/browse-colors/lowes/gray/seashell-gray-4003-1a,69.245,218,217,212,DAD9D4,
V122-1,New York City Winter,DED9D0,https://www.valspar.com/en/colors/browse-colors/independent-retailers/gray/new-york-city-winter-v122-1,69.877,222,217,208,DED9D0,
V116-3,To the Tarmac,4F5556,https://www.valspar.com/en/colors/browse-colors/independent-retailers/gray/to-the-tarmac-v116-3,8.84,79,85,86,4F5556,
4004-1B,Urban Sunrise,B3B4B0,https://www.valspar.com/en/colors/browse-colors/lowes/gray/urban-sunrise-4004-1b,45.311,179,180,176,B3B4B0,
,Chestnut Brown,,https://www.valspar.com/en/colors/browse-colors/brown/chestnut-brown-895440,,,,,,
V144-3,Simple Gray,B8B8AA,https://www.valspar.com/en/colors/browse-colors/independent-retailers/gray/simple-gray-v144-3,47.417,184,184,170,B8B8AA,
4006-1B,Voyage,B2B8BC,https://www.valspar.com/en/colors/browse-colors/lowes/gray/voyage-4006-1b,47.166,178,184,188,B2B8BC,
,Sedona Red,,https://www.valspar.com/en/colors/browse-colors/red/sedona-red-895434,,,,,,
V142-1,Ghost Story,E4E4DB,https://www.valspar.com/en/colors/browse-colors/independent-retailers/gray/ghost-story-v142-1,77.324,228,228,219,E4E4DB,
,Natural Cedar,,https://www.valspar.com/en/colors/browse-colors/brown/natural-cedar-895443,,,,,,
,Desert Tan,,https://www.valspar.com/en/colors/browse-colors/brown/desert-tan-895446,,,,,,
,Harvest Gold,,https://www.valspar.com/en/colors/browse-colors/gold/harvest-gold-895437,,,,,,
4005-1A,Polar Star,D5D6D4,https://www.valspar.com/en/colors/browse-colors/lowes/gray/polar-star-4005-1a,67.083,213,214,212,D5D6D4,
4008-1C,Stone Mason Gray,959896,https://www.valspar.com/en/colors/browse-colors/lowes/gray/stone-mason-gray-4008-1c,30.918,149,152,150,959896,
V139-2,Windblown Blue,B5C4C7,https://www.valspar.com/en/colors/browse-colors/independent-retailers/gray/windblown-blue-v139-2,53.607,181,196,199,B5C4C7,
V124-2,Apollo,D2CFCD,https://www.valspar.com/en/colors/browse-colors/independent-retailers/gray/apollo-v124-2,62.609,210,207,205,D2CFCD,
V115-2,Cloud Mountain,A1A8A9,https://www.valspar.com/en/colors/browse-colors/independent-retailers/gray/cloud-mountain-v115-2,38.368,161,168,169,A1A8A9,
7006-24,Ultra White,F8F8F3,https://www.valspar.com/en/colors/browse-colors/lowes/white/ultra-white-7006-24,93.586,248,248,243,F8F8F3,
5006-2A,Wet Pavement,A2A199,https://www.valspar.com/en/colors/browse-colors/lowes/gray/wet-pavement-5006-2a,35.285,162,161,153,A2A199,
7002-16,Swiss Coffee,F1EFE7,https://www.valspar.com/en/colors/browse-colors/lowes/white/swiss-coffee-7002-16,86.152,241,239,231,F1EFE7,
V148,New Ream,F6F6F1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/new-ream-v148,91.591,246,246,241,F6F6F1,
7002-6,Du Jour,F1EFE9,https://www.valspar.com/en/colors/browse-colors/lowes/white/du-jour-7002-6,86.044,241,239,233,F1EFE9,
V149,Bridal Wreath,EAECEA,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/bridal-wreath-v149,83.513,234,236,234,EAECEA,
V162,Whisper Softly,E6E5E1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/whisper-softly-v162,78.221,230,229,225,E6E5E1,
7002-20,Antique White,F0E6D8,https://www.valspar.com/en/colors/browse-colors/lowes/white/antique-white-7002-20,80.368,240,230,216,F0E6D8,
V165,Open Arms,F5E5CB,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/open-arms-v165,80.062,245,229,203,F5E5CB,
7006-4,Bistro White,F0EDE7,https://www.valspar.com/en/colors/browse-colors/lowes/white/bistro-white-7006-4,84.792,240,237,231,F0EDE7,
V173,Cool Vapor,DADCD8,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/cool-vapor-v173,70.852,218,220,216,DADCD8,
7002-7,Dove White,F2EDE3,https://www.valspar.com/en/colors/browse-colors/lowes/white/dove-white-7002-7,85.126,242,237,227,F2EDE3,
,Chestnut Brown,,https://www.valspar.com/en/colors/browse-colors/brown/chestnut-brown-895452,,,,,,
V154,Bubble Bath,EBE5D9,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/bubble-bath-v154,78.561,235,229,217,EBE5D9,
7006-17,Summer Gray,EAE7E1,https://www.valspar.com/en/colors/browse-colors/lowes/white/summer-gray-7006-17,80.271,234,231,225,EAE7E1,
V172,Modern Gray,DBDAD6,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/modern-gray-v172,70.002,219,218,214,DBDAD6,
,Sedona Red,,https://www.valspar.com/en/colors/browse-colors/red/sedona-red-895431,,,,,,
,Natural Cedar,,https://www.valspar.com/en/colors/browse-colors/brown/natural-cedar-895455,,,,,,
,Desert Tan,,https://www.valspar.com/en/colors/browse-colors/brown/desert-tan-895458,,,,,,
,Harvest Gold,,https://www.valspar.com/en/colors/browse-colors/gold/harvest-gold-895449,,,,,,
,Coastal Gray,,https://www.valspar.com/en/colors/browse-colors/gray/coastal-gray-895428,,,,,,
7002-14,Cream Delight,F2EDE2,https://www.valspar.com/en/colors/browse-colors/lowes/white/cream-delight-7002-14,84.94,242,237,226,F2EDE2,
V160,Snowflake,E7EDEA,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/snowflake-v160,83.593,231,237,234,E7EDEA,
7004-19,Silver Dust,E0E1DE,https://www.valspar.com/en/colors/browse-colors/lowes/white/silver-dust-7004-19,74.773,224,225,222,E0E1DE,
V156,Wooly Lamb,F3EEE7,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/wooly-lamb-v156,85.746,243,238,231,F3EEE7,
7006-10,Cool Gray,EBECE6,https://www.valspar.com/en/colors/browse-colors/lowes/white/cool-gray-7006-10,83.206,235,236,230,EBECE6,
8007-8B,Warm Milk,F6F0E2,https://www.valspar.com/en/colors/browse-colors/lowes/white/warm-milk-8007-8b,87.0,246,240,226,F6F0E2,
V175,Atmospheric,E8E9E0,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/atmospheric-v175,80.94,232,233,224,E8E9E0,
,Clear,,https://www.valspar.com/en/colors/browse-colors/clear/clear-895470,,,,,,
,Chestnut Brown,,https://www.valspar.com/en/colors/browse-colors/brown/chestnut-brown-895440,,,,,,
,Sedona Red,,https://www.valspar.com/en/colors/browse-colors/red/sedona-red-895434,,,,,,
,Natural Cedar,,https://www.valspar.com/en/colors/browse-colors/brown/natural-cedar-895443,,,,,,
,Harvest Gold,,https://www.valspar.com/en/colors/browse-colors/gold/harvest-gold-895437,,,,,,
,Desert Tan,,https://www.valspar.com/en/colors/browse-colors/brown/desert-tan-895446,,,,,,
,Sedona Red,,https://www.valspar.com/en/colors/browse-colors/red/sedona-red-895431,,,,,,
,Chestnut Brown,,https://www.valspar.com/en/colors/browse-colors/brown/chestnut-brown-895452,,,,,,
,Natural Cedar,,https://www.valspar.com/en/colors/browse-colors/brown/natural-cedar-895455,,,,,,
,Coastal Gray,,https://www.valspar.com/en/colors/browse-colors/gray/coastal-gray-895428,,,,,,
,Desert Tan,,https://www.valspar.com/en/colors/browse-colors/brown/desert-tan-895458,,,,,,
,Harvest Gold,,https://www.valspar.com/en/colors/browse-colors/gold/harvest-gold-895449,,,,,,
V183,Mink Frost,DFD9D2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/mink-frost-v183,70.252,223,217,210,DFD9D2,
V181,Over the Moon,E8E1DA,https://www.valspar.com/en/colors/browse-colors/independent-retailers/white/over-the-moon-v181,76.169,232,225,218,E8E1DA,
7002-12,Quail Egg,EAE2D5,https://www.valspar.com/en/colors/browse-colors/lowes/white/quail-egg-7002-12,76.734,234,226,213,EAE2D5,
3003-10C,Cream in My Coffee,E6DCCC,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/cream-in-my-coffee-3003-10c,72.307,230,220,204,E6DCCC,
3003-10B,Hopsack,D1BEAA,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/hopsack-3003-10b,53.333,209,190,170,D1BEAA,
V168,Nice and Easy,EFE4D5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/nice-and-easy-v168,78.462,239,228,213,EFE4D5,
2008-10B,Desert Fortress,DACAB9,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/desert-fortress-2008-10b,60.923,218,202,185,DACAB9,
V177,Gentle Lamb,E3D8C8,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/gentle-lamb-v177,69.685,227,216,200,E3D8C8,
V146-1,Secluded Beach,D3CFC2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/secluded-beach-v146-1,62.416,211,207,194,D3CFC2,
6003-1B,Frappe,BDB6AA,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/frappe-6003-1b,47.132,189,182,170,BDB6AA,
V134-3,Sandy Trail,C8B59D,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/sandy-trail-v134-3,47.692,200,181,157,C8B59D,
8004-18B,Classic Khaki,E2CFB2,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/classic-khaki-8004-18b,64.0,226,207,178,E2CFB2,
,Chestnut Brown,,https://www.valspar.com/en/colors/browse-colors/brown/chestnut-brown-895461,,,,,,
V131-1,Safari Map,E8D7C8,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/safari-map-v131-1,69.983,232,215,200,E8D7C8,
,Sedona Red,,https://www.valspar.com/en/colors/browse-colors/red/sedona-red-895425,,,,,,
,Natural Cedar,,https://www.valspar.com/en/colors/browse-colors/brown/natural-cedar-895464,,,,,,
,Harvest Gold,,https://www.valspar.com/en/colors/browse-colors/gold/harvest-gold-895422,,,,,,
,Coastal Gray,,https://www.valspar.com/en/colors/browse-colors/gray/coastal-gray-895419,,,,,,
,Desert Tan,,https://www.valspar.com/en/colors/browse-colors/brown/desert-tan-895467,,,,,,
2006-10B,Gallery Grey,C2B5A7,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/gallery-grey-2006-10b,47.114,194,181,167,C2B5A7,
2008-9C,Faint Maple,B49D88,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/faint-maple-2008-9c,35.822,180,157,136,B49D88,
V164,Dairy Belle,F6EDDC,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/dairy-belle-v164,,,,,,
,Sedona Red,,https://www.valspar.com/en/colors/browse-colors/red/sedona-red-895434,,,,,,
,Chestnut Brown,,https://www.valspar.com/en/colors/browse-colors/brown/chestnut-brown-895440,,,,,,
,Clear,,https://www.valspar.com/en/colors/browse-colors/clear/clear-895470,,,,,,
,Harvest Gold,,https://www.valspar.com/en/colors/browse-colors/gold/harvest-gold-895437,,,,,,
,Natural Cedar,,https://www.valspar.com/en/colors/browse-colors/brown/natural-cedar-895443,,,,,,
,Desert Tan,,https://www.valspar.com/en/colors/browse-colors/brown/desert-tan-895446,,,,,,
,Chestnut Brown,,https://www.valspar.com/en/colors/browse-colors/brown/chestnut-brown-895452,,,,,,
,Sedona Red,,https://www.valspar.com/en/colors/browse-colors/red/sedona-red-895431,,,,,,
,Natural Cedar,,https://www.valspar.com/en/colors/browse-colors/brown/natural-cedar-895455,,,,,,
,Desert Tan,,https://www.valspar.com/en/colors/browse-colors/brown/desert-tan-895458,,,,,,
,Harvest Gold,,https://www.valspar.com/en/colors/browse-colors/gold/harvest-gold-895449,,,,,,
,Coastal Gray,,https://www.valspar.com/en/colors/browse-colors/gray/coastal-gray-895428,,,,,,
,Chestnut Brown,,https://www.valspar.com/en/colors/browse-colors/brown/chestnut-brown-895461,,,,,,
,Sedona Red,,https://www.valspar.com/en/colors/browse-colors/red/sedona-red-895425,,,,,,
,Natural Cedar,,https://www.valspar.com/en/colors/browse-colors/brown/natural-cedar-895464,,,,,,
,Desert Tan,,https://www.valspar.com/en/colors/browse-colors/brown/desert-tan-895467,,,,,,
,Harvest Gold,,https://www.valspar.com/en/colors/browse-colors/gold/harvest-gold-895422,,,,,,
,Coastal Gray,,https://www.valspar.com/en/colors/browse-colors/gray/coastal-gray-895419,,,,,,
V134-5,Skylark,95806A,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/skylark-v134-5,22.883,149,128,106,95806A,
8004-20B,Sheepskin Rug,D1C5B0,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/sheepskin-rug-8004-20b,56.0,209,197,176,D1C5B0,
2007-10B,Clean Sweep,C4B3A4,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/clean-sweep-2007-10b,46.482,196,179,164,C4B3A4,
V131-4,Puppy Love,BBA592,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/puppy-love-v131-4,39.64,187,165,146,BBA592,
V130-3,Turning Tables,B5A69B,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/turning-tables-v130-3,39.275,181,166,155,B5A69B,
3002-10C,Savoury Beige,E4D6C3,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/savoury-beige-3002-10c,68.385,228,214,195,E4D6C3,
6006-1B,Oatbran,CEC1AE,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/oatbran-6006-1b,54.304,206,193,174,CEC1AE,
V133-5,Cavern,98816E,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/cavern-v133-5,23.501,152,129,110,98816E,
V135-6,Crater,72624D,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/crater-v135-6,12.912,114,98,77,72624D,
2007-9C,Woodland Stone,AE9886,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/woodland-stone-2007-9c,33.333,174,152,134,AE9886,
3003-10A,Moose Mousse,C6AF98,https://www.valspar.com/en/colors/browse-colors/lowes/neutral/moose-mousse-3003-10a,45.075,198,175,152,C6AF98,
V146-5,Pine Peak,776E56,https://www.valspar.com/en/colors/browse-colors/independent-retailers/neutral/pine-peak-v146-5,15.725,119,110,86,776E56,
V087-6,Fresh Roe,4D3C2A,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/fresh-roe-v087-6,4.944,77,60,42,4D3C2A,
2011-10,Cabin Plank,543F36,https://www.valspar.com/en/colors/browse-colors/lowes/brown/cabin-plank-2011-10,5.668,84,63,54,543F36,
1011-10,Brown Velvet,433531,https://www.valspar.com/en/colors/browse-colors/lowes/brown/brown-velvet-1011-10,3.99,67,53,49,433531,
V086-5,Must Love Dogs,946A42,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/must-love-dogs-v086-5,16.977,148,106,66,946A42,
V092-5,Fields of Glory,A27740,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/fields-of-glory-v092-5,21.324,162,119,64,A27740,
6011-1,Fired Earth,3A3530,https://www.valspar.com/en/colors/browse-colors/lowes/brown/fired-earth-6011-1,3.65,58,53,48,3A3530,
V084-5,Brownie Scout,8B6A52,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/brownie-scout-v084-5,16.493,139,106,82,8B6A52,
1004-9A,Piano Brown,5B413B,https://www.valspar.com/en/colors/browse-colors/lowes/brown/piano-brown-1004-9a,6.271,91,65,59,5B413B,
V090-5,Caramel Suede,956F3E,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/caramel-suede-v090-5,18.131,149,111,62,956F3E,
3010-10,Swiss Chocolate,524237,https://www.valspar.com/en/colors/browse-colors/lowes/brown/swiss-chocolate-3010-10,5.942,82,66,55,524237,
V088-6,Leather & Lace,6F543A,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/leather-lace-v088-6,10.096,111,84,58,6F543A,
2008-9A,Sumatra Blend,6D5747,https://www.valspar.com/en/colors/browse-colors/lowes/brown/sumatra-blend-2008-9a,10.519,109,87,71,6D5747,
V093-6,Florentine Dream,715830,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/florentine-dream-v093-6,10.733,113,88,48,715830,
1002-9B,Summer Sparrow,7B685F,https://www.valspar.com/en/colors/browse-colors/lowes/brown/summer-sparrow-1002-9b,14.842,123,104,95,7B685F,
V084-6,Incognito,604735,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/incognito-v084-6,7.328,96,71,53,604735,
3003-9B,Universal Umber,9A7E65,https://www.valspar.com/en/colors/browse-colors/lowes/brown/universal-umber-3003-9b,22.795,154,126,101,9A7E65,
V086-6,Valise,6D4925,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/valise-v086-6,8.098,109,73,37,6D4925,
V082-6,Chocolate Bonbon,6C442D,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/chocolate-bonbon-v082-6,7.576,108,68,45,6C442D,
8004-17G,Village Lane,826340,https://www.valspar.com/en/colors/browse-colors/lowes/brown/village-lane-8004-17g,14.0,130,99,64,826340,
8005-8E,Chocolate Milk,928070,https://www.valspar.com/en/colors/browse-colors/lowes/brown/chocolate-milk-8005-8e,23.0,146,128,112,928070,
V089-5,Horsing Around,966938,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/horsing-around-v089-5,16.916,150,105,56,966938,
V091-6,Derby,7C5723,https://www.valspar.com/en/colors/browse-colors/independent-retailers/brown/derby-v091-6,11.228,124,87,35,7C5723,
3008-9C,Rugged,968066,https://www.valspar.com/en/colors/browse-colors/lowes/brown/rugged-3008-9c,23.041,150,128,102,968066,
6005-2A,Coastal Villa,9E9386,https://www.valspar.com/en/colors/browse-colors/lowes/brown/coastal-villa-6005-2a,29.917,158,147,134,9E9386,
V114-3,Tomcat,2F2F2F,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/tomcat-v114-3,2.842,47,47,47,2F2F2F,
4011-2,Dark Kettle Black,292A2D,https://www.valspar.com/en/colors/browse-colors/lowes/black/dark-kettle-black-4011-2,2.328,41,42,45,292A2D,
6009-1,Safari Brown,443F3E,https://www.valspar.com/en/colors/browse-colors/lowes/black/safari-brown-6009-1,5.157,68,63,62,443F3E,
8006-4G,Caviar,3C3E3C,https://www.valspar.com/en/colors/browse-colors/lowes/black/caviar-8006-4g,5.0,60,62,60,3C3E3C,
V113-3,Sooty Lashes,454B4F,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/sooty-lashes-v113-3,6.884,69,75,79,454B4F,
V120-3,Black Heron,3A3C3D,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/black-heron-v120-3,4.507,58,60,61,3A3C3D,
4009-2,Noir,2E2E30,https://www.valspar.com/en/colors/browse-colors/lowes/black/noir-4009-2,2.767,46,46,48,2E2E30,
V123-3,Caviar,3C3E3C,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/caviar-v123-3,4.75,60,62,60,3C3E3C,
4010-1,Chimney Smoke,3A4044,https://www.valspar.com/en/colors/browse-colors/lowes/black/chimney-smoke-4010-1,5.038,58,64,68,3A4044,
V125-6,Black Currant,3D3940,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/black-currant-v125-6,4.335,61,57,64,3D3940,
4006-2C,Hematite,484B50,https://www.valspar.com/en/colors/browse-colors/lowes/black/hematite-4006-2c,7.018,72,75,80,484B50,
V140-6,Model T,464C47,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/model-t-v140-6,6.913,70,76,71,464C47,
5011-2,Very Black,2F3238,https://www.valspar.com/en/colors/browse-colors/lowes/black/very-black-5011-2,3.165,47,50,56,2F3238,
V143-6,Japanese Seaweed,494E42,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/japanese-seaweed-v143-6,7.3,73,78,66,494E42,
4005-2C,Muskeg Grey,46484A,https://www.valspar.com/en/colors/browse-colors/lowes/black/muskeg-grey-4005-2c,6.452,70,72,74,46484A,
V139-6,Mountain Midnight,344C52,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/mountain-midnight-v139-6,6.532,52,76,82,344C52,
4007-2C,Blindfold,454A4C,https://www.valspar.com/en/colors/browse-colors/lowes/black/blindfold-4007-2c,6.655,69,74,76,454A4C,
V141-6,Fait Accompli,1D3233,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/fait-accompli-v141-6,2.826,29,50,51,1D3233,
5011-1,Nocturnal Green,2D3435,https://www.valspar.com/en/colors/browse-colors/lowes/black/nocturnal-green-5011-1,3.277,45,52,53,2D3435,
V124-6,Soft Panther,4D494C,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/soft-panther-v124-6,6.89,77,73,76,4D494C,
V142-6,Vintage Frame,4C4B46,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/vintage-frame-v142-6,7.063,76,75,70,4C4B46,
4007-4C,Night View,3D4B54,https://www.valspar.com/en/colors/browse-colors/lowes/black/night-view-4007-4c,6.628,61,75,84,3D4B54,
8004-48G,Nevermore,383238,https://www.valspar.com/en/colors/browse-colors/lowes/black/nevermore-8004-48g,3.0,56,50,56,383238,
V119-3,Magpie,3F3E39,https://www.valspar.com/en/colors/browse-colors/independent-retailers/black/magpie-v119-3,4.754,63,62,57,3F3E39,
V070-6,Back of Beyond,014B6B,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/back-of-beyond-v070-6,5.827,1,75,107,014B6B,
V073-6,Epic Adventure,0C3B5D,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/epic-adventure-v073-6,3.996,12,59,93,0C3B5D,
V034-3,Blue on Blue,016CA0,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blue-on-blue-v034-3,12.557,1,108,160,016CA0,
V106-5,Play Me a Melody,597986,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/play-me-a-melody-v106-5,17.63,89,121,134,597986,
8002-45G,Encore,0F456E,https://www.valspar.com/en/colors/browse-colors/lowes/blue/encore-8002-45g,6.0,15,69,110,0F456E,
V108-6,Indigo Go-Go,203E4F,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/indigo-go-go-v108-6,4.368,32,62,79,203E4F,
V074-2,Carousel Purple,BFCDE2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/carousel-purple-v074-2,60.077,191,205,226,BFCDE2,
8001-44F,In the Nick,28679E,https://www.valspar.com/en/colors/browse-colors/lowes/blue/in-the-nick-8001-44f,13.0,40,103,158,28679E,
V105-2,Shhh…,BED1D6,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/shhh-v105-2,61.528,190,209,214,BED1D6,
V071-3,Tribute,74B5DA,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/tribute-v071-3,41.86,116,181,218,74B5DA,
4008-10C,Cosmic Blue,0178B6,https://www.valspar.com/en/colors/browse-colors/lowes/blue/cosmic-blue-4008-10c,15.637,1,120,182,0178B6,
V103-1,Blue Bottle,DBE7E6,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/blue-bottle-v103-1,78.091,219,231,230,DBE7E6,
V036-3,Zydeco,2B63A0,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/zydeco-v036-3,11.978,43,99,160,2B63A0,
5001-8B,Blue China,3481A1,https://www.valspar.com/en/colors/browse-colors/lowes/blue/blue-china-5001-8b,18.975,52,129,161,3481A1,
P109,Baby Boots,BACEDD,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/baby-boots-p109,59.691,186,206,221,BACEDD,
4007-6C,Deep Twilight Blue,34576A,https://www.valspar.com/en/colors/browse-colors/lowes/blue/deep-twilight-blue-4007-6c,8.636,52,87,106,34576A,
M327,Ethereal Blue,99C4D5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/blue/ethereal-blue-m327,50.897,153,196,213,99C4D5,
V065-1,Touch of Frost,CCE8E2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/touch-of-frost-v065-1,76.303,204,232,226,CCE8E2,
V028-2,Setting Sail,50C7C1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/setting-sail-v028-2,46.217,80,199,193,50C7C1,
V104-4,My Skiff,5993A3,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/my-skiff-v104-4,25.756,89,147,163,5993A3,
V063-2,Cool Juniper,9DCCBB,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/cool-juniper-v063-2,54.076,157,204,187,9DCCBB,
V101-4,Gin Berry,94AEA9,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/gin-berry-v101-4,39.354,148,174,169,94AEA9,
V067-3,Cerulean Skies,7EBFC5,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/cerulean-skies-v067-3,45.545,126,191,197,7EBFC5,
V026-2,Turquoise Twist,73D4BC,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/turquoise-twist-v026-2,54.248,115,212,188,73D4BC,
T604,Zephyr,2B5A65,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/zephyr-t604,8.815,43,90,101,2B5A65,
4010-4,Indigo Streamer,22394A,https://www.valspar.com/en/colors/browse-colors/lowes/blue/indigo-streamer-4010-4,3.748,34,57,74,22394A,
M304,Teal & Tonic,6B9297,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/teal-tonic-m304,25.897,107,146,151,6B9297,
T605,Bijou Teal,427475,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/bijou-teal-t605,14.873,66,116,117,427475,
V067-1,Haiku Blue,B9DEE2,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/haiku-blue-v067-1,68.221,185,222,226,B9DEE2,
V063-3,Patina Hue,7CB6A1,https://www.valspar.com/en/colors/browse-colors/independent-retailers/teal/patina-hue-v063-3,40.106,124,182,161,7CB6A1,
