name,code,r,g,b,hex,brand,url
"PEREGRINE","PPG0993-1","213","216","215","#D5D8D7","PPG","/color/color-families/grays/peregrine"
"TRAIN","PPG0993-2","191","196","197","#BFC4C5","PPG","/color/color-families/grays/train"
"GOSLING GRAY","PPG0993-3","169","175","178","#A9AFB2","PPG","/color/color-families/grays/gosling-gray"
"GRAY SUIT","PPG0993-4","153","159","163","#999FA3","PPG","/color/color-families/grays/gray-suit"
"SUPERHERO GRAY","PPG0993-5","131","139","145","#838B91","PPG","/color/color-families/grays/superhero-gray"
"OLD SILK","PPG0993-6","109","116","122","#6D747A","PPG","/color/color-families/grays/old-silk"
"MOODY SKY","PPG0993-7","87","92","98","#575C62","PPG","/color/color-families/grays/moody-sky"
"AFRAID OF THE DARK","PPG0994-1","212","212","205","#D4D4CD","PPG","/color/color-families/grays/afraid-of-the-dark"
"PITTSBURGH GRAY","PPG0994-2","201","203","198","#C9CBC6","PPG","/color/color-families/grays/pittsburgh-gray"
"HALF DOME","PPG0994-3","187","188","182","#BBBCB6","PPG","/color/color-families/grays/half-dome"
"HIPPOPOTAMUS","PPG0994-4","168","170","164","#A8AAA4","PPG","/color/color-families/grays/hippopotamus"
"STEEL CURTAIN","PPG0994-5","156","159","153","#9C9F99","PPG","/color/color-families/grays/steel-curtain"
"HUSKY GRAY","PPG0994-6","146","149","143","#92958F","PPG","/color/color-families/grays/husky-gray"
"PENCILPOINT","PPG0994-7","113","117","114","#717572","PPG","/color/color-families/grays/pencilpoint"
"SHADED WHISPER","PPG0995-1","224","223","220","#E0DFDC","PPG","/color/color-families/grays/shaded-whisper"
"ANCIENT CLOUD","PPG0995-2","210","209","205","#D2D1CD","PPG","/color/color-families/grays/ancient-cloud"
"SILVER BAND","PPG0995-3","199","198","194","#C7C6C2","PPG","/color/color-families/grays/silver-band"
"PIGEON FEATHER","PPG0995-4","185","184","181","#B9B8B5","PPG","/color/color-families/grays/pigeon-feather"
"BURNISHED BLADE","PPG0995-5","159","159","157","#9F9F9D","PPG","/color/color-families/grays/burnished-blade"
"CITY SKYLINE","PPG0995-6","123","122","120","#7B7A78","PPG","/color/color-families/grays/city-skyline"
"STARLESS SKY","PPG0995-7","60","61","61","#3C3D3D","PPG","/color/color-families/grays/starless-sky"
"SHINING SCALE","PPG0996-1","221","221","217","#DDDDD9","PPG","/color/color-families/grays/shining-scale"
"STEELY GAZE","PPG0996-2","205","204","201","#CDCCC9","PPG","/color/color-families/grays/steely-gaze"
"STATUE GARDEN","PPG0996-3","168","167","163","#A8A7A3","PPG","/color/color-families/grays/statue-garden"
"CLOUDY SLATE","PPG0996-4","146","146","143","#92928F","PPG","/color/color-families/grays/cloudy-slate"
"STEAMSHIP","PPG0996-5","129","128","126","#81807E","PPG","/color/color-families/grays/steamship"
"SLATE MINE","PPG0996-6","111","111","110","#6F6F6E","PPG","/color/color-families/grays/slate-mine"
"SUMMER SHADOW","PPG0996-7","94","94","93","#5E5E5D","PPG","/color/color-families/grays/summer-shadow"
"ALLEGHENY RIVER","PPG0997-1","208","207","201","#D0CFC9","PPG","/color/color-families/grays/allegheny-river"
"FELTED WOOL","PPG0997-2","196","195","189","#C4C3BD","PPG","/color/color-families/grays/felted-wool"
"FRESH GRANITE","PPG0997-3","187","186","181","#BBBAB5","PPG","/color/color-families/grays/fresh-granite"
"PRECIPITATION","PPG0997-4","171","172","166","#ABACA6","PPG","/color/color-families/grays/precipitation"
"PLAYING POSSUM","PPG0997-5","150","151","148","#969794","PPG","/color/color-families/grays/playing-possum"
"INDUSTRIAL REVOLUTION","PPG0997-6","123","124","122","#7B7C7A","PPG","/color/color-families/grays/industrial-revolution"
"BLACK WIDOW","PPG0997-7","87","89","87","#575957","PPG","/color/color-families/grays/black-widow"
"COTTON TAIL","PPG0998-1","242","240","231","#F2F0E7","PPG","/color/color-families/grays/cotton-tail"
"HIKERS PARADISE","PPG0998-2","191","186","176","#BFBAB0","PPG","/color/color-families/grays/hikers-paradise"
"KALISPELL","PPG0998-3","175","171","161","#AFABA1","PPG","/color/color-families/grays/kalispell"
"SHADOWY","PPG0998-4","161","158","151","#A19E97","PPG","/color/color-families/grays/shadowy"
"MT. RAINIER","PPG0998-5","148","144","137","#949089","PPG","/color/color-families/grays/mt-rainier"
"ON THE EDGE","PPG0998-6","126","122","116","#7E7A74","PPG","/color/color-families/grays/on-the-edge"
"UNDERCOVER","PPG0998-7","92","87","82","#5C5752","PPG","/color/color-families/grays/undercover"
"IN THE CLOUD","PPG0999-1","222","219","210","#DEDBD2","PPG","/color/color-families/grays/in-the-cloud"
"RABBIT'S EAR","PPG0999-2","199","194","183","#C7C2B7","PPG","/color/color-families/grays/rabbit-s-ear"
"BOULDER CREEK","PPG0999-3","178","173","162","#B2ADA2","PPG","/color/color-families/grays/boulder-creek"
"STEEPED TEA","PPG0999-4","154","147","135","#9A9387","PPG","/color/color-families/grays/steeped-tea"
"SWEATER WEATHER","PPG0999-5","139","131","118","#8B8376","PPG","/color/color-families/grays/sweater-weather"
"STOLEN ROCK","PPG0999-6","116","110","100","#746E64","PPG","/color/color-families/grays/stolen-rock"
"DARK WOODS","PPG0999-7","99","95","89","#635F59","PPG","/color/color-families/grays/dark-woods"
"DUST BUNNY","PPG1000-1","209","201","188","#D1C9BC","PPG","/color/color-families/grays/dust-bunny"
"ROCKY ROAD","PPG1000-2","194","185","172","#C2B9AC","PPG","/color/color-families/grays/rocky-road"
"FIELDSTONE","PPG1000-3","177","168","156","#B1A89C","PPG","/color/color-families/grays/fieldstone"
"WINTER COCOA","PPG1000-4","161","150","137","#A19689","PPG","/color/color-families/grays/winter-cocoa"
"BEAR CUB","PPG1000-5","142","130","116","#8E8274","PPG","/color/color-families/grays/bear-cub"
"THUNDERSTRUCK","PPG1000-6","125","114","101","#7D7265","PPG","/color/color-families/grays/thunderstruck"
"CHOCOLATE LAB","PPG1000-7","100","88","74","#64584A","PPG","/color/color-families/grays/chocolate-lab"
"BLACK MAGIC","PPG1001-7","65","64","64","#414040","PPG","/color/color-families/neutrals/black-magic"
"DARK AS NIGHT","PPG14-05","61","70","69","#3D4645","PPG","/color/color-families/neutrals/dark-as-night"
"ONYX","PPG1011-7","70","69","68","#464544","PPG","/color/color-families/neutrals/onyx"
"BLACK FOREST","PPG1012-7","67","75","79","#434B4F","PPG","/color/color-families/neutrals/black-forest"
"LICORICE","PPG1009-7","78","79","72","#4E4F48","PPG","/color/color-families/neutrals/licorice"
"ZOMBIE","PPG1010-7","89","90","92","#595A5C","PPG","/color/color-families/neutrals/zombie"
"MOSTLY METAL","PPG1036-7","87","94","95","#575E5F","PPG","/color/color-families/neutrals/mostly-metal"
"KNIGHT'S ARMOR","PPG1001-6","92","93","93","#5C5D5D","PPG","/color/color-families/neutrals/knight-s-armor"
"GLAZED GRANITE","PPG1011-6","91","94","97","#5B5E61","PPG","/color/color-families/neutrals/glazed-granite"
"ARMORY","PPG1009-6","106","107","101","#6A6B65","PPG","/color/color-families/neutrals/armory"
"UP IN SMOKE","PPG1010-6","110","112","109","#6E706D","PPG","/color/color-families/neutrals/up-in-smoke"
"IMPROBABLE","PPG1011-5","110","115","118","#6E7376","PPG","/color/color-families/neutrals/improbable"
"VOLCANIC ASH","PPG1012-6","111","118","120","#6F7678","PPG","/color/color-families/neutrals/volcanic-ash"
"PHANTOM","PPG1036-6","110","121","123","#6E797B","PPG","/color/color-families/neutrals/phantom"
"THUNDERBOLT","PPG10-06","124","135","131","#7C8783","PPG","/color/color-families/neutrals/thunderbolt"
"ROUGH RIDE","PPG1036-5","122","134","135","#7A8687","PPG","/color/color-families/neutrals/rough-ride"
"DOVER GRAY","PPG1001-5","132","133","133","#848585","PPG","/color/color-families/neutrals/dover-gray"
"DOWNPOUR","PPG1010-5","137","138","134","#898A86","PPG","/color/color-families/neutrals/downpour"
"PHOENIX FOSSIL","PPG1009-5","142","144","141","#8E908D","PPG","/color/color-families/neutrals/phoenix-fossil"
"STEEPLE GRAY","PPG1012-5","142","149","152","#8E9598","PPG","/color/color-families/neutrals/steeple-gray"
"AFTER THE STORM","PPG1036-4","145","159","161","#919FA1","PPG","/color/color-families/neutrals/after-the-storm"
"UFO","PPG1011-4","152","159","163","#989FA3","PPG","/color/color-families/neutrals/ufo"
"STEPPING STONE","PPG1010-4","164","167","164","#A4A7A4","PPG","/color/color-families/neutrals/stepping-stone"
"POLARIS","PPG10-04","160","174","173","#A0AEAD","PPG","/color/color-families/neutrals/polaris"
"FLAGSTONE","PPG1001-4","172","173","173","#ACADAD","PPG","/color/color-families/neutrals/flagstone"
"NAUTICAL STAR","PPG1036-3","170","181","183","#AAB5B7","PPG","/color/color-families/neutrals/nautical-star"
"STARGAZER","PPG1011-3","175","180","182","#AFB4B6","PPG","/color/color-families/neutrals/stargazer"
"GRAY STONE","PPG1009-4","183","185","181","#B7B9B5","PPG","/color/color-families/neutrals/gray-stone"
"SOLSTICE","PPG1010-3","186","189","184","#BABDB8","PPG","/color/color-families/neutrals/solstice"
"GRAY FROST","PPG1012-4","184","191","194","#B8BFC2","PPG","/color/color-families/neutrals/gray-frost"
"SOLITARY STATE","PPG1009-3","196","199","196","#C4C7C4","PPG","/color/color-families/neutrals/solitary-state"
"WINTER CHILL","PPG1036-2","201","210","209","#C9D2D1","PPG","/color/color-families/neutrals/winter-chill"
"TORNADO","PPG1009-2","209","211","207","#D1D3CF","PPG","/color/color-families/neutrals/tornado"
"ELEMENTAL","PPG1011-2","208","211","211","#D0D3D3","PPG","/color/color-families/neutrals/elemental"
"FOG","PPG1010-2","214","215","210","#D6D7D2","PPG","/color/color-families/neutrals/fog"
"TINSEL","PPG1012-3","210","217","219","#D2D9DB","PPG","/color/color-families/neutrals/tinsel"
"THIN ICE","PPG1001-3","217","220","219","#D9DCDB","PPG","/color/color-families/neutrals/thin-ice"
"TUNDRA FROST","PPG1009-1","225","225","219","#E1E1DB","PPG","/color/color-families/neutrals/tundra-frost"
"INVERNESS GRAY","PPG1012-2","220","227","226","#DCE3E2","PPG","/color/color-families/neutrals/inverness-gray"
"GRAY GLIMPSE","PPG1036-1","224","228","226","#E0E4E2","PPG","/color/color-families/neutrals/gray-glimpse"
"ICY BAY","PPG1012-1","224","229","226","#E0E5E2","PPG","/color/color-families/neutrals/icy-bay"
"ARIA","PPG1001-2","227","228","226","#E3E4E2","PPG","/color/color-families/neutrals/aria"
"PEGASUS","PPG1010-1","232","233","228","#E8E9E4","PPG","/color/color-families/neutrals/pegasus"
"PACIFIC PEARL","PPG1011-1","232","234","230","#E8EAE6","PPG","/color/color-families/neutrals/pacific-pearl"
"DELICATE WHITE","PPG1001-1","241","242","238","#F1F2EE","PPG","/color/color-families/neutrals/delicate-white"
"SHOOTING STAR","PPG1154-1","236","240","235","#ECF0EB","PPG","/color/color-families/blues/shooting-star"
"MOONLIT SNOW","PPG1041-1","234","238","236","#EAEEEC","PPG","/color/color-families/neutrals/moonlit-snow"
"ICE CASTLES","PPG1153-1","232","239","236","#E8EFEC","PPG","/color/color-families/blues/ice-castles"
"BASHFUL","PPG1237-1","227","237","237","#E3EDED","PPG","/color/color-families/blues/bashful"
"SWEET ILLUSION","PPG1243-1","224","232","236","#E0E8EC","PPG","/color/color-families/blues/sweet-illusion"
"FIRST LIGHT","PPG1241-1","217","230","238","#D9E6EE","PPG","/color/color-families/blues/first-light"
"OCEAN BREEZE","PPG1240-1","211","229","235","#D3E5EB","PPG","/color/color-families/blues/ocean-breeze"
"AIRY","PPG1238-1","218","230","233","#DAE6E9","PPG","/color/color-families/blues/airy"
"WAVECREST","PPG1239-1","214","225","228","#D6E1E4","PPG","/color/color-families/blues/wavecrest"
"FIRST FROST","PPG1242-1","218","227","233","#DAE3E9","PPG","/color/color-families/blues/first-frost"
"ABYSS","PPG1244-1","223","230","234","#DFE6EA","PPG","/color/color-families/blues/abyss"
"BRIGHT STAR","PPG1166-1","221","226","230","#DDE2E6","PPG","/color/color-families/blues/bright-star"
"CITYSCAPE","PPG1161-1","218","227","231","#DAE3E7","PPG","/color/color-families/blues/cityscape"
"GLASSINE","PPG1157-1","215","226","229","#D7E2E5","PPG","/color/color-families/blues/glassine"
"BEACHCOMBER","PPG1151-1","217","228","229","#D9E4E5","PPG","/color/color-families/blues/beachcomber"
"ALPINE BLUE","PPG1149-1","219","228","229","#DBE4E5","PPG","/color/color-families/blues/alpine-blue"
"SUBTLE BLUE","PPG1152-1","217","227","229","#D9E3E5","PPG","/color/color-families/blues/subtle-blue"
"FILIGREE","PPG1159-1","223","231","232","#DFE7E8","PPG","/color/color-families/blues/filigree"
"BABY'S BREATH","PPG1158-1","216","228","232","#D8E4E8","PPG","/color/color-families/blues/baby-s-breath"
"HARBOR LIGHT","PPG1162-1","215","224","231","#D7E0E7","PPG","/color/color-families/blues/harbor-light"
"HARBOR MIST","PPG1160-1","218","225","227","#DAE1E3","PPG","/color/color-families/blues/harbor-mist"
"ELUSIVE BLUE","PPG1163-1","221","228","232","#DDE4E8","PPG","/color/color-families/blues/elusive-blue"
"AUSTRIAN ICE","PPG1156-1","222","230","231","#DEE6E7","PPG","/color/color-families/blues/austrian-ice"
"EVENING MIST","PPG1038-1","227","233","232","#E3E9E8","PPG","/color/color-families/neutrals/evening-mist"
"SUMMER SHOWER","PPG1155-1","225","234","236","#E1EAEC","PPG","/color/color-families/blues/summer-shower"
"WINDSWEPT","PPG1164-1","232","236","238","#E8ECEE","PPG","/color/color-families/blues/windswept"
"ARTEMESIA","PPG1153-2","227","235","234","#E3EBEA","PPG","/color/color-families/blues/artemesia"
"PRELUDE","PPG1155-2","223","235","238","#DFEBEE","PPG","/color/color-families/blues/prelude"
"ICEBERG","PPG1164-2","218","228","238","#DAE4EE","PPG","/color/color-families/blues/iceberg"
"CITY LIGHTS","PPG1041-2","223","230","234","#DFE6EA","PPG","/color/color-families/neutrals/city-lights"
"DEWDROP","PPG1038-2","221","228","227","#DDE4E3","PPG","/color/color-families/neutrals/dewdrop"
"SEA FROST","PPG1037-1","213","220","220","#D5DCDC","PPG","/color/color-families/neutrals/sea-frost"
"ALOOF","PPG1154-2","212","226","230","#D4E2E6","PPG","/color/color-families/blues/aloof"
"ZEN","PPG1040-1","207","217","222","#CFD9DE","PPG","/color/color-families/neutrals/zen"
"BIT OF HEAVEN","PPG1156-2","202","215","222","#CAD7DE","PPG","/color/color-families/blues/bit-of-heaven"
"GHOST WHISPERER","PPG1039-1","203","209","208","#CBD1D0","PPG","/color/color-families/neutrals/ghost-whisperer"
"SKY SPLASH","PPG1037-2","201","211","211","#C9D3D3","PPG","/color/color-families/neutrals/sky-splash"
"KEEPSAKES","PPG1040-2","192","206","214","#C0CED6","PPG","/color/color-families/neutrals/keepsakes"
"COOL GRAY","PPG10-12","195","208","216","#C3D0D8","PPG","/color/color-families/neutrals/cool-gray"
"MAGICAL","PPG1160-2","193","206","218","#C1CEDA","PPG","/color/color-families/blues/magical"
"MEMORY LANE","PPG1163-2","199","209","219","#C7D1DB","PPG","/color/color-families/blues/memory-lane"
"HIGH SIERRA","PPG1149-2","206","222","226","#CEDEE2","PPG","/color/color-families/blues/high-sierra"
"TRADEWINDS","PPG10-27","207","220","224","#CFDCE0","PPG","/color/color-families/blues/tradewinds"
"BREAKWATER","PPG1152-2","209","222","228","#D1DEE4","PPG","/color/color-families/blues/breakwater"
"MAGIC WAND","PPG1158-2","195","217","228","#C3D9E4","PPG","/color/color-families/blues/magic-wand"
"CALM SEA","PPG1159-2","196","211","220","#C4D3DC","PPG","/color/color-families/blues/calm-sea"
"STRATOSPHERE","PPG1162-2","199","211","224","#C7D3E0","PPG","/color/color-families/blues/stratosphere"
"C'EST LA VIE","PPG1161-2","190","209","225","#BED1E1","PPG","/color/color-families/blues/c-est-la-vie"
"TOUCH OF BLUE","PPG1242-2","194","215","233","#C2D7E9","PPG","/color/color-families/blues/touch-of-blue"
"VITAMIN SEA","PPG1241-2","200","221","238","#C8DDEE","PPG","/color/color-families/blues/vitamin-sea"
"EMBELLISHMENT","PPG1151-2","203","222","226","#CBDEE2","PPG","/color/color-families/blues/embellishment"
"BLUE PEARL","PPG1157-2","197","217","227","#C5D9E3","PPG","/color/color-families/blues/blue-pearl"
"ASTER PETAL","PPG1166-2","212","218","226","#D4DAE2","PPG","/color/color-families/blues/aster-petal"
"GODDESS","PPG1238-2","208","225","232","#D0E1E8","PPG","/color/color-families/blues/goddess"
"DUCK'S EGG BLUE","PPG1239-2","204","223","232","#CCDFE8","PPG","/color/color-families/blues/duck-s-egg-blue"
"BLUE SILK","PPG1244-2","208","220","232","#D0DCE8","PPG","/color/color-families/blues/blue-silk"
"DIAMOND BLUE","PPG1237-2","207","228","238","#CFE4EE","PPG","/color/color-families/blues/diamond-blue"
"NIAGARA FALLS","PPG1240-2","203","227","238","#CBE3EE","PPG","/color/color-families/blues/niagara-falls"
"HAUNTING HUE","PPG1243-2","211","224","236","#D3E0EC","PPG","/color/color-families/blues/haunting-hue"
"BILLOWING CLOUDS","PPG1041-3","216","222","227","#D8DEE3","PPG","/color/color-families/neutrals/billowing-clouds"
"BLUSTERY DAY","PPG1164-3","214","223","231","#D6DFE7","PPG","/color/color-families/blues/blustery-day"
"SIMPLY ELEGANT","PPG1155-3","206","221","231","#CEDDE7","PPG","/color/color-families/blues/simply-elegant"
"DARTMOOR MIST","PPG1154-3","205","220","227","#CDDCE3","PPG","/color/color-families/blues/dartmoor-mist"
"WINTER'S BREATH","PPG1038-3","212","221","221","#D4DDDD","PPG","/color/color-families/neutrals/winter-s-breath"
"BLUE SMOKE","PPG1153-3","215","224","226","#D7E0E2","PPG","/color/color-families/blues/blue-smoke"
"SCANDINAVIAN SKY","PPG1149-3","194","211","214","#C2D3D6","PPG","/color/color-families/blues/scandinavian-sky"
"CONSTELLATION","PPG1155-4","188","206","219","#BCCEDB","PPG","/color/color-families/blues/constellation"
"BLUE DOLPHIN","PPG1041-4","188","197","207","#BCC5CF","PPG","/color/color-families/neutrals/blue-dolphin"
"PAGEANT SONG","PPG1163-3","182","195","209","#B6C3D1","PPG","/color/color-families/blues/pageant-song"
"RENDEZVOUS","PPG1160-3","171","190","208","#ABBED0","PPG","/color/color-families/blues/rendezvous"
"ALWAYS BLUE","PPG1156-3","162","186","203","#A2BACB","PPG","/color/color-families/blues/always-blue"
"HEAVENLY BLUE","PPG1159-3","163","187","205","#A3BBCD","PPG","/color/color-families/blues/heavenly-blue"
"CHAMBRAY","PPG1153-4","173","191","200","#ADBFC8","PPG","/color/color-families/blues/chambray"
"GRACEFUL","PPG1152-3","168","192","206","#A8C0CE","PPG","/color/color-families/blues/graceful"
"TWINKLE","PPG1154-4","173","198","211","#ADC6D3","PPG","/color/color-families/blues/twinkle"
"BLUE BOWS","PPG1158-3","164","195","215","#A4C3D7","PPG","/color/color-families/blues/blue-bows"
"BLUE THISTLE","PPG1162-3","173","192","214","#ADC0D6","PPG","/color/color-families/blues/blue-thistle"
"BLUE OPAL","PPG1166-3","187","198","217","#BBC6D9","PPG","/color/color-families/blues/blue-opal"
"SONATA","PPG1157-3","171","200","216","#ABC8D8","PPG","/color/color-families/blues/sonata"
"MIDSUMMER'S DREAM","PPG1151-3","180","208","217","#B4D0D9","PPG","/color/color-families/blues/midsummer-s-dream"
"FLEMISH BLUE","PPG1238-3","173","208","224","#ADD0E0","PPG","/color/color-families/blues/flemish-blue"
"WINDSOR WAY","PPG1239-3","159","201","228","#9FC9E4","PPG","/color/color-families/blues/windsor-way"
"VIVA LA BLEU","PPG1242-3","151","190","226","#97BEE2","PPG","/color/color-families/blues/viva-la-bleu"
"EVERLASTING","PPG1161-3","161","190","217","#A1BED9","PPG","/color/color-families/blues/everlasting"
"FRESH VIOLET","PPG1166-4","153","170","200","#99AAC8","PPG","/color/color-families/blues/fresh-violet"
"VALOR","PPG1244-3","163","188","219","#A3BCDB","PPG","/color/color-families/blues/valor"
"SET SAIL","PPG1243-3","171","202","234","#ABCAEA","PPG","/color/color-families/blues/set-sail"
"SWEET DREAMS","PPG1241-3","155","199","234","#9BC7EA","PPG","/color/color-families/blues/sweet-dreams"
"SONGBIRD","PPG1240-3","163","209","235","#A3D1EB","PPG","/color/color-families/blues/songbird"
"ARIEL","PPG1237-3","174","215","234","#AED7EA","PPG","/color/color-families/blues/ariel"
"HORIZON HAZE","PPG1237-4","128","193","226","#80C1E2","PPG","/color/color-families/blues/horizon-haze"
"XAVIER BLUE","PPG1240-4","106","180","224","#6AB4E0","PPG","/color/color-families/blues/xavier-blue"
"WINDJAMMER","PPG1241-4","98","165","223","#62A5DF","PPG","/color/color-families/blues/windjammer"
"VICTORIA BLUE","PPG1243-4","125","174","225","#7DAEE1","PPG","/color/color-families/blues/victoria-blue"
"BOUDOIR BLUE","PPG1244-4","126","163","210","#7EA3D2","PPG","/color/color-families/blues/boudoir-blue"
"OVERCAST","PPG1242-4","115","163","208","#73A3D0","PPG","/color/color-families/blues/overcast"
"SALEM BLUE","PPG1239-4","102","169","211","#66A9D3","PPG","/color/color-families/blues/salem-blue"
"HARBOR SKY","PPG1238-4","126","182","208","#7EB6D0","PPG","/color/color-families/blues/harbor-sky"
"CRYSTAL LAKE","PPG1151-4","136","181","196","#88B5C4","PPG","/color/color-families/blues/crystal-lake"
"ARABELLA","PPG1157-4","130","172","196","#82ACC4","PPG","/color/color-families/blues/arabella"
"SERENE SEA","PPG1158-4","120","167","195","#78A7C3","PPG","/color/color-families/blues/serene-sea"
"BLUE PROMISE","PPG1161-4","114","156","194","#729CC2","PPG","/color/color-families/blues/blue-promise"
"ALASKAN BLUE","PPG1162-4","126","158","194","#7E9EC2","PPG","/color/color-families/blues/alaskan-blue"
"WALDEN POND","PPG1159-4","120","155","182","#789BB6","PPG","/color/color-families/blues/walden-pond"
"AMERICAN ANTHEM","PPG1156-4","117","149","171","#7595AB","PPG","/color/color-families/blues/american-anthem"
"AMERICANA","PPG1152-4","127","157","175","#7F9DAF","PPG","/color/color-families/blues/americana"
"KALEIDOSCOPE","PPG1160-4","141","168","190","#8DA8BE","PPG","/color/color-families/blues/kaleidoscope"
"INEVITABLE","PPG10-24","157","170","185","#9DAAB9","PPG","/color/color-families/blues/inevitable"
"STERLING SILVER","PPG1163-4","158","175","194","#9EAFC2","PPG","/color/color-families/blues/sterling-silver"
"DREAMY","PPG1164-4","174","187","208","#AEBBD0","PPG","/color/color-families/blues/dreamy"
"MAIDEN MIST","PPG1039-2","185","192","192","#B9C0C0","PPG","/color/color-families/neutrals/maiden-mist"
"QUEST","PPG10-15","189","193","193","#BDC1C1","PPG","/color/color-families/neutrals/quest"
"OCEAN DRIVE","PPG1040-3","176","190","197","#B0BEC5","PPG","/color/color-families/neutrals/ocean-drive"
"STORMY","PPG10-14","176","188","195","#B0BCC3","PPG","/color/color-families/neutrals/stormy"
"SMOKE SCREEN","PPG1038-4","173","182","185","#ADB6B9","PPG","/color/color-families/neutrals/smoke-screen"
"MIRROR MIRROR","PPG1039-3","168","176","178","#A8B0B2","PPG","/color/color-families/neutrals/mirror-mirror"
"FORETELL","PPG10-13","163","174","180","#A3AEB4","PPG","/color/color-families/neutrals/foretell"
"SPECIAL DELIVERY","PPG1037-3","165","178","183","#A5B2B7","PPG","/color/color-families/neutrals/special-delivery"
"PEACE","PPG10-28","162","178","189","#A2B2BD","PPG","/color/color-families/neutrals/peace"
"SET IN STONE","PPG1040-4","160","174","184","#A0AEB8","PPG","/color/color-families/neutrals/set-in-stone"
"SYMMETRY","PPG1037-4","143","160","167","#8FA0A7","PPG","/color/color-families/neutrals/symmetry"
"QUICKSILVER","PPG1041-5","147","159","169","#939FA9","PPG","/color/color-families/neutrals/quicksilver"
"COAST OF MAINE","PPG10-20","147","157","169","#939DA9","PPG","/color/color-families/neutrals/coast-of-maine"
"LOST AT SEA","PPG1040-5","141","156","167","#8D9CA7","PPG","/color/color-families/neutrals/lost-at-sea"
"PACHYDERM","PPG1039-4","143","152","157","#8F989D","PPG","/color/color-families/neutrals/pachyderm"
"SEASTONE","PPG10-11","131","152","164","#8398A4","PPG","/color/color-families/neutrals/seastone"
"CHALKY BLUE","PPG1153-5","123","143","153","#7B8F99","PPG","/color/color-families/blues/chalky-blue"
"GARRISON GRAY","PPG1039-5","123","133","136","#7B8588","PPG","/color/color-families/neutrals/garrison-gray"
"NIGHT RENDEZVOUS","PPG1037-5","102","120","126","#66787E","PPG","/color/color-families/neutrals/night-rendezvous"
"FELDSPAR","PPG1038-5","133","143","148","#858F94","PPG","/color/color-families/neutrals/feldspar"
"SERENE STREAM","PPG1154-5","129","157","170","#819DAA","PPG","/color/color-families/blues/serene-stream"
"MOUNTAIN STREAM","PPG1149-4","150","175","183","#96AFB7","PPG","/color/color-families/blues/mountain-stream"
"DRESDEN DREAM","PPG1155-5","142","167","185","#8EA7B9","PPG","/color/color-families/blues/dresden-dream"
"ACCELERATION","PPG10-21","128","142","161","#808EA1","PPG","/color/color-families/blues/acceleration"
"BLUEBERRY MUFFIN","PPG1164-5","130","144","166","#8290A6","PPG","/color/color-families/blues/blueberry-muffin"
"SILVER BLUEBERRY","PPG1163-5","108","128","150","#6C8096","PPG","/color/color-families/blues/silver-blueberry"
"BLUE BEADS","PPG1160-5","90","128","158","#5A809E","PPG","/color/color-families/blues/blue-beads"
"SMOKE BLUE","PPG1156-5","83","119","143","#53778F","PPG","/color/color-families/blues/smoke-blue"
"STORMY RIDGE","PPG1159-5","80","123","154","#507B9A","PPG","/color/color-families/blues/stormy-ridge"
"COSMOPOLITAN","PPG1158-5","82","139","171","#528BAB","PPG","/color/color-families/blues/cosmopolitan"
"BARITONE","PPG1149-5","112","142","149","#708E95","PPG","/color/color-families/blues/baritone"
"GRANITE FALLS","PPG1152-5","99","132","150","#638496","PPG","/color/color-families/blues/granite-falls"
"SHRINKING VIOLET","PPG1162-5","93","132","177","#5D84B1","PPG","/color/color-families/blues/shrinking-violet"
"KIMONO","PPG1166-5","109","134","182","#6D86B6","PPG","/color/color-families/blues/kimono"
"SHIP'S HARBOR","PPG1161-5","79","132","175","#4F84AF","PPG","/color/color-families/blues/ship-s-harbor"
"VANITY","PPG1157-5","86","146","178","#5692B2","PPG","/color/color-families/blues/vanity"
"AQUA BLUE","PPG1151-5","94","151","169","#5E97A9","PPG","/color/color-families/blues/aqua-blue"
"HUSH-A-BYE","PPG1238-5","83","151","183","#5397B7","PPG","/color/color-families/blues/hush-a-bye"
"QUIET NIGHT","PPG1239-5","62","143","188","#3E8FBC","PPG","/color/color-families/blues/quiet-night"
"KING TRITON","PPG1242-5","60","133","190","#3C85BE","PPG","/color/color-families/blues/king-triton"
"BLUEBERRY POPOVER","PPG1244-5","84","136","192","#5488C0","PPG","/color/color-families/blues/blueberry-popover"
"BLUE DART","PPG1243-5","81","143","209","#518FD1","PPG","/color/color-families/blues/blue-dart"
"MAGICAL MERLIN","PPG1241-5","61","142","208","#3D8ED0","PPG","/color/color-families/blues/magical-merlin"
"SORCERER","PPG1240-5","51","152","206","#3398CE","PPG","/color/color-families/blues/sorcerer"
"MYSTIC BLUE","PPG1237-5","72","168","208","#48A8D0","PPG","/color/color-families/blues/mystic-blue"
"BELLFLOWER","PPG1237-6","25","147","190","#1993BE","PPG","/color/color-families/blues/bellflower"
"NEWPORT BLUE","PPG1240-6","28","138","201","#1C8AC9","PPG","/color/color-families/blues/newport-blue"
"ELECTRIC BLUE","PPG1241-6","30","128","199","#1E80C7","PPG","/color/color-families/blues/electric-blue"
"ROYAL PLUME","PPG1243-6","60","122","194","#3C7AC2","PPG","/color/color-families/blues/royal-plume"
"NOCTURNE SHADE","PPG1244-6","53","111","173","#356FAD","PPG","/color/color-families/blues/nocturne-shade"
"PLANETARIUM","PPG1242-6","28","112","173","#1C70AD","PPG","/color/color-families/blues/planetarium"
