hex1,hex2
BB9E3F,AFB2A7
FDFAF1,AFB2A7
CFF6F4,FDFAF1
CFF6F4,F2E0C5
FDFAF1,F2E0C5
C4B7D8,E6DEF0
C4B7D8,D9DAD2
E6DEF0,D9DAD2
E3E7C4,FDFAF1
E3E7C4,E2D0B9
FDFAF1,E2D0B9
D7E7DA,FDFAF1
D7E7DA,FFE8C7
FDFAF1,FFE8C7
DABD84,FDF2DB
DABD84,5796A1
FDF2DB,5796A1
FFF5E4,FDFAF1
FFF5E4,FFDCB7
FDFAF1,FFDCB7
8E9655,FFF9EC
8E9655,E1CEAD
FFF9EC,E1CEAD
EFDBA7,F7F6F1
EFDBA7,C8D1C4
F7F6F1,C8D1C4
F6EAD8,F7F6F1
F6EAD8,C5C0AC
F7F6F1,C5C0AC
F8FFF8,FDFAF1
F8FFF8,D8E4DE
FDFAF1,D8E4DE
E6E3D6,F0EFEB
E6E3D6,CECDC5
F0EFEB,CECDC5
BB8D3B,F4F0E3
BB8D3B,D5C7B3
F4F0E3,D5C7B3
C0B28E,EBE6D7
C0B28E,C69C5D
EBE6D7,C69C5D
BFAA97,F5EBE1
BFAA97,EEE2D5
F5EBE1,EEE2D5
CFD5A7,EFF2DB
CFD5A7,E2D6BD
EFF2DB,E2D6BD
ECE7F2,FDFAF1
ECE7F2,DED3E6
FDFAF1,DED3E6
D2D2DF,FFFBF0
D2D2DF,E2D6BD
FFFBF0,E2D6BD
629091,F4ECDB
629091,E3D4B9
F4ECDB,E3D4B9
8AC7BB,F4F0E8
8AC7BB,D4CEBF
F4F0E8,D4CEBF
FFE9E1,D8CFC1
DEC1B8,F5E4DE
DEC1B8,5E463C
F5E4DE,5E463C
DFC6AA,FDF3E4
DFC6AA,D9A077
FDF3E4,D9A077
726854,F4F0E8
726854,D4CEBF
F4F0E8,D4CEBF
8EA597,ECEBE5
8EA597,B3B5AF
ECEBE5,B3B5AF
91B6AC,FAF3E6
91B6AC,CEBE9F
FAF3E6,CEBE9F
EAEFE5,FDFAF1
EAEFE5,CAD6C4
FDFAF1,CAD6C4
494F62,E6E3D6
494F62,BAB4A6
E6E3D6,BAB4A6
B9B79B,F7F6F1
B9B79B,E4E4D5
F7F6F1,E4E4D5
F4F0E3,F7F6F1
F4F0E3,E8DECE
F7F6F1,E8DECE
009D7D,FDFAF1
009D7D,D5C6BD
FDFAF1,D5C6BD
1E98AE,F5EFE8
1E98AE,C1B4A0
F5EFE8,C1B4A0
D2C478,FFFFE9
D2C478,D4CEBF
FFFFE9,D4CEBF
008794,FBF1DF
008794,D2C6AE
FBF1DF,D2C6AE
BEE7E2,FDFAF1
BEE7E2,E6E3D8
FDFAF1,E6E3D8
536A79,F4F0E8
536A79,BBB3A2
F4F0E8,BBB3A2
73B7A5,FDFAF1
73B7A5,D8C7B6
FDFAF1,D8C7B6
B6B5A0,FDFAF1
B6B5A0,E3E3D7
FDFAF1,E3E3D7
A08D71,F4F0E3
A08D71,D5C7B3
F4F0E3,D5C7B3
FFD84D,FAF3E6
FFD84D,CEBE9F
FAF3E6,CEBE9F
FEA7BD,FDFAF1
FEA7BD,D5C6BD
FDFAF1,D5C6BD
A79994,ECE5E1
A79994,DCD3CE
ECE5E1,DCD3CE
7B85C6,E6E9F9
7B85C6,D8CFC1
E6E9F9,D8CFC1
B7A86D,F5EFE8
B7A86D,ECE6C8
F5EFE8,ECE6C8
FFFAC1,FFFCE3
FFFAC1,E8DECE
FFFCE3,E8DECE
BED3E1,FFF0E1
BED3E1,FEE8D6
FFF0E1,FEE8D6
BE9E48,F5EFE8
BE9E48,D8CFC1
F5EFE8,D8CFC1
9C9680,F3F0E8
9C9680,D2CFC1
F3F0E8,D2CFC1
DE5730,F4F1EB
DE5730,D4D0C5
F4F1EB,D4D0C5
6F9587,E3F1EB
6F9587,D4CEBF
E3F1EB,D4CEBF
FFDD9D,F8F5E9
FFDD9D,CCBEAC
F8F5E9,CCBEAC
FF8A4A,FBF1DF
FF8A4A,D4CBCC
FBF1DF,D4CBCC
FAF7EB,FDFAF1
FAF7EB,BFD1C9
FDFAF1,BFD1C9
FCEDE4,FDFAF1
FCEDE4,E8C8B8
FDFAF1,E8C8B8
FFFBF0,FDFAF1
FFFBF0,E2D6BD
FDFAF1,E2D6BD
EAEAEA,FDFAF1
EAEAEA,C0C3C4
FDFAF1,C0C3C4
8B8C40,F5EFE8
8B8C40,C1B4A0
F5EFE8,C1B4A0
5CCD97,F7F6F1
5CCD97,D8C7B6
F7F6F1,D8C7B6
CFD5D7,FDFAF1
CFD5D7,596062
FDFAF1,596062
B19BB0,FDF3E4
B19BB0,E3D2C0
FDF3E4,E3D2C0
656D63,E8EBE7
656D63,BCC4BD
E8EBE7,BCC4BD
61A9A5,F4F0E1
61A9A5,CCAC86
F4F0E1,CCAC86
AF9968,F7EEDB
AF9968,DACBA7
F7EEDB,DACBA7
75794A,EBE6D7
75794A,E2CC9C
EBE6D7,E2CC9C
7FB383,F4F1EB
7FB383,D4D0C5
F4F1EB,D4D0C5
E9D3BA,FFFBF0
E9D3BA,B1CFC7
FFFBF0,B1CFC7
FFBD31,F2EDEC
FFBD31,E9E2D7
F2EDEC,E9E2D7
804B81,F5ECDC
804B81,BFA984
F5ECDC,BFA984
00B191,ECEBE5
00B191,D2CDBC
ECEBE5,D2CDBC
D28085,F4F0E3
D28085,D5C7B3
F4F0E3,D5C7B3
B079A7,F4F1EB
B079A7,D4D0C5
F4F1EB,D4D0C5
819E84,E4EFE5
819E84,E3D2C0
E4EFE5,E3D2C0
D8CEB9,F6EFE1
D8CEB9,7196A6
F6EFE1,7196A6
9E3641,EBE6D7
9E3641,D8CEB9
EBE6D7,D8CEB9
EFECEF,B5B6CE
D8D3E6,FFFDF2
D8D3E6,EEE2D5
FFFDF2,EEE2D5
C4C0E9,F7EFDD
C4C0E9,D4D0C5
F7EFDD,D4D0C5
F0A0D1,FDF9EF
F0A0D1,D2D5DA
FDF9EF,D2D5DA
644982,F5E9D9
644982,C0A480
F5E9D9,C0A480
4D4860,EFEDEE
4D4860,D6C3B9
EFEDEE,D6C3B9
2E484F,E6E3D6
2E484F,A89887
E6E3D6,A89887
B39953,E5DFCD
B39953,C0B28E
E5DFCD,C0B28E
AE5883,F4F0E8
AE5883,BBB3A2
F4F0E8,BBB3A2
6C757D,FDFAF1
6C757D,CCD3D8
FDFAF1,CCD3D8
E2C779,FFF6D7
E2C779,D8CFC1
FFF6D7,D8CFC1
CDBDBA,EDE2E0
CDBDBA,C1D1E2
EDE2E0,C1D1E2
3D87BB,FFF9EC
3D87BB,E3CBA8
FFF9EC,E3CBA8
AA8344,FDF3E4
AA8344,D0D1C1
FDF3E4,D0D1C1
999B9B,FBE9D8
999B9B,EDCCB3
FBE9D8,EDCCB3
73A4C6,DCECF5
73A4C6,CBCDC4
DCECF5,CBCDC4
876D5E,F5EAE3
876D5E,D6C3B9
F5EAE3,D6C3B9
CBB68F,EBE6D7
CBB68F,959988
EBE6D7,959988
D0B082,F7F6F1
D0B082,F2E0C5
F7F6F1,F2E0C5
BE9677,FCF0E5
BE9677,E9CFBB
FCF0E5,E9CFBB
FFF9D8,FDFAF1
FFF9D8,DCD8C7
FDFAF1,DCD8C7
F7F6F1,E2D6BD
AFD77F,F9FEE9
AFD77F,E3D2C0
F9FEE9,E3D2C0
5AB5CB,FDF9EF
5AB5CB,E5D2B0
FDF9EF,E5D2B0
C7C7A1,FFF9EC
C7C7A1,D6C5A9
FFF9EC,D6C5A9
D9DFE3,FDFAF1
D9DFE3,ACB8C1
FDFAF1,ACB8C1
E6E3D8,F7F6F1
E6E3D8,B9B5A4
F7F6F1,B9B5A4
74AEBA,F0E8D9
74AEBA,D2C6AE
F0E8D9,D2C6AE
F1E6CC,F6EFE1
F1E6CC,AF9690
F6EFE1,AF9690
F6ECD6,F7F6F1
F6ECD6,D2C6AE
F7F6F1,D2C6AE
9F947D,F4F0E8
9F947D,D4CEBF
F4F0E8,D4CEBF
7B9093,F0EFEB
7B9093,B9B297
F0EFEB,B9B297
59504C,FFFBEE
59504C,C7B39E
FFFBEE,C7B39E
EAD0A9,FDFAF1
EAD0A9,E5A192
FDFAF1,E5A192
90614A,FFFDEB
90614A,E8C8B8
FFFDEB,E8C8B8
B5745C,FEE6DC
B5745C,EFC5B5
FEE6DC,EFC5B5
FFFFE9,FDFAF1
FFFFE9,CCC7A1
FDFAF1,CCC7A1
E1ECA5,F7F6F1
E1ECA5,D9DAD2
F7F6F1,D9DAD2
9FE4AA,FDF9EF
9FE4AA,E9D3BA
FDF9EF,E9D3BA
B9B5A4,F3F0E8
B9B5A4,E6E3D8
F3F0E8,E6E3D8
9B6959,FDFAF1
9B6959,BBB3A2
FDFAF1,BBB3A2
DAA36F,F4F0E1
DAA36F,DED1A3
F4F0E1,DED1A3
A5A495,E6E3D6
A5A495,9B5953
E6E3D6,9B5953
65737E,F8F5E9
65737E,F1D5AE
F8F5E9,F1D5AE
FFF4E8,F7F6F1
FFF4E8,F9E2D0
F7F6F1,F9E2D0
DFBB7E,F8F5E9
DFBB7E,E1DDBF
F8F5E9,E1DDBF
C19851,E2D8C2
C19851,9DA693
E2D8C2,9DA693
E2D5D3,FFF9EC
E2D5D3,FACFCC
FFF9EC,FACFCC
E5E8F2,F8F5E9
E5E8F2,FEE8D6
F8F5E9,FEE8D6
FDFAF1,D6BA9B
E9E5DA,F7F6F1
E9E5DA,B8B8CB
F7F6F1,B8B8CB
CBEDE5,F7F6F1
CBEDE5,D4CEBF
F7F6F1,D4CEBF
ECECDA,FCF7EB
ECECDA,EEDAD1
FCF7EB,EEDAD1
FFF6D9,F7F6F1
FFF6D9,F8DCA3
F7F6F1,F8DCA3
F4ECDB,F0EFEB
F4ECDB,E2CAAF
F0EFEB,E2CAAF
F9F8EF,FDFAF1
F9F8EF,DBD4AB
FDFAF1,DBD4AB
FBF4E8,CCBEAC
FDF9EF,FDFAF1
FDF9EF,BEAC90
FDFAF1,BEAC90
E2E7E7,F7F6F1
E2E7E7,B4BCBF
F7F6F1,B4BCBF
F0EFEB,ECEBE5
F0EFEB,D9D9D6
ECEBE5,D9D9D6
F0E0DC,F7F6F1
F0E0DC,CDB1AB
F7F6F1,CDB1AB
F5EBD8,F7F6F1
F5EBD8,D2C6AE
F7F6F1,D2C6AE
F1FAEA,CAD6C4
F8EEE3,D5C6BD
A48B73,F5EBE1
A48B73,D8C7B6
F5EBE1,D8C7B6
795745,F3E4D3
795745,BA947F
F3E4D3,BA947F
B3D9F3,F8F5E9
B3D9F3,F7D8C4
F8F5E9,F7D8C4
38914A,FDFAF1
38914A,DDCDB3
FDFAF1,DDCDB3
8D6747,F4F0E1
8D6747,C8987E
F4F0E1,C8987E
FFE2C7,FFFDF2
FFE2C7,E2D5D3
FFFDF2,E2D5D3
695649,F8F5E9
695649,CDB9A2
F8F5E9,CDB9A2
7E9C6F,FAF3E6
7E9C6F,CEBE9F
FAF3E6,CEBE9F
7E5C52,FFFBF0
7E5C52,E2CCC7
FFFBF0,E2CCC7
8F886C,F7F6F1
8F886C,DCD8C7
F7F6F1,DCD8C7
C69C5D,E2D8C2
C69C5D,ECD0A1
E2D8C2,ECD0A1
EFF3F0,F7F6F1
EFF3F0,CADFDD
F7F6F1,CADFDD
F5ECE7,F7F6F1
F5ECE7,D5C6BD
F7F6F1,D5C6BD
5E6C62,FDFAF1
5E6C62,B6C4BD
FDFAF1,B6C4BD
D1F1F5,FDFAF1
D1F1F5,D4CEBF
FDFAF1,D4CEBF
E8EBE7,FDFAF1
E8EBE7,D5DBD5
FDFAF1,D5DBD5
643B46,EBE2CF
643B46,B8A88A
EBE2CF,B8A88A
69444F,FDFAF1
69444F,D6C5A9
FDFAF1,D6C5A9
8ECED8,F7F6F1
8ECED8,CDB9A2
F7F6F1,CDB9A2
83C7DF,FDFAF1
83C7DF,D8C7B6
FDFAF1,D8C7B6
B8B8CB,F8F3F6
B8B8CB,D6C0A4
F8F3F6,D6C0A4
B4E5EC,F7F6F1
B4E5EC,F2DEBC
F7F6F1,F2DEBC
EFE0C9,FDFAF1
EFE0C9,D5DBD5
FDFAF1,D5DBD5
E7FBEC,F7F6F1
E7FBEC,B6E9C8
F7F6F1,B6E9C8
D9D9D6,ECEBE5
D9D9D6,F3E7B4
ECEBE5,F3E7B4
F2FAED,FDFAF1
F2FAED,CFE7CB
FDFAF1,CFE7CB
E3EFDD,FDFAF1
E3EFDD,DBDBDA
FDFAF1,DBDBDA
E2EAF0,F7F6F1
E2EAF0,A3B9CD
F7F6F1,A3B9CD
94D2BF,FDFAF1
94D2BF,D9DAD2
FDFAF1,D9DAD2
F4F1E8,F7F6F1
F4F1E8,CDD0C0
F7F6F1,CDD0C0
D0D1C1,F8F5E9
D0D1C1,9C9C82
F8F5E9,9C9C82
E5E7E9,FDFAF1
E5E7E9,B7BDC4
FDFAF1,B7BDC4
C6AEAA,F7F6F1
C6AEAA,CACFDC
F7F6F1,CACFDC
BCA380,E5DFCD
BCA380,93807F
E5DFCD,93807F
91989D,DBD7C4
91989D,CC9469
DBD7C4,CC9469
A08475,F5EAE3
A08475,E8DAD1
F5EAE3,E8DAD1
B59B7E,F1E5D7
B59B7E,E3D2C0
F1E5D7,E3D2C0
A89983,F5EFE8
A89983,D8CFC1
F5EFE8,D8CFC1
8B8D63,F3F5E9
8B8D63,D5D8BC
F3F5E9,D5D8BC
405B50,F8F5E9
405B50,D6C0A4
F8F5E9,D6C0A4
E2ECF2,8FAACA
DCB639,FDFAF1
DCB639,B9BABA
FDFAF1,B9BABA
DDDCBF,FDFAF1
DDDCBF,AECAC8
FDFAF1,AECAC8
76856A,F5EAE3
76856A,D6C3B9
F5EAE3,D6C3B9
EB9552,FFF7E7
EB9552,DDCDB3
FFF7E7,DDCDB3
4D5A6B,EBE6D7
4D5A6B,DDCAAF
EBE6D7,DDCAAF
EAC853,FFF9EC
EAC853,D3D3D2
FFF9EC,D3D3D2
CEB736,F7F6F1
CEB736,D4D0C5
F7F6F1,D4D0C5
F9B500,F4F2EA
F9B500,D0D2C5
F4F2EA,D0D2C5
FEF6BE,F7F6F1
FEF6BE,DCD8C7
F7F6F1,DCD8C7
D3BFE5,FDFAF1
D3BFE5,D5C7B3
FDFAF1,D5C7B3
E2CAAF,ECEBE5
E2CAAF,C7C7C2
ECEBE5,C7C7C2
C3B4B3,FCF7EB
C3B4B3,B3CDAC
FCF7EB,B3CDAC
61496E,F5ECDC
61496E,D6C5A9
F5ECDC,D6C5A9
787E93,F5EFE8
787E93,D8CFC1
F5EFE8,D8CFC1
A7B3B7,F4F0E1
A7B3B7,E6D5BA
F4F0E1,E6D5BA
E9AF78,FFF9EC
E9AF78,E9E8BB
FFF9EC,E9E8BB
FFD678,FFF7E7
FFD678,E1DDBF
FFF7E7,E1DDBF
E8A64E,F1E4C8
E8A64E,F5C68B
F1E4C8,F5C68B
