code,hex,collection,name,description,lrv,usage,url
DE6192,#D2C6AE,Multi-Family,NOMADIC TAUPE,"Nomadic Taupe is a medium toned buff color and part of our Warm Neutrals Collection. Classic and versatile, this effortlessly elegant color works well in most design styles. Pair Nomadic Taupe with olive greens and rust reds for a classic, traditional exterior color palette.",,,https://www.dunnedwards.com/colors/browser/de6192/
DET614,#CECDC5,Multi-Family,SO CHIC!,"So Chic! Is a light whitened gray with a touch of green and part of the Then, Now & Forever® Collection. This gray color never goes out of style and is flexible to use with a vast array of color schemes. So Chic! is a cool, light neutral gray that feels sleek and timeless. Use it wherever you want to add a bit of understated bling. Try So Chic! as a whole home body color for a modern touch.",,,https://www.dunnedwards.com/colors/browser/det614/
DE5820,#C5D1DA,Multi-Family,POLISHED SILVER,,,,https://www.dunnedwards.com/colors/browser/de5820/
DEW383,#FDFBF8,Multi-Family,COOL DECEMBER,"Cool December color is a cooler, bright white and part of our Whites collection. Try Cool December on modern and contemporary dwellings for a crisp, clean look.",,,https://www.dunnedwards.com/colors/browser/dew383/
DE6321,#555E5F,Multi-Family,SOOT,"Soot color is a dark charcoal gray and part of our Cool Neutrals Collection. Inspired by the remains of time spent in the winter by the fireplace, Soot is a great choice for a front door, accent or even a modern exterior as part of the trend of dark colors on exteriors.",,,https://www.dunnedwards.com/colors/browser/de6321/
DET513,#959988,Multi-Family,CALIFORNIA SAGEBRUSH,,,,https://www.dunnedwards.com/colors/browser/det513/
DE6217,#746550,Multi-Family,ANCIENT EARTH,,,,https://www.dunnedwards.com/colors/browser/de6217/
DE5824,#53626E,Multi-Family,OUTER SPACE,,,,https://www.dunnedwards.com/colors/browser/de5824/
DE6304,#B6C5C1,Multi-Family,BLUSTERY WIND,,,,https://www.dunnedwards.com/colors/browser/de6304/
DEC750,#9F9180,Multi-Family,BISON BEIGE,"Bison Beige is a midtone desert taupe color with a touch of green undertone and part of the Classics Collection. Embrace your rugged impulses with a warm putty shade perfect for those looking for a warm gray color. Classically pastoral, this endlessly versatile color feels right at home with rustic ranch and French country design styles.",,,https://www.dunnedwards.com/colors/browser/dec750/
DEW341,#F8F5E9,Ready Set Beautiful,SWISS COFFEE,"Swiss Coffee color is a warm white with creamy undertones and part of the Whites Collection. As one of our legacy colors that has been part of Dunn-Edwards history for decades, Swiss Coffee adds just the right amount of warmth while still feeling neutral and crisp. This neutral white is a customer favorite, for good reason. The color of fresh cream, Swiss Coffee is a casual, soft white that is versatile and adds a sense of depth when paired with lighter or darker neutrals.",,,https://www.dunnedwards.com/colors/browser/dew341/
DEW340,#FDFAF1,Ready Set Beautiful,WHISPER,"Whisper color is one of our most popular bright, warm whites and part of our Whites collection. Try Whisper as a wall, trim or accent color just about anywhere you want a shot of white inside or outside the home.",,,https://www.dunnedwards.com/colors/browser/dew340/
DEHW08,#ECEEEC,Ready Set Beautiful,CLASSIC WHITE,"Classic White is a cooler, neutral white color and is part of our High Hide Whites Collection. Inspired by classic elegance and clean architecture, Classic White is a snowy white color and the ideal neutral shade for bright and airy spaces and is a perfect blank canvas for art-filled spaces. This cool white color is illuminating and pure, making it an ideal white color for whole home design or for use on trim, ceilings and cabinetry.",,,https://www.dunnedwards.com/colors/browser/dehw08/
DE6205,#E8DECE,Ready Set Beautiful,STUCCO TAN,"This soft, warm neutral is perfect for subtle, all over color. Stucco Tan is a whitened greige paint color that has a calming effect.",,,https://www.dunnedwards.com/colors/browser/de6205/
DE6212,#E9E2D7,Ready Set Beautiful,CRISP MUSLIN,"Crisp Muslin color is a warm, delicate gray-beige (greige) and part of the Warm Neutrals Collection. This timeless, elegant neutral looks great in every room and is perfect for a variety of design styles.",,,https://www.dunnedwards.com/colors/browser/de6212/
DEC785,#E9E5DA,Ready Set Beautiful,WHISPER GRAY,"Whisper Gray color is white-washed gray and part of the Classics Collection. Whisper Gray gives any room an airy, museum-like crispness when paired with a slightly lighter or darker contrasting color. It makes the perfect showcase for any style of furniture or artwork.",,,https://www.dunnedwards.com/colors/browser/dec785/
DE6204,#F4F0E3,Front Door Limited Edition,TRITE WHITE,"Trite White is a warm, off-white and part of our Warm Neutrals collection. Inspired by the common use of whites as a neutral background to other colors, Trite White pairs well with pastels and brights as a subtle backdrop.",,,https://www.dunnedwards.com/colors/browser/de6204/
DEHW08,#ECEEEC,Front Door Limited Edition,CLASSIC WHITE,"Classic White is a cooler, neutral white color and is part of our High Hide Whites Collection. Inspired by classic elegance and clean architecture, Classic White is a snowy white color and the ideal neutral shade for bright and airy spaces and is a perfect blank canvas for art-filled spaces. This cool white color is illuminating and pure, making it an ideal white color for whole home design or for use on trim, ceilings and cabinetry.",,,https://www.dunnedwards.com/colors/browser/dehw08/
DET407,#4F4352,Front Door Limited Edition,NIGHTSHADE,"Nightshade color is a deep eggplant hue and part of our Then, Now & Forever® collection. Inspired by one of the species of flowering plants in the nightshade family as well as the eggplant, also in the nightshade family, this gorgeous, deep hue pairs great with a variety of greens or corals for a real punch of color.",,,https://www.dunnedwards.com/colors/browser/det407/
DEFD01,#9f8dc3,Front Door Limited Edition,STAR OF PERSIA,"Star of Persia is a lavish, amethyst-violet will be the star of your home. Inspired by its floral namesake, Star of Persia is a magical, ornamental color that will create high impact. Pair with sage green, sky blue and crisp white for a cottagecore delight.",,,https://www.dunnedwards.com/colors/browser/defd01/
DEFD02,#6C6BA0,Front Door Limited Edition,SENTIMENTAL,"Sentimental is a lush hyacinth purple with refreshingly, friendly tones that makes it a great front door color choice to welcome guests. A hint of blue makes Sentimental an updated vision of periwinkle and a perfectly elegant accent color to soft yellows, crisp whites and grass greens.",,,https://www.dunnedwards.com/colors/browser/defd02/
DEFD03,#413E56,Front Door Limited Edition,ENGLISH VIOLET,"English Violet is a deep, complex purple ready for its dramatic entrance. With a touch of blue undertones, the dark, complex, enigmatic hue, inspired by its namesake is striking when paired with gray-blues and seafoam greens for a moody, Regencycore effect.",,,https://www.dunnedwards.com/colors/browser/defd03/
DEFD04,#744A81,Front Door Limited Edition,PEPPY PURPLE,"Peppy Purple is a confident, upbeat and attention-getting hue is for its front door close up! With its red undertones, Peppy Purple complements deep olive and pine greens and stands out when paired with a variety of warm and cool neutrals.",,,https://www.dunnedwards.com/colors/browser/defd04/
DEFD05,#6E5370,Front Door Limited Edition,PARISIAN PLUM,"Parisian Plum is a sophisticated, warm purple with red undertones inspired by the juicy fruit of its namesake. Regal and classic, Parisian Plum is very au courant and glamorous though it’s a hue that transcends trends. Pair with olive greens, chartreuse, marigold, dark beige and grays for luscious, old-world refinement.",,,https://www.dunnedwards.com/colors/browser/defd05/
DEA194,#593C50,Front Door Limited Edition,MULBERRY,"Mulberry color is a deep, dark dried plum hue and part of our Accents collection. Inspired by the mulberry trees ripe with mulberry fruit, try this color in an entertainment area of the home or a lounge space in a commercial setting to complete a scene of sophisticated drama.",,,https://www.dunnedwards.com/colors/browser/dea194/
DEFD06,#875659,Front Door Limited Edition,IN A MAROON MOOD,"In a Maroon Mood is a warm, relaxing and thoughtful subtle brownish-red with hints of autumn vibes. A classic, grounding hue that exudes sophistication and natural earthiness, In a Maroon Mood is a versatile shade that pairs well with neutrals, as well as golden yellows, greens and blues.",,,https://www.dunnedwards.com/colors/browser/defd06/
DEFD07,#715160,Front Door Limited Edition,WINE TASTING,"Wine Tasting is a deep, muted violet-purple with mauve undertones that exudes luxury and coziness. A perfect hue for those looking to try a fresh color but not go too bold. Inspired by the wide range of red wines harvested each fall, Wine Tasting creates a refined mood when paired with golds and greens.",,,https://www.dunnedwards.com/colors/browser/defd07/
DE5020,#82495A,Front Door Limited Edition,MAHOGANY CHERRY,"Mahogany Cherry is a deep, plum rose hue exuding warmth and nostalgia. This burgundy, inspired by sweet cherries, is perfect for treasured spaces as the color's intensity will create a cozy, welcoming aesthetic. Pair with terracotta, warm neutrals and soft whites for an enriching color experience.",,,https://www.dunnedwards.com/colors/browser/de5020/
DEFD08,#883946,Front Door Limited Edition,CHERRY HARVEST,"Cherry Harvest is a dark, garnet red with a touch of blue undertones and denotes a thoughtful sensibility. As a lush, dark pink-red inspired by juicy cherries, Cherry Harvest pairs well with richer neutrals, as well as deeper wood tones for a touch of luxury.",,,https://www.dunnedwards.com/colors/browser/defd08/
DEFD09,#A45D6F,Front Door Limited Edition,JAIPUR DREAM,"Jaipur Dream is a saturated rosy pink inspired by the beautiful city Jaipur. With its touches of pink and violet, the hue is no wallflower. This rich, elegant color generates buzz when paired with soft greens, taupes, warm neutrals and reddish brown tones.",,,https://www.dunnedwards.com/colors/browser/defd09/
DEFD10,#E05765,Front Door Limited Edition,NEON PINK,"Neon Pink is a bold, dynamic and stimulating shade of pink for the adventurous spirits who wish to create a wow factor at the entry. With its slight yellow undertones, Neon Pink looks great when paired with crisp white, a pale pink for a monochromatic scheme or a light blue for a cooling balance.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd10/
DEFD11,#C74E4D,Front Door Limited Edition,SPANISH CARMINE,"Spanish Carmine is a bold and striking, rich warm red favored by those who wish to make a statement. As a cousin to the more purplish and ruby carmine shades, Spanish Carmine is inspired by the range of reds processed using the historical methods of extraction from cochineal insects. As an energetic, passionate color, Spanish Carmine pairs well with creams, warm neutrals an gray-blues for an eye-catching appearance.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd11/
DEFD12,#B35661,Front Door Limited Edition,RESPLENDENT ROSE,"Resplendent Rose is a lush, rosy pink hue inspired by the fragrant roses in summer bloom. Elegant and welcoming, Resplendent Rose provides a graceful touch to the entry and pairs well with other rich neutrals, as well as dusty pinks, sage and blue-grays for a homage to nostalgia.",,,https://www.dunnedwards.com/colors/browser/defd12/
DEFD13,#C83F40,Front Door Limited Edition,CANDY CRUSH,"Candy Crush is a vibrant, scarlet red hue inspired by the sweet, sugary treats and is a flawless choice for making a bold, energetic color statement. With its touch of orange, Candy Crush pairs well with olive greens, warm beiges and chocolates for an earthy palette or corals, yellows and sky blues for a bolder touch to keep you inspired.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd13/
DEFD14,#AC343C,Front Door Limited Edition,RED-Y FOR FUN,"Red-y for Fun is a rich, vivid cardinal red that radiates energy and life. Inspired by the power of play and action, Red-y for Fun is a captivating hue that pairs well with umbers, olives, and teals for an eclectic palette or crisp whites and brilliant blues for a touch of traditional, summery bright cottage flair.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd14/
DEFD15,#C13E54,Front Door Limited Edition,SPIKED PUNCH,"Spiked Punch is a brilliant raspberry, pinkish-red that is a chic and playful color choice for the front door. Inspired by fruity, summery cocktails, this grown up shade of pink gives off high energy and sophistication with a bit of an edge, making it a perfect choice for traditional or modern design aesthetics.",,,https://www.dunnedwards.com/colors/browser/defd15/
DET419,#B94C66,Front Door Limited Edition,PINK DAHLIA,"Pink Dahlia is a saturated, plush magenta pink inspired by classic, formal gardens filled with ornately petaled dahlia flowers. Decadent and cheerful, Pink Dahlia is a wonderful choice to create excitement at the entry. Pair with crisp whites and cool grays for modern flair.",,,https://www.dunnedwards.com/colors/browser/det419/
DE5094,#E5A2AB,Front Door Limited Edition,BERRY RICHE,"Berry Riche is a dusty rose pink with overtures of optimism and romance. Inspired by the favored summer pastime of picking berries, Berry Riche is a warm, earthy, muted pink is sweet without feeling too saccharine and pairs well with greens, blues, crisp whites and charcoal grays for wide appeal.",,,https://www.dunnedwards.com/colors/browser/de5094/
DEFD16,#994158,Front Door Limited Edition,BERRY INSPIRED,Berry Inspired is a deep magenta that imbues the dramatic qualities of red and the indulgence of violet. This lush cranberry hue is inspired by the power of red and the introspection of purple and perfect as a welcoming front door color. Pair with neutrals and cool whites for classic charm.,,,https://www.dunnedwards.com/colors/browser/defd16/
DEFD17,#BF6E7E,Front Door Limited Edition,ROSE APOTHECARY,"Rose Apothecary is a refined, dusty rose with subdued, grayish overtures. Inspired by traditional shop fronts of times past, cottagecore and rural fantasy aficionados will love the nostalgic, romantic qualities and timeless elegance. Pair with warm neutrals, soft blues and greens for an inviting space.",,,https://www.dunnedwards.com/colors/browser/defd17/
DEFD18,#CD706A,Front Door Limited Edition,CRUSHING ON CORAL,"Crushing on Coral is an energetic, bronzed pink with undertones of orange. Inspired by a love of oceanlife and its colorful ecosystem, and as one of the most appealing shades, Crushing on Coral works well with a variety of design styles and adds comfort, warmth and optimism.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd18/
DEFD19,#CF605D,Front Door Limited Edition,CORAL CHARISMA,"Coral Charisma is a vivid, warm and life-affirming shade of orange-pink with a playful spirit. Inspired by the elusive and delicate life beneath the oceans, Coral Charisma adds a dramatic pop of color to any space. Pair with pinks, magentas, golden yellows and taupes for a desert sunset-inspired palette.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd19/
DET437,#E0816F,Front Door Limited Edition,POTTERY CLAY,"Pottery Clay is a dusty coral hue that symbolizes the many shades of orange glazes found on Southwestern and Indian pottery, created by generations of artists in the American West. Friendly and inviting, Pottery Clay says ""Our door's always open"" in a cheerful nod to the neighborhood.",,,https://www.dunnedwards.com/colors/browser/det437/
DEFD20,#CD4D4F,Front Door Limited Edition,AMARANTH,Amaranth is a reddish-rose and a representation of the color of the flower of the amaranth plant. The color is derived from the name in Greek mythology of a flower that was believed to never die that grew in the abode of the Greek gods on Mount Olympus. Amaranth is a statement-making hue that pairs well with most neutrals. Add lime and turquoise for a tropical vacation ambiance.,,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd20/
DEFD21,#C85E4B,Front Door Limited Edition,CHILES DE ARBOL,"Chiles de Arbol is a spicy, vibrant red with orange overtones highlighting the complexity of the this hue. Inspired by the smoky chile with serious heat popular in Mexican and Thai cuisine, Chiles de Arbol is a fearless choice for the front door. Add a zest of lime and warm neutrals for a color palette that sparkles.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd21/
DET420,#B34B47,Front Door Limited Edition,LADY IN RED,"Lady in Red is a strong, classic red with yellow undertones and one of our historically-accurate hues of the Then, Now & Forever® collection. Inspired by vintage images showing Victorian-era women wearing red capes and gowns, especially during the holidays, Lady in Red is a perfect red for classic front door appeal.",,,https://www.dunnedwards.com/colors/browser/det420/
DEFD22,#DD4D3E,Front Door Limited Edition,VERMILION,"Vermilion is a brilliant orange-red and influenced by the color, color family, and pigment most often derived, since antiquity until the 19th-century, from the powdered mineral cinnabar. Bold and fierce, Vermilion is the perfect hue to make a dazzling, memorable entry.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd22/
DET449,#D26643,Front Door Limited Edition,CITRUS NOTES,"Citrus Notes is a zesty, refreshingly bright orange and the perfect hue greet your visitors with the friendliest, cheerful welcome. As a color with power, pair Citrus Notes with warm neutrals and sage greens to bring nature's influence into your space.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/det449/
DEFD23,#D58D3D,Front Door Limited Edition,PUMPKIN SPICE LATTE,"Pumpkin Spice Latte is a spicy, autumnal yellow-orange inspired one of our favorite flavors that defines the fall season. For a palette that's pumpkin, spice and everything nice, pair Pumpkin Spice Latte with cinnamon browns, creamy neutrals and terracotta for a nature-infused, enchanting palette.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd23/
DEFD24,#E7CDA4,Front Door Limited Edition,SMOOTH LIKE BUTTER,"Smooth Like Butter is a sweetly churned, muted yellow that comforts and soothes. Inspired by one of life's small pleasures of adding a little butter to a meal, this hue is perfectly sunny welcoming touch to the home and an instant mood-booster. Smooth Like Butter is strong enough to stand on its own as an alternative to beiges and tans, or try pairing with gray blues and warm whites for a seaside cottage palette.",,,https://www.dunnedwards.com/colors/browser/defd24/
DEFD25,#D9CC64,Front Door Limited Edition,ZESTY YELLOW,"Zesty Yellow is a bright, sunny yellow that dazzles the senses. Inspired by the infusion of yellows into 2020s trend palettes, Zesty Yellow is a perfectly vivid yellow to brighten the entry with happiness. Pair with rosy pinks, grass greens and sky blues for a cottagecore dream.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd25/
DEFD26,#BBA54F,Front Door Limited Edition,LEMON CURRY,"Lemon Curry is a midtone, spicy yellow-green with chartreuse undertones. Inspired by the delicous yellow curries with dustings of turmeric to create the gorgeous, complex color, Lemon Curry is a visual treat that energizes a space. Pair with crisp whites and tinted blacks for a modern, graphic style or rich grays for French countryside charm.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd26/
DEFD27,#E9D276,Front Door Limited Edition,LEMON MACARON,"Lemon Macaron is a lively, bright yellow with a sunny disposition and a splendid choice to create a welcoming space. Save room for dessert with this sweetly inspired delight! Pair with coral, ocean blue and emerald green for Palm Springs vacation inspiration.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd27/
DEFD28,#977C55,Front Door Limited Edition,BOURBON SWEET TEA,"Bourbon Sweet Tea is a perfectly brewed blend of amber and honey gold warmth inspired by the Southern soul-warming bourbon cocktail. Relaxing Southern charm is at play when choosing Bourbon Sweet Tea to grace your front door. Pair with iced yellows, lime greens and rich warm neutrals for a calming, traditional palette.",,,https://www.dunnedwards.com/colors/browser/defd28/
DE5351,#FFEFBC,Front Door Limited Edition,AZTEC AURA,"Aztec Aura is a light, bright honey golden yellow with orange undertones. Inspired by the mystique and historical lore of the American West, this hue is a lovely spot of refreshing color to create a friendly, sunny space. Pair with warm whites and neutrals for a cozy cottage retreat style.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5351/
DEFD29,#B3CB87,Front Door Limited Edition,DESERT LIME,"Desert Lime is a zesty, fresh citrus yellow-green perfect for those who desire an eye-catching, energizing spot of color. Inspired by the citrus fruit loved for its refreshing addition to spicy dishes, pair Desert Lime with light blush pinks and whites with Mid-century decor and brass accents for zippy appeal.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd29/
DEFD30,#729B5A,Front Door Limited Edition,GRASSY KNOLL,"Grassy Knoll is a refreshing, revitalizing shade of green reminiscent of new beginnings and is perfect for those who have a love of nature and the great outdoors. With its yellow undertones, this shade of green is quite versatile and pairs with a wide variety of neutrals for a grounding effect, to a range of jewel tones and darker hues for a moody effect.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd30/
DEFD31,#63914F,Front Door Limited Edition,AMAZON PARROT,"Amazon Parrot is a midtone, lush grassy green with a subtle yellow undertone inspired by the beautiful, endangered yellow-headed amazon parrots. With its strong ties to nature, this shade of green is perfect for those who invite the outdoors in. Pair with yellows and warm neutrals for fresh appeal.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd31/
DEFD32,#537A5F,Front Door Limited Edition,SLIGHTLY JADED,"Slightly Jaded is a darker, muted emerald green with distinguished, luxury appeal. Inspired by the range of jewel tone jade greens and play on words of the saying 'slightly jaded,' this hue speaks to opulence and tradition. Pair with rich warm neutrals for classic elegance or crisp whites and charcoal for a modern, graphic cottage aesthetic.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd32/
DEFD33,#328161,Front Door Limited Edition,PUNCHY PERIDOT,"Punchy Peridot is a luxurious, midtone jewel tone green that conveys an upscale sense of style. Inspired by the rarer, darker emerald peridot gemstones, this hue radiates affluence. Pair with rich warm neutrals for timeless grandeur or crisp whites and coral for a tropical palette.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd33/
DEFD34,#85A087,Front Door Limited Edition,SUMMER SEAGRASS,"Summer Seagrass is a cool, calming grassy green with a touch of blue. Inspired by the underwater seagrass meadow habitats in shallow waters off land in seas around the world. Try Summer Seagrass as a main home hue or pair with other neutrals for a relaxing, coastal vibe. Or pair with vibrant yellows, pinks and blues for a youthful, punchy palette.",,,https://www.dunnedwards.com/colors/browser/defd34/
DEFD35,#A5BE98,Front Door Limited Edition,GINKGO LEAF,"Ginkgo Leaf is a cool, refreshing seaglass green with a slight yellow undertone. Inspired by the fan-shaped ginkgo leaf, this hue represents health and longevity. Create a healthy environment by instilling Ginkgo Leaf into the home with other soft, muted neutrals for a relaxing retreat.",,,https://www.dunnedwards.com/colors/browser/defd35/
DEFD36,#396D4F,Front Door Limited Edition,VERDIGRIS GREEN,"Verdigris Green is a deep, lavish emerald green inspired by an Old French term, vert-de-Grèce (“green of Greece”) and for hundreds of years, verdigris was the most brilliant green readily available to painters. With such grand historical ties, Verdigris Green is enjoying a renaissance with its vibrant personality. Pair with copper and crisp white to energize a space.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd36/
DEFD37,#006B59,Front Door Limited Edition,MALACHITE GREEN,"Malachite Green is a vivid, bluish-green and inspired by the malachite gemstone with its banded striations of green. With an air of elegance and sophistication, Malachite Green looks harmonious with turquoise and other greens, as well as accents of violet and spicy orange for a rich, maximalist palette.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd37/
DEFD38,#2E5A5E,Front Door Limited Edition,DANCE TEAL DAWN,"Dance Teal Dawn is a dark, blackened bluish-green with an alluring, moody quality. This dreamy hue reminiscent of the sea is the perfect choice for a colorful, chic space paired with splashes of gold.",,,https://www.dunnedwards.com/colors/browser/defd38/
DEFD39,#3F6D6A,Front Door Limited Edition,DAY IN THE SHADE,"Day in the Shade is a deep, intense jungle green with a touch of blue that invokes references of lush tropical rainforests. Make an unexpected statement with Day in the Shade paired with golds, whites and navy blues for an inspiring, jewel-toned palette.",,,https://www.dunnedwards.com/colors/browser/defd39/
DEFD40,#287367,Front Door Limited Edition,VERDE NICE,"Verde Nice is a richly-saturated jewel green that envelopes one in a soothing, mysterious embrace. A perfect hue for welcoming visitors, pair Verde Nice with deep blues, wine and amethyst for a classic autumnal palette.",,,https://www.dunnedwards.com/colors/browser/defd40/
DEFD41,#00A592,Front Door Limited Edition,HI TECH TURQUOISE,"Hi Tech Turquoise is an invigorating blue-green with global appeal. The aquatic influences energize and beckon one to escape to a tropical paradise. For those who love beach life, Hi Tech Turquoise sets the surf and sand mood with a vibrant welcoming entry. Pair with warm sand, seaglass and white to complete the coastal style.",,,https://www.dunnedwards.com/colors/browser/defd41/
DEFD42,#00897A,Front Door Limited Edition,COME TO COSTA RICA,"Come to Costa Rica is a invigorating, yet serene turquoise hue that brings thoughts of tropical waters, wellbeing and an escape from the everyday life. A perfect color for those seeking a daily pop of tropical color to welcome them back home! With both warm and cool tones, Come to Costa Rica is a vivid splash of color against warm neutrals or a perfect color to pair with deep blues and crisp white for a classic maritime scheme.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd42/
DEFD43,#349698,Front Door Limited Edition,SIREN SONG,"Siren Song is a vivacious, aqua blue with a hint of green that recalls the lore of Greek mythology and the song of the siren that would lure sailors with their hypnotic sound. Bold with nautical references, Siren Song beckons to show off the front door with happiness. Pair with corals, yellows and sand to complete a coastal palette.",,,https://www.dunnedwards.com/colors/browser/defd43/
DEFD44,#289897,Front Door Limited Edition,BALINESE RETREAT,"Balinese Retreat is a refreshing splash of turquoise that enchants the senses with tropical vibes. Crisp and cool, this saturated hue brings a dose of joyful color to the entry. Pair with crisp white, mellow yellow and coral for an enjoyable vacation palette.",,,https://www.dunnedwards.com/colors/browser/defd44/
DEFD45,#0089AD,Front Door Limited Edition,AGE OF AQUARIUS,"Age of Aquarius is a bright, cyan blue with a splash of green ready for summer poolside fun. This mood-lifting hue adds a punch of vitality to the entry. Pair with cherry red and crisp white for modern, graphic pop art intensity or with soft sand and warm white for a soothing, coastal aesthetic.",,,https://www.dunnedwards.com/colors/browser/defd45/
DEFD46,#569FA7,Front Door Limited Edition,ISLAND HOP,"Island Hop is a gorgeous, muted shade of aquamarine is ready for vacation to begin. With the soothing appeal of blue and invigorating allure of green, Island Hop represents an escape to far-off tropical destinations. Create a classic maritime palette by adding deeper blues, subtle gray and cool white or pair with warm neutrals for a classic, coastal escape.",,,https://www.dunnedwards.com/colors/browser/defd46/
DEFD47,#086E90,Front Door Limited Edition,BLUE IN BARBADOS,"Blue in Barbados is a deep, aquamarine blue with a tinge of green that is ready to create a vacation atmosphere. Recreate tropical memories by pairing Blue in Barbados with jungle green, coral and soft sand. Or pair with crisp white and cool gray for a calming palette.",,,https://www.dunnedwards.com/colors/browser/defd47/
DEFD48,#3D5E6A,Front Door Limited Edition,LA AT NIGHT,"LA at Night is a deep, moody sea blue-green recalling the mysteries of the sky at night over the Pacific Ocean in Los Angeles. With its saturated shade enticing a midnight stroll by the ocean, LA at Night is a splendid hue for the entryway. Pair with neutral whites and warm greiges for a homage to coastal beauty.",,,https://www.dunnedwards.com/colors/browser/defd48/
DEFD49,#2A39B0,Front Door Limited Edition,KINETIC ENERGY,"Kinetic Energy is a brilliantly vibrant ultramarine blue evocative of classic painter pigments. With its intensity, this hue is a superb choice for those who want the entry to stand out. Pair with sky blues, slate and sand for a classic beachside palette.",,,https://www.dunnedwards.com/colors/browser/defd49/
DEFD50,#334377,Front Door Limited Edition,EMBOLDENED BLUE,"Emboldened Blue is a deep sapphire that is a beguiling choice for those who seek a regal, time-honored front door color. With its trace of violet undertones, pair Emboldened Blue with gray-blue and cool white for a classic palette.",,,https://www.dunnedwards.com/colors/browser/defd50/
DEFD51,#49527F,Front Door Limited Edition,AM I BLUE?,"Am I Blue? Is a deep cobalt blue with a touch of violet for added intrigue. Inspired by the classic song 'Am I Blue?' sung by pioneering music legend Ray Charles, this hue is a symphony of emotion and an exemplary choice for the front door. Pair with neutral whites and charcoal gray for timeless appeal.",,,https://www.dunnedwards.com/colors/browser/defd51/
DEFD52,#1D548F,Front Door Limited Edition,FOLLOW MY BLUE BLISS,"Follow My Blue Bliss is a deep, nautical blue that teleports one to a relaxing, seaside getaway. For the perpetual idealist, Follow My Blue Bliss conjures a mood of eternal summer vibes. Pair with deep slate, brighter turquoise and soft whites to complete a vacation palette of your dreams.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/defd52/
DEFD53,#177298,Front Door Limited Edition,SUMMER AT THE SHORE,"Summer at the Shore is a summery, ocean breeze blue aquamarine that is an ideal hue for relaxed beachside living. Pair with lemon yellows, sky blues, crisp whites and seafoam greens to complete the sunny season vacation palette.",,,https://www.dunnedwards.com/colors/browser/defd53/
DEFD54,#68ABC5,Front Door Limited Edition,HIMALAYAN BLUE POPPY,"Himalayan Blue Poppy is an enchanting, light and clear sky blue with a touch of yellow. Inspired by the spectacular flower that puts on a show late spring through early summer, Himalayan Blue Poppy looks fresh and inviting as a front door color. Pair with sprightly yellows, pinks and greens for a botanic color palette.",,,https://www.dunnedwards.com/colors/browser/defd54/
DEFD55,#81B0BB,Front Door Limited Edition,MORE WATER PLEASE,"More Water Please is a soothing, watery blue for those who wish to quench their thirst for color on the front door. Pair with cool, muted whites and neutrals for an homage to waterfront living.",,,https://www.dunnedwards.com/colors/browser/defd55/
DEFD56,#4D70A9,Front Door Limited Edition,SHORELINE DRIVE,"Shoreline Drive is a lighter shade of classic blue that is calm and confident, perfect for those who seek a peaceful, elegant blue for the entry. Pair with other cool blues and warm neutrals for a thoughtful, meditative palette.",,,https://www.dunnedwards.com/colors/browser/defd56/
DEFD57,#4A5E86,Front Door Limited Edition,BERRY BERRY BLUE,"Berry Berry Blue is a delectable, rich shade of blueberry blue with a touch of violet. This classic blue with a touch of grandeur is superb choice for those who love the richness of darker blue shades. Pair with warm whites, muted mauve and honey for a twist on tradition.",,,https://www.dunnedwards.com/colors/browser/defd57/
DEFD58,#2B5A8C,Front Door Limited Edition,JODHPUR,"Jodhpur is a rich, pigmented true blue with a tinge of violet that pays homage to the Blue City of Jodhpur, India. Steeped in history, experience a reminder of the city by painting the front door this lush shade of blue. Pair with cool neutrals and a subtle peach for meditative palette.",,,https://www.dunnedwards.com/colors/browser/defd58/
