code,hex,collection,name,description,lrv,usage,url
DEHW01,#ECEBE3,Perfect Palette,ALMOND MILK,"Almond Milk is an inviting, soft white color with a hint of warmth and part of our High Hide Whites Collection. With its creamy undertones and just a hint of yellow, Almond Milk adds depth and dimension to any space. As an excellent multipurpose white, Almond Milk works with a range of design styles including Traditional farmhouse and Modern loft aesthetics. This soft white color is a popular choice for walls, ceiling, trim and cabinetry and is a perfect all-over color for an open space plan.",,,https://www.dunnedwards.com/colors/browser/dehw01/
DEHW02,#EFEFEA,Perfect Palette,WHITE DAISY,"White Daisy is a refreshing white color with just a subtle hint of warmth and part of our High Hide Whites Collection. Delivering style and sophistication, White Daisy plays well with other colors, yet can stand on its own. Add White Daisy to a modern space for a clean look or to a traditional beachside cottage to balance out blue and green color schemes. Does your room face east or north? These rooms don’t get as much warm, natural light so to counterbalance these cooler, shady rooms, try White Daisy.",,,https://www.dunnedwards.com/colors/browser/dehw02/
DEHW03,#EFEFE8,Perfect Palette,COCONUT GROVE,"Coconut Grove is a clean white color with just a subtle hint of warmth and part of our High Hide Whites Collection. As a classic go-to white that appears clean and neutral in most lighting situations, Coconut Grove is an ideal color choice for dark wood accents and other natural materials. This elegant white color is also an excellent choice to pair with pastel color schemes.",,,https://www.dunnedwards.com/colors/browser/dehw03/
DEHW04,#E8E9E4,Perfect Palette,SWISS MERINGUE,"Swiss Meringue is a neutral, soft white color that balances warmth and coolness and is part of our High Hide Whites Collection. This alabaster shade of white is a versatile hue that can effortlessly pair with industrial design elements like metal or rustic elements like distressed woods. With its neutrality and very little undertones, Swiss Meringue is a perfect color choice for an all-white aesthetic or as a complement to jewel tones.",,,https://www.dunnedwards.com/colors/browser/dehw04/
DEHW05,#EBEBE6,Perfect Palette,AT FIRST LIGHT,"At First Light is a neutral white color with depth and part of our High Hide Whites Collection. As a neutral color, At First Light is a white color that can work with any design style and is perfect for both traditional and contemporary design projects. The softness of this neutral white color make it an ideal choice to design spaces that feels open and airy without feeling cold and complements spaces that get a lot of natural lighting.",,,https://www.dunnedwards.com/colors/browser/dehw05/
DEHW06,#E9EBE8,Perfect Palette,NORTH TO ALASKA,"North to Alaska is a cool, crisp and clean white color with a touch of gray and part of our High Hide Whites Collection. Reminding one of a snowy morning, this bright white color is versatile and will work for any design aesthetic. North to Alaska is a fresh, clean and modern white color, which makes it an excellent choice for trim and cabinetry, as well as modern and contemporary open spaces. This white color also pairs well with cool colors such as grays and blues.",,,https://www.dunnedwards.com/colors/browser/dehw06/
DEHW07,#ECEEEA,Perfect Palette,SUGAR SWIZZLE,"Sugar Swizzle color is a clean, cooler white with a subtle touch of gray undertones, offering both versatility and charm. This classic white has depth, making it a refreshing choice for modern spaces, particularly in open floor plans. Its light, airy quality is perfect for creating serene, minimalist atmospheres, while its muted sophistication makes it an excellent neutral backdrop. Whether used on its own or paired with other whites or cool grays, Sugar Swizzle lends elegance and dimension to any room without feeling too stark or cold.",,,https://www.dunnedwards.com/colors/browser/dehw07/
DEHW08,#ECEEEC,Perfect Palette,CLASSIC WHITE,"Classic White is a cooler, neutral white color and is part of our High Hide Whites Collection. Inspired by classic elegance and clean architecture, Classic White is a snowy white color and the ideal neutral shade for bright and airy spaces and is a perfect blank canvas for art-filled spaces. This cool white color is illuminating and pure, making it an ideal white color for whole home design or for use on trim, ceilings and cabinetry.",,,https://www.dunnedwards.com/colors/browser/dehw08/
DEHW09,#ECEDEA,Perfect Palette,BE COOL,"Be Cool is a cool, crisp white color and is part of our High Hide Whites Collection. Brilliant and sparkling with energy, Be Cool is an ideal white color for use on trim work and cabinetry. The more neutral, reflective quality of this cool white makes it a perfect choice for contemporary and modern architecture. This clean white pairs beautifully with grays and other cool color shades. Is your room south-facing? Cool white colors such as Be Cool are ideal choices to counterbalance the natural warming tones from southern exposure.",,,https://www.dunnedwards.com/colors/browser/dehw09/
DEHW10,#EAEBE8,Perfect Palette,ICY WHITE,"Icy White is a cool, snowy clean white color and is part of our High Hide Whites Collection. This cool, brilliant white conjures up images of winter wonderlands and provides a welcome ambiance to modern spaces. This versatile white color provides the perfect backdrop to artwork and brightens a room with limited natural lighting.",,,https://www.dunnedwards.com/colors/browser/dehw10/
DEW300,#FFF4F3,Perfect Palette,COY,"Coy is a pastel-tinted white color with pink undertones and part of our Whites Collection. With its soft, subtle tint of color, Coy is a delicate, pastel white color that is versatile enough to use as a wall color or cabinetry. With the continuing trend of pink hues everywhere, Coy is an ideal choice to bring in just a hint of color for modern design styles, as well and traditional historic architecture such as Victorian and Craftsman.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew300/
DEW301,#FFF0EA,Perfect Palette,STRAWBERRY DUST,"Strawberry Dust is a precious, warm white paint color with pink undertones. This sweet tart pink has a barely there quality, with an energetic and playful energy that is just waiting for its moment to shine.",,,https://www.dunnedwards.com/colors/browser/dew301/
DEW302,#FDEFE9,Perfect Palette,ROMANTIC,,,,https://www.dunnedwards.com/colors/browser/dew302/
DEW303,#FAEAE2,Perfect Palette,DOGWOOD,,,,https://www.dunnedwards.com/colors/browser/dew303/
DEW304,#FFF4E8,Perfect Palette,WHAT'S LEFT,,,,https://www.dunnedwards.com/colors/browser/dew304/
DEW305,#FFF8EE,Perfect Palette,SATIN PURSE,,,,https://www.dunnedwards.com/colors/browser/dew305/
DEW306,#FFF7E7,Perfect Palette,SHEER PEACH,,,,https://www.dunnedwards.com/colors/browser/dew306/
DEW307,#FAEADD,Perfect Palette,ROSARIAN,,,,https://www.dunnedwards.com/colors/browser/dew307/
DEW308,#FBE9D8,Perfect Palette,POPPY CREPE,,,,https://www.dunnedwards.com/colors/browser/dew308/
DEW309,#FAECD9,Perfect Palette,AJO LILY,"Ajo Lily is a tinted warm white with a touch of yellow color and part of the Whites Collection. Also called desert lily, this warm white is perfect for a desert modern or Bohemian design styled home paired with layers of muted warm, rosy neutrals, sage greens and misted violets to complete a well-rounded color palette.",,,https://www.dunnedwards.com/colors/browser/dew309/
DEW310,#F3E7DB,Perfect Palette,ALABASTER,"Alabaster is a soft, off-white color with a hint of beige undertones and part of the Whites Collection. A simple neutral hue with a touch of warmth allows Alabaster to be the perfect backdrop color to highlight any design aesthetic. Try Alabaster on kitchen cabinetry or pair with décor and other warmer paint colors for a flawless finish.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew310/
DEW311,#F1E7DB,Perfect Palette,FRENCH WHITE,"Ooh la la! This barely blushing, warm white paint color has a subtle touch of rose. French White is a cozy, elegant, and traditional color.",,,https://www.dunnedwards.com/colors/browser/dew311/
DEW312,#F6EAD8,Perfect Palette,TOTAL RECALL,,,,https://www.dunnedwards.com/colors/browser/dew312/
DEW313,#FDF3E4,Perfect Palette,EARLY SNOW,,,,https://www.dunnedwards.com/colors/browser/dew313/
DEW314,#F9F0E1,Perfect Palette,DESERT STAR,,,,https://www.dunnedwards.com/colors/browser/dew314/
DEW315,#F8EEE3,Perfect Palette,WHITE ZIN,,,,https://www.dunnedwards.com/colors/browser/dew315/
DEW316,#F9F2E7,Perfect Palette,POWDERED,,,,https://www.dunnedwards.com/colors/browser/dew316/
DEW317,#FFF9EC,Perfect Palette,DAY LILY,,,,https://www.dunnedwards.com/colors/browser/dew317/
DEW318,#F7EFDD,Perfect Palette,COTTAGE WHITE,"Cottage White color is a soft warm white with a touch of yellow and part of the Whites Collection. With its soft, warm undertones, Cottage White looks lovely in bedrooms where it adds a warm glow to the welcoming retreat.",,,https://www.dunnedwards.com/colors/browser/dew318/
DEW319,#FBF1DF,Perfect Palette,DAMASK,,,,https://www.dunnedwards.com/colors/browser/dew319/
DEW320,#FFF8E3,Perfect Palette,PINCH OF PEARL,,,,https://www.dunnedwards.com/colors/browser/dew320/
DEW321,#FFFDEB,Perfect Palette,SPARKLING CIDER,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew321/
DEW322,#FFF9E4,Perfect Palette,MAGNOLIA,Magnolia is an ivory off-white and part of our Whites collection. This soft white is a reminder of that the first hints of spring are the many trees and flowers that begin to bloom. Try Magnolia as a warmer white option throughout your home interior.,,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew322/
DEW323,#FFF6DA,Perfect Palette,IVORY CHARM,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew323/
DEW324,#F7EFDE,Perfect Palette,PHOENIX VILLA,,,,https://www.dunnedwards.com/colors/browser/dew324/
DEW325,#FFFBF0,Perfect Palette,VANILLA SHAKE,"Vanilla Shake is a natural, milky white color with a touch of warmth and part of our Whites Collection. With its mildly warm undertones, this color creates an inviting and elegant scene. Inherently versatile and tranquil, paint Vanilla Shake throughout the home for a sense of calm.",,,https://www.dunnedwards.com/colors/browser/dew325/
DEW326,#F6EEDF,Perfect Palette,BIRCH WHITE,"Birch White color is an off-white and is part of our Whites Collection. Inspired by the birch trees that look so beautiful in the fall with the white bark and yellow leaves. If you’re looking for a creamier, warm white, try Birch White.",,,https://www.dunnedwards.com/colors/browser/dew326/
DEW327,#FAF0DB,Perfect Palette,LILY,,,,https://www.dunnedwards.com/colors/browser/dew327/
DEW328,#F6EBD7,Perfect Palette,PEARL WHITE,"Pearl White color is a creamy warm white and part of our Whites Collection. Inspired by the white color of precious pearls, Pearl White paint creates an understated, calming backdrop on a home's interior walls. A great choice for a traditional or beach home as a base color. Pair with cool blues and grays to balance out the warmth.",,,https://www.dunnedwards.com/colors/browser/dew328/
DEW329,#F6ECD6,Perfect Palette,WAX WING,,,,https://www.dunnedwards.com/colors/browser/dew329/
DEW330,#FFF9E2,Perfect Palette,SNUG COTTAGE,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew330/
DEW331,#FFFFE9,Perfect Palette,WEDDING DRESS,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew331/
DEW332,#FFFAE5,Perfect Palette,LEAD GLASS,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew332/
DEW333,#FAF7E2,Perfect Palette,DIAMOND,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew333/
DEW334,#FFFCE3,Perfect Palette,CLEAR DAY,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew334/
DEW335,#FBF9E1,Perfect Palette,ICICLE,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew335/
DEW336,#F5EBD8,Perfect Palette,WHITE SAND,"White Sand is an off-white color and part of the Whites Collection. As a warm, understated color, White Sand appeals to both traditional and modern design styles. Create a neutral backdrop to traditional design spaces using this off white color or pair with a deep color for a high-contrast look.",,,https://www.dunnedwards.com/colors/browser/dew336/
DEW337,#FFFDF2,Perfect Palette,GARDENIA,"Gardenia color is a bright, warm white and part of our Whites collection. Pair Gardenia with warm woods and pattern to create a cozy retreat.",,,https://www.dunnedwards.com/colors/browser/dew337/
DEW338,#FDF9EF,Perfect Palette,WHITE HEAT,"White Heat is a beachy, bright warm white color and part of our Whites Collection. With the touch of warmth highlighted in this color, White Heat is perfect, classic choice for brighter spaces with lots of natural light and is an effortless choice for Spanish and Mediterranean architectural styles.",,,https://www.dunnedwards.com/colors/browser/dew338/
DEW339,#F3EDDE,Perfect Palette,BONE CHINA,"Bone China is a warm off white and part of the Whites Collection. Understated and elegant, Bone China is extremely versatile and neither too warm nor cool. Try Bone China as a whole home neutral color for a calming retreat that is balanced. This fail-safe color also pairs well with sage greens and gray blues for a coastal aesthetic.",,,https://www.dunnedwards.com/colors/browser/dew339/
DEW340,#FDFAF1,Perfect Palette,WHISPER,"Whisper color is one of our most popular bright, warm whites and part of our Whites collection. Try Whisper as a wall, trim or accent color just about anywhere you want a shot of white inside or outside the home.",,,https://www.dunnedwards.com/colors/browser/dew340/
DEW341,#F8F5E9,Perfect Palette,SWISS COFFEE,"Swiss Coffee color is a warm white with creamy undertones and part of the Whites Collection. As one of our legacy colors that has been part of Dunn-Edwards history for decades, Swiss Coffee adds just the right amount of warmth while still feeling neutral and crisp. This neutral white is a customer favorite, for good reason. The color of fresh cream, Swiss Coffee is a casual, soft white that is versatile and adds a sense of depth when paired with lighter or darker neutrals.",,,https://www.dunnedwards.com/colors/browser/dew341/
DEW342,#F2EDEC,Perfect Palette,BABY'S BREATH,"Baby’s Breath is a subtle, natural warm white and part of our Whites Collection. With a hint of delicate freshness, this effortless white color is versatile and an ideal choice for almost any design style. Pair Baby’s Breath with sage and tan for a classic color palette.",,,https://www.dunnedwards.com/colors/browser/dew342/
DEW343,#FCF7EB,Perfect Palette,PEARL NECKLACE,"Pearl Necklace is a light, pearlescent warm white and part of our Whites Collection. Like grandmother’s pearls, this sophisticated and versatile white color is a classic and always in style. Add Pearl Necklace throughout the home to create a clean, quiet wash of color that serves as a lovely backdrop for art and décor.",,,https://www.dunnedwards.com/colors/browser/dew343/
DEW344,#FFFBEE,Perfect Palette,FROSTING CREAM,"Frosting Cream color is a bright, warm white and part of our Whites collection. Try Frosting Cream as a whole home hue for an elegant, sleek look to your space to allow freedom to design in a far-reaching range of styles.",,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew344/
DEW345,#FBF4E8,Perfect Palette,WHITE FEVER,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew345/
DEW346,#F7F1E2,Perfect Palette,SWAN WHITE,"Swan White paint color is a soft, luminous off-white with warm undertones that bring a sense of subtle elegance. Its creamy brightness makes it an ideal backdrop for both classic and contemporary interiors, enhancing natural light and complementing a wide range of palettes.",,,https://www.dunnedwards.com/colors/browser/dew346/
DEW347,#FFFEED,Perfect Palette,LUMINARY,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew347/
DEW348,#FFFCEC,Perfect Palette,GLAMOUR WHITE,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew348/
DEW349,#F3F3D9,Perfect Palette,SHYNESS,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew349/
DEW350,#FBFBE5,Perfect Palette,CLEARVIEW,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew350/
DEW351,#ECE6D5,Perfect Palette,ANTIQUE WHITE,Antique White paint color is an inviting white with a soft greige undertone. This weathered white is an ideal wall color for almost any design style to create an elegant statement. The subtle depth of this white pairs well with soft greens and warm grays.,,,https://www.dunnedwards.com/colors/browser/dew351/
DEW352,#F3F3E6,Perfect Palette,CUMULUS,,,,https://www.dunnedwards.com/colors/browser/dew352/
DEW353,#F8F7E6,Perfect Palette,IVORY KEYS,,,,https://www.dunnedwards.com/colors/browser/dew353/
DEW354,#FAF7EB,Perfect Palette,VAN DE CANE,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew354/
DEW355,#E8E8D4,Perfect Palette,GREEN TEA,,,,https://www.dunnedwards.com/colors/browser/dew355/
DEW356,#F3F9E9,Perfect Palette,BEAN SPROUT,,,,https://www.dunnedwards.com/colors/browser/dew356/
DEW357,#F9F8EF,Perfect Palette,WHITE CREST,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew357/
DEW358,#FAF7F0,Perfect Palette,MILK GLASS,"Milk Glass color is a warm, bright white perfect for creating a polished and fresh look. A designer-favorite, Milk Glass is a great choice for trim and ceilings paired with soft neutrals for coastal, light-filled charm.",,,https://www.dunnedwards.com/colors/browser/dew358/
DEW359,#F7F9E9,Perfect Palette,SOFT SILVER,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/dew359/
DE5000,#FEE8F5,Perfect Palette,BASHFUL,,,,https://www.dunnedwards.com/colors/browser/de5000/
DE5001,#F9D7EE,Perfect Palette,SPRING LILAC,,,,https://www.dunnedwards.com/colors/browser/de5001/
DE5002,#F1BFE2,Perfect Palette,LIGHT LAVENDER,,,,https://www.dunnedwards.com/colors/browser/de5002/
DE5003,#E1A0CF,Perfect Palette,EXOTIC VIOLET,,,,https://www.dunnedwards.com/colors/browser/de5003/
DE5004,#CD7DB5,Perfect Palette,PERUVIAN LILY,,,,https://www.dunnedwards.com/colors/browser/de5004/
DE5005,#B35E97,Perfect Palette,BRANDYWINE,,,,https://www.dunnedwards.com/colors/browser/de5005/
DE5006,#9B4B80,Perfect Palette,PLUM PASSION,,,,https://www.dunnedwards.com/colors/browser/de5006/
DE5007,#FDE1F0,Perfect Palette,PALE BLOSSOM,,,,https://www.dunnedwards.com/colors/browser/de5007/
DE5008,#F8D0E7,Perfect Palette,PINK LILY,"Pink Lily is a light, whitened red-violet color and part of the Reds Collection. Inspired by the blooming pink lily flowers on full display in spring time, paint Pink Lily in a cozy reading room and layer in lighter neutrals like cream and natural wood tones. Balance with charcoal gray or gray-blues. For the adventurous, paint Pink Lily in a powder room and pair with navy blue and antique brass fixtures.",,,https://www.dunnedwards.com/colors/browser/de5008/
DE5009,#EFB6D8,Perfect Palette,SOFT CASHMERE,,,,https://www.dunnedwards.com/colors/browser/de5009/
DE5010,#DE96C1,Perfect Palette,GUMDROP,,,,https://www.dunnedwards.com/colors/browser/de5010/
DE5011,#C973A2,Perfect Palette,DEEP CARNATION,,,,https://www.dunnedwards.com/colors/browser/de5011/
DE5012,#AE5883,Perfect Palette,VIVID VIOLET,,,,https://www.dunnedwards.com/colors/browser/de5012/
DE5013,#96466A,Perfect Palette,DEEP MAGENTA,"Deep Magenta is a dark purplish-red, inspired by its origins in Magenta, Italy, in the 19th-century. During this time a dye named fuchsine was discovered from the fuchsia plant and the color became a success, used widely in fashion and art. Magenta is trending through 2022 so try this dramatic hue in a space that you want others to notice.",,,https://www.dunnedwards.com/colors/browser/de5013/
DE5014,#FAE2ED,Perfect Palette,SPUN SUGAR,,,,https://www.dunnedwards.com/colors/browser/de5014/
DE5015,#F2CFE0,Perfect Palette,MINIMAL ROSE,,,,https://www.dunnedwards.com/colors/browser/de5015/
DE5016,#E4B3CC,Perfect Palette,MUDDY MAUVE,,,,https://www.dunnedwards.com/colors/browser/de5016/
DE5017,#D198B5,Perfect Palette,EXOTIC LILAC,,,,https://www.dunnedwards.com/colors/browser/de5017/
DE5018,#B87592,Perfect Palette,FIRST PLUM,,,,https://www.dunnedwards.com/colors/browser/de5018/
DE5019,#9D5C75,Perfect Palette,ROSEWINE,,,,https://www.dunnedwards.com/colors/browser/de5019/
DE5020,#82495A,Perfect Palette,MAHOGANY CHERRY,"Mahogany Cherry is a deep, plum rose hue exuding warmth and nostalgia. This burgundy, inspired by sweet cherries, is perfect for treasured spaces as the color's intensity will create a cozy, welcoming aesthetic. Pair with terracotta, warm neutrals and soft whites for an enriching color experience.",,,https://www.dunnedwards.com/colors/browser/de5020/
DE5021,#FFE3F4,Perfect Palette,BUNNY TAIL,,,,https://www.dunnedwards.com/colors/browser/de5021/
DE5022,#FFD8F0,Perfect Palette,SWEET SACHET,,,,https://www.dunnedwards.com/colors/browser/de5022/
DE5023,#FABFE4,Perfect Palette,PRETTY IN PINK,"Pretty in Pink paint is a light fuchsia rose color and part of our Reds Collection. Inspired by the range of sweet, nursery pinks and popular pink shades of Mid-century Modern design, this shade of pink will brighten any room. Try Pretty in Pink paired with bold, abstract art, black and white textiles and a Moroccan rug for a bohemian vision.",,,https://www.dunnedwards.com/colors/browser/de5023/
DE5024,#F0A0D1,Perfect Palette,VIOLET KISS,,,,https://www.dunnedwards.com/colors/browser/de5024/
DE5025,#E47CB8,Perfect Palette,FUCHSIA BLUSH,,,,https://www.dunnedwards.com/colors/browser/de5025/
DE5026,#D15B9B,Perfect Palette,CRUSHED BERRIES,,,,https://www.dunnedwards.com/colors/browser/de5026/
DE5027,#BA417B,Perfect Palette,RAZZLE DAZZLE,"Razzle Dazzle color is a vibrant, bold magenta color with a hint of purple, Razzle Dazzle is energetic and playful. It brings a sense of excitement and drama, making it perfect for making a statement or adding a pop of color to bold, creative designs.",,,https://www.dunnedwards.com/colors/browser/de5027/
DE5028,#FFEBF2,Perfect Palette,FAIRY WINGS,,,,https://www.dunnedwards.com/colors/browser/de5028/
DE5029,#FBDAE8,Perfect Palette,BERRY FROST,,,,https://www.dunnedwards.com/colors/browser/de5029/
DE5030,#F3C3D8,Perfect Palette,SWEETHEART,,,,https://www.dunnedwards.com/colors/browser/de5030/
DE5031,#E5A5C1,Perfect Palette,THINK PINK,,,,https://www.dunnedwards.com/colors/browser/de5031/
DE5032,#D182A0,Perfect Palette,HEIRLOOM ROSE,,,,https://www.dunnedwards.com/colors/browser/de5032/
DE5033,#B96482,Perfect Palette,RASPBERRY PARFAIT,,,,https://www.dunnedwards.com/colors/browser/de5033/
DE5034,#9F4D65,Perfect Palette,CHERRY BERRY,"Deep and deliciously distinguished, Cherry Berry is a magenta petal pink paint color.",,,https://www.dunnedwards.com/colors/browser/de5034/
DE5035,#FFE8F4,Perfect Palette,FAIRY DUST,"Fairy Dust color is a light, whitened magenta pink and part of our Reds Collection. Sparkling and light, add a touch of fairytale magic to a nursery, powder room, guest space or other interior spaces that need a wisp of color.",,,https://www.dunnedwards.com/colors/browser/de5035/
DE5036,#FED5E9,Perfect Palette,BALLERINA,,,,https://www.dunnedwards.com/colors/browser/de5036/
DE5037,#F8BDD9,Perfect Palette,FLAMINGO FEATHER,,,,https://www.dunnedwards.com/colors/browser/de5037/
DE5038,#EC9DC3,Perfect Palette,BE MY VALENTINE,,,,https://www.dunnedwards.com/colors/browser/de5038/
DE5039,#DD79A2,Perfect Palette,REAL RASPBERRY,,,,https://www.dunnedwards.com/colors/browser/de5039/
DE5040,#C95B83,Perfect Palette,LIPSTICK,,,,https://www.dunnedwards.com/colors/browser/de5040/
DE5041,#B14566,Perfect Palette,SANGRIA,,,,https://www.dunnedwards.com/colors/browser/de5041/
DE5042,#FFE6F1,Perfect Palette,CHERUBIC,,,,https://www.dunnedwards.com/colors/browser/de5042/
DE5043,#FFDBEB,Perfect Palette,ROSE GLOW,,,,https://www.dunnedwards.com/colors/browser/de5043/
DE5044,#FFC4DD,Perfect Palette,SWEET ROMANCE,,,,https://www.dunnedwards.com/colors/browser/de5044/
DE5045,#FEA6C8,Perfect Palette,TAFFY PINK,,,,https://www.dunnedwards.com/colors/browser/de5045/
DE5046,#F485AC,Perfect Palette,CARNATION,,,,https://www.dunnedwards.com/colors/browser/de5046/
DE5047,#E4658E,Perfect Palette,LOVE LETTER,,,,https://www.dunnedwards.com/colors/browser/de5047/
DE5048,#D04A70,Perfect Palette,PINK PUNCH,"Pink Punch color is a vivid fuchsia and part of our Reds collection. This confident, cheerful hue is perfect for tropical design styles and looks great as an accent color in powder rooms, entryways, and front doors for a fun, bright welcome.",,,https://www.dunnedwards.com/colors/browser/de5048/
DE5049,#FFE5ED,Perfect Palette,EARLY BLOSSOM,,,,https://www.dunnedwards.com/colors/browser/de5049/
DE5050,#FCD2DF,Perfect Palette,CREAMY STRAWBERRY,,,,https://www.dunnedwards.com/colors/browser/de5050/
DE5051,#F2B8CA,Perfect Palette,BERRIES 'N' CREAM,,,,https://www.dunnedwards.com/colors/browser/de5051/
DE5052,#E398AF,Perfect Palette,LOVE POTION,,,,https://www.dunnedwards.com/colors/browser/de5052/
DE5053,#CF758A,Perfect Palette,FIRST LOVE,,,,https://www.dunnedwards.com/colors/browser/de5053/
DE5054,#B95B6D,Perfect Palette,CANDIED APPLE,,,,https://www.dunnedwards.com/colors/browser/de5054/
DE5055,#A44A56,Perfect Palette,MERLOT,"Upscale yet celebratory, Merlot is a toast for your walls. This classic wine paint color infused hue adds versatility to a variety of different design styles.",,,https://www.dunnedwards.com/colors/browser/de5055/
DE5056,#FFE5EF,Perfect Palette,SWEETLY,,,,https://www.dunnedwards.com/colors/browser/de5056/
DE5057,#FFDAE8,Perfect Palette,BALLET SLIPPER,"Ballet Slipper color is a sweet and light, bright pink and part of our Reds Collection. Inspired by the classic shoe worn by ballerinas everywhere, try Ballet Slipper in a nursery or guest room for a burst of pastel freshness or even a front door for an invigorating welcome.",,,https://www.dunnedwards.com/colors/browser/de5057/
DE5058,#FFC9DD,Perfect Palette,CHERRY BLUSH,,,,https://www.dunnedwards.com/colors/browser/de5058/
DE5059,#FFADC9,Perfect Palette,HEARTFELT,,,,https://www.dunnedwards.com/colors/browser/de5059/
DE5112,#FFE8E5,Perfect Palette,SHEER ROSEBUD,,,,https://www.dunnedwards.com/colors/browser/de5112/
DE5113,#FACFCC,Perfect Palette,FAIRYTALE DREAM,,,,https://www.dunnedwards.com/colors/browser/de5113/
DE5114,#EEB5AF,Perfect Palette,MESA ROSE,,,,https://www.dunnedwards.com/colors/browser/de5114/
DE5115,#DD9592,Perfect Palette,DUSTY CEDAR,,,,https://www.dunnedwards.com/colors/browser/de5115/
DE5116,#C8756D,Perfect Palette,ROUGE,"Rouge color is a midtone dusty cedar red and part of our Oranges Collection. Inspired by the makeup used to tint a person's cheeks, Rouge is a lovely warm hue perfect for a powder room, guest bedroom or even a front door.",,,https://www.dunnedwards.com/colors/browser/de5116/
DE5117,#B45F56,Perfect Palette,REDWOOD CITY,,,,https://www.dunnedwards.com/colors/browser/de5117/
DE5118,#A35046,Perfect Palette,BBQ,,,,https://www.dunnedwards.com/colors/browser/de5118/
DE5119,#FFE6E4,Perfect Palette,PINK THEORY,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5119/
DE5120,#FFD9D6,Perfect Palette,FORGOTTEN PINK,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5120/
DE5121,#FFC3BF,Perfect Palette,LADYLIKE,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5121/
DE5122,#F4A6A1,Perfect Palette,ROSEBERRY,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5122/
DE5123,#E5867B,Perfect Palette,CULTURED ROSE,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5123/
DE5124,#CC6758,Perfect Palette,SOUTHWESTERN CLAY,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5124/
DE5125,#B95543,Perfect Palette,RED RIVER,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5125/
DE5126,#FFF3F0,Perfect Palette,SOFT PEACH MIST,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5126/
DE5127,#FFECE9,Perfect Palette,ROSE FROST,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5127/
DE5128,#FFDEDA,Perfect Palette,PEACHY KEEN,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5128/
DE5129,#FFC9C4,Perfect Palette,PEACHTREE,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5129/
DE5130,#FFAFA3,Perfect Palette,AMBER TIDE,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5130/
DE5131,#FF9682,Perfect Palette,ORANGE AURA,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5131/
DE5132,#FF714E,Perfect Palette,OFTEN ORANGE,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5132/
DE5133,#FFF2EF,Perfect Palette,POLISHED PINK,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5133/
DE5134,#FFE6E2,Perfect Palette,FIRST KISS,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5134/
DE5135,#FFD3CF,Perfect Palette,GIRLIE,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5135/
DE5136,#FFBBB4,Perfect Palette,CHERRY CHIP,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5136/
DE5137,#FB9587,Perfect Palette,ADOBE AVENUE,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5137/
DE5138,#E57059,Perfect Palette,ORANGEVILLE,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5138/
DE5139,#C75433,Perfect Palette,SPICY TOMATO,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5139/
DE5140,#FFECE5,Perfect Palette,PEACH BREEZE,,,Interior Use Only,https://www.dunnedwards.com/colors/browser/de5140/
