D4CEBF,F4F0E8
C7BDA8,EBE6D7
DCD3BC,F6EFE1
E3CBA8,FDFAF1
B9B79B,F2F0E8
74857F,E4EBE7
BFD1C9,ECEBEA
E5D2B0,FFFDF2
D4D0C5,F7F6F1
D5C7B3,F7F6F1
D5DBD5,FDFAF1
ADC5C9,FDFAF1
D6C5A9,FDFAF1
D2C6AE,FDFAF1
D5D8BC,F3F5E9
EAD0A9,F6ECD6
B9B297,EBE6D7
BCAB9C,F4ECDB
B89B6B,F9EEDC
D2C5AE,F7F6F1
CACFDC,F7F6F1
D4D0C5,FDFAF1
D2C5AE,F7F6F1
D1D2BF,F6EBD7
9E8185,F3E5CB
D5D8BC,F3F5E9
E5A5C1,FFFCEC
D2C6AE,FCF7DB
C8AE96,FFFDF2
B1B6A3,F7F1E2
D8CFC1,F5EFE8
FDFAF1,FFFCDB
CBCDC4,ECEBE5
E5D2B0,FBF1DF
D8CFC1,F5EFE8
DDCB91,F0EFEB
E9D3BA,FCF7EB
BFC9D0,FDFAF1
D2C6AE,FDFAF1
FCE5BF,FFFBEE
D5DBD5,F1E7DB
D0D2C5,F4F2EA
F3E5CB,FBF1DF
E2CCC7,FFF8E3
CCBEAC,FBF4E8
E2CC9C,E5DFCD
6DBAC0,F1E7D5
C5B9B4,ECE5E1
CEBE9F,FAF3E6
F5CE9F,FFEFD6
D8C7B6,FFF9EC
D4D0C5,F4F1EB
D8E4DE,FFF9EC
DDC3B7,F5E6DE
EDD2A3,FFFDF2
BCA380,E6E3D6
C1B4A0,FDFAF1
D8C7B6,FDFAF1
D5C7B3,F4F0E3
A5B4B6,F4F0E1
F4EAF0,FFF8EE
DBD4AB,FFF8E3
CDB9A2,FFFBEE
C0C3C4,F6E5F6
E5D2B0,F7F6F1
D4D0C5,F4F1EB
BEA781,EBE6D7
A7B191,E3DAC6
CC9469,E5DFCD
D4C0C5,FDFAF1
F1E7D5,FDFAF1
E2D8C3,FFFDF2
E2CCC7,FFF9EC
BA947F,E2D8C2
DDCDB3,FAF3E6
DFC6AA,FFF9EC
FAE6CA,FFFBF0
D19776,FDF2DB
D0D1C1,F2F0E8
DFC6AA,FDFAF1
D8CFC1,FDFAF1
D5C7B3,F4F0E3
E2C779,FFFDF2
F6EFC5,F7F6F1
F6BC77,F7F6F1
D04A70,F5E6DE
B5B6CE,FFFCEC
D6C3B9,FDFAF1
B6B5A0,F2F0E8
DDB994,FFFBF0
606256,E5DFCD
D5CDB4,ECEBE5
E5D2B0,FDFAF1
EDD2A3,FFFBEE
B3B5AF,E2D8C2
C2B1A1,FFF0EA
D5C6BD,FDFAF1
E3DAC6,F0EFEB
BCC4BD,FAECD9
D8C7B6,FDFAF1
D5DBD5,F7F6F1
D2D8F4,F7F6F1
BBB0B1,FDFAF1
D5C7B3,F4F0E3
D5DBD5,E8EBE7
DBDBDA,ECEBEA
ABDCEE,FDFAF1
A9B49A,E3E1CC
DBD0CE,F7F6F1
EDD2A3,FDFAF1
D5B59C,FCF0E5
C5C0AC,FBE9D8
CDD0C0,FDFAF1
E2D6BD,FFFFEF
E6B4A6,F4ECDB
E0CFB5,FFF9EC
C7C7C2,F0EFEB
D0D2C5,FCF7EB
D4D0C5,F4F1EB
D8C7B6,F7F6F1
E26058,F4ECDB
BFD1C9,FFF9EC
D2C6AE,FFFCEC
C8D1C4,F7F6F1
C6AEAA,EEDFDD
BAB4A6,E6E3D6
E3CBA8,F8F5E9
D8CEB9,F0EFEB
F1D5AE,F8F5E9
D8CEB9,F1E4CB
D6C0A4,F5E9D9
F7D8C4,FBF1DF
BAB6A9,F4F1EB
E8DCD5,FDEFE9
D6C3B9,FDEFE9
D5C6BD,FDFAF1
D8DADB,FFFBEE
C7B39E,FFFCEC
D76968,FDFAF1
D8C7B6,FFFCEC
C7B39E,FFFCEC
DBD0CE,ECE3E1
D6C0A4,F5E9D9
C5C0AC,EDE9DD
D8CFC1,FFFFE8
D4CEBF,F4F0E8
CEBE9F,F8F5E9
A9B49A,E3E1CC
BBB0B1,F6EBD7
C1B4A0,F5EFE8
D5C6BD,F5ECE7
A3B9CD,ECE5E1
CBC5C6,FDFAF1
637983,F0EFEB
BCC4BD,F7F6F1
FBD5BD,FFF2E4
C5B9B4,FFF8E3
D9DAD2,ECEBE5
C6C191,F1E4CB
E2D6BD,FAF3E6
DAB77F,F4ECDB
D2CFC1,F3F0E8
E3D4B9,EBE9D8
B78D61,F4ECDB
BCC4BD,FFF9E4
BEAC90,F4F0E3
CDB9A2,F8F5E9
BAB6A9,E8EFF8
F0DCA0,FDFAF1
D0DBD7,F7F6F1
E8DCD5,FDFAF1
E1DDBF,FDFAF1
AEADAD,F0EFEB
DD9592,FFE8E5
B6C4BD,FDFAF1
CBCDC4,ECEBE5
CCBEAC,FFFFEC
D8CEB9,F4F0E1
F2CFE0,FFFDF2
E8DCD5,FDFAF1
C3B4B3,FDFAF1
CDB9A2,FFF9EC
C1B4A0,F5EFE8
90B1AE,F0EFEB
EEE2D5,FFFBF0
D6C0A4,FAF7F0
DDDCBF,F9F2E7
B6C4BD,FDFAF1
D6C0A4,F5E9D9
C1B4A0,F5EFE8
A49688,F6EFE1
D6C5A9,FDFAF1
F3D5A1,F7F6F1
C6B788,E3DAC6
B9BABA,F7F6F1
AEB9BC,FDFAF1
BBBFC3,F7F6F1
C1B4A0,F5EFE8
E1CBB6,FFFDF2
BBB3A2,F4F0E8
D6C5A9,FDFAF1
D5D8BC,FDFAF1
BFAA97,F7F6F1
B8B8CB,F7F6F1
D2CFC1,F3F0E8
E8C8B8,FFF9EC
9DA693,D5CFBD
D8CFC1,FFECE0
E9B679,F7F6F1
D8C7B6,FFFEED
D2C6AE,FFFDF2
BAB6AB,E6E3D6
E7E2D6,FDFAF1
C7D7E0,FDFAF1
E5DA9F,FDFAF1
E2C4AF,F0EFEB
D0D1C1,F7F6F1
FDFAF1,FFFBC1
FBE3A1,FDFAF1
D8C095,F4ECDB
E3D2C0,FDFAF1
C5C0AC,F8F5E9
CFD5D7,FDFAF1
C8756D,FBF1DF
D2C6AE,F0E8D9
BCA380,E2D8C2
AE5883,FDFAF1
D6C5A9,F5ECDC
BCA380,E2D8C2
CEBE9F,FAF3E6
EDD2A3,F7F6F1
D1D8D6,FFFBF0
C6A499,F5ECDC
E6E3D8,FFFCEC
DCD8C7,FFF8E1
E1CEAD,F7F6F1
EDECD7,FFF9E4
E2D6BD,FAF3E6
E2D6BD,FFFCEC
A9B9B5,EBE2CF
E3D4B9,F0EFEB
E5A192,FFFDF2
AFB2A7,ECEBE5
CEBE9F,FFFDF2
FDFAF1,FFE9E1
C1B4A0,F5EFE8
D8CFC1,F5EFE8
DDDCBF,FFFDF2
D5D8BC,FFF9E4
CDBDBA,EDE2E0
FFDCD2,FFFBF0
753A58,E8DCD5
D4C0C5,F7F6F1
DCD3CE,FFF9EC
BBB3A2,F7F6F1
FEE8D6,FFFBF0
E7E2D6,F4F0E8
E3CBA8,FAEEDB
B87A59,FFFBEE
B1CFC7,FDFAF1
C2B1A1,F6EBD7
C1B4A0,FDFAF1
AEB9BC,FFF9EC
D8C095,DCD3BC
BCA380,EBE9D8
D6C0A4,F5E9D9
D4C0C5,F4E9EA
BCAA9F,FDFAF1
E1CBB6,FDFAF1
D2C6AE,F2EDEC
CBCDC4,F7E5E6
B6C4BD,CCBEAC
C1B4A0,F5EFE8
A27C4F,EBE2CF
B8A88A,F0EFEB
FFDE9C,F7F6F1
F3E5CB,FFFBF0
7B85C6,E6E9F9
BEA781,EBE9D8
D6C3B9,F5EAE3
CBCDC4,ECEBE5
D2C6AE,F0E8D9
D5C6BD,FDFAF1
D8CFC1,FAF7F0
BFD1C9,E9F1EC
D2C6AE,FBF1DF
E5C1A7,FFF4F3
D6BA9B,FFFDEB
D2C6AE,FDFAF1
D4CEBF,F4F0E8
D5C7B3,F7F6F1
D6C0A4,F5E9D9
D2C6AE,FFFCEC
F8CDAA,F7F6F1
E7E3DB,F4F1EB
C5C0AC,EDE9DD
CDB9A2,FFF9EC
E9D3BA,FDFAF1
ECE0C4,F7F6F1
763B42,F7F6F1
EFDBA7,F7F6F1
D8CFC1,F5EFE8
F5ECE7,F7F6F1
C0B28E,E3DAC6
D2C6AE,F0E8D9
D8CFC1,F7F6F1
8BA8AE,F4F0E3
E1DDBF,FFF8E3
CEBE9F,F7F6F1
DBD4AB,FDFAF1
FCF0C2,F7F6F1
D8C7B6,F3F5E9
D2C6AE,F0E8D9
E7E3DB,F7F6F1
D1DAD5,F7F6F1
EEF1EA,F3E5CB
C7D7E0,F7F6F1
E9E2D7,F5EFE8
D6C5A9,FFF8EE
D6C3B9,F5EAE3
FBD5BD,F7F6F1
BCAA9F,FDFAF1
C7BDA8,ECEBE5
B3B5AF,ECEBE5
B5B8A8,FDFAF1
8F9183,F9EDE2
BEAC90,F7F6F1
FFD29D,F7F6F1
E0B695,F4ECDB
BFAA97,FFFEED
D6BA9B,FFFBF0
CCBEAC,F8F5E9
BCC4BD,F9F0E1
D8CFC1,FFF7ED
FDFAF1,FEE8D6
E3D2C0,FFFBF0
D0D2C5,FAF7F0
E1DDBF,FDFAF1
B8A88A,E5DFCD
B6C4BD,F7EFDE
D2D2DF,FDFAF1
BFD1C9,F5EBE1
DCD8C7,FDFAF1
D6C0A4,FFFDF2
BFD1C9,FBF4E8
C4C0E9,F7F6F1
E8DBC5,FAF7F0
D5C6BD,FDEFE9
D1D8D6,E5E8E6
AEB5C7,FFF8EE
E2C681,FFFAE5
C0B28E,E2D8C2
BCA380,EBE6D7
F2B8CA,FDFAF1
D8C7B6,FFF9EC
D8CFC1,F3F4F4
E3D2C0,FFFDF2
D8C095,F4ECDB
E3D4B9,EBE6D7
B9B297,DCD3BC
DDC9C6,FFFBF0
D8C7B6,F7F6F1
A9B49A,F4F0E1
E5DA9F,FAF4D4
B6C4BD,FAF7F0
E9E2D7,F5EFE8
E8DECE,F4F0E3
CDB9A2,FDFAF1
D0D2C5,FAF7F0
F3E5CB,FDFAF1
BBB3A2,FDFAF1
BBB3A2,F4F0E8
D4D0C5,F4F1EB
BAB4A6,ECEBE5
D1D8D6,FDFAF1
E1CBB6,F9EDE2
CDB9A2,F1E5D7
D6C0A4,FDFAF1
E2D6BD,FFF9EC
D4CEBF,F4F0E8
BAA3A9,F4E9EA
C1B4A0,F5EFE8
D6C5A9,FAF7F0
E57059,FCF0E5
D2CFC1,F3F0E8
90A58A,E3DAC6
AEADAD,ECEBE5
CCAC86,F4F0E1
BBB0B1,FDFAF1
D6C5A9,F5ECDC
E3D2C0,F7F6F1
CADCDE,F7F6F1
D0C5BE,F4F0E1
A5A495,E6E3D6
BCAB8C,FDFAF1
AFB2A7,ECEBE5
D5D7D9,F8F5E9
E2D5D3,FDFAF1
D4CEBF,F7F6F1
B3B5AF,ECEBE5
CBCDC4,FDFAF1
D8CFC1,F7F6F1
DEC1B8,FFF9EC
D2C6AE,FFFBF0
CEBE9F,FAF3E6
D1D2BF,F7F6F1
D8CFC1,FDFAF1
E3D2C0,FDFAF1
D8CFC1,FDFAF1
B3AB98,FFFBF0
E5D2B0,FBF1DF
F1D5AE,FDF3E4
D2C6AE,FFFDF2
CBB68F,F4F0E1
D2C6AE,EEE9F9
D8C7B6,F5EBE1
B6B5B8,FFFBEE
E7E3DB,FFFDF2
753A58,FBF1DF
A9B9B5,F0EFEB
C6C6C6,ECEBEA
BBB3A2,F4F0E8
BEA781,E2D8C2
C5C0AC,FDFAF1
F1BFE2,F5EFE8
E2D8C3,FDFAF1
8E5E5E,FDFAF1
CDB9A2,FDFAF1
E0E8DB,F6EBD7
E2D6BD,F9F2E7
BA99A2,FDFAF1
FCE5BF,FFFBF0
EFE0C6,F8F5E9
D6C3B9,F5EAE3
D8CFC1,FFF4F3
C1B4A0,FDFAF1
E3D2C0,FDFAF1
C7BDA8,EBE6D7
D2C6AE,F0E8D9
FFE8C7,FFF9E4
E8DECE,F4F0E3
EEE2D5,FDF9EF
E2D5D3,FFF9E4
CEE3DC,FFF9E4
D4CEBF,F4F0E8
FDFAF1,FFD2A9
E7E2D6,F4F0E8
B6C5C1,E4EBE7
D2C6AE,FFFBF0
CBB68F,F1E6CC
D8C095,F4F0E1
E9D8C2,FFF9EC
E1CEAD,FFFBF0
D26643,F4ECDB
D2C6AE,FFFFE9
E1CBB6,FDFAF1
F3EBA5,F8F5E9
D4D0C5,FDFAF1
FDF9EF,FFC3BF
A53B3D,EAEAEA
D5C7B3,FDFAF1
939789,E3DAC6
D2C6AE,FDFAF1
C6DCC7,EAF3E6
D4CEBF,F4F0E8
F1D5AE,FDFAF1
B7C0BE,FBF1DF
D4D0C5,F7F6F1
E6E3D8,FDFAF1
C1B4A0,F5EFE8
E5D0B0,F6EEDF
E9E2D7,F5EFE8
B3AB98,F7F6F1
D8CFC1,F5EFE8
D5C7B3,F4F0E3
AFA8A9,FFF7E7
DCD8C7,F7F6F1
DCD8C7,FDFAF1
BAB6A9,F4F1EB
D8CFC1,FFFFEC
F9BC7D,F7F6F1
D4D0C5,F4F1EB
D2A694,F3E4D3
D4CEBF,F4F0E8
D9DAD2,FDFAF1
EEE2D5,FFFBF0
D78A6C,FDF3E4
D2C6AE,F8F5E9
E8DAD1,F5EAE3
CBCDC4,FDFAF1
E7E3DB,F4F1EB
FEE8D6,FFFBF0
83C7DF,F7F6F1
AEB5C7,FDFAF1
E2D8C3,FDFAF1
D2C6AE,FFFEED
CEBE9F,FDFAF1
CDB9A2,F7F6F1
C1B4A0,FDFAF1
D0D1C1,FFFCEC
BCA59A,FDFAF1
AECAC8,FFF8E3
D0DBD7,FDFAF1
E3EFDD,F7F6F1
D4CEBF,F2FAED
B9B79B,F2EDEC
F6E3D3,FFFBF0
D8C7B6,FAF7F0
D4CEBF,F7F6F1
D5C7B3,F4F0E3
D4D0C5,F8F5E9
89978E,EBE9D8
D5C3AD,FCF7DB
C7BDA8,F4F0E1
D8C7B6,FDFAF1
CCBEAC,F8F5E9
BCAB8C,F0E8D9
CEBE9F,FDFAF1
C5D1DA,FAF7F0
F1D5AE,FFFEED
D0D1C1,FFFBF0
D2C5AE,FFFBF0
D0D2C5,FFFDF2
EFE0C6,FFFBF0
E1CEAD,FDFAF1
D5C6BD,FDFAF1
E9D8C2,F7F6F1
E1CBB6,F9EDE2
F6E6C5,FFFCEC
D8C7B6,F1FBF1
5F4947,FFF8E3
CCC7A1,F7F6F1
CBC5C6,F7F6F1
9CB3B5,ECEBE5
D4CEBF,FDFAF1
D1D2BF,F7F6F1
BBB3A2,FAF7F0
DACBA7,FFF9EC
B6C5C1,F7F6F1
C1B4A0,F7EFDD
E9D4A9,FDF2DB
CEBE9F,FAF3E6
DFE4DA,FFFBE8
D4CEBF,F4F0E8
D2CFC1,FFFDF2
C2D7DF,FDFAF1
D8C7B6,FFFDEB
BBB0B1,EFEDEE
E2D8C3,FFFFE8
935444,EBE6D7
C5B5A4,F7F6F1
D4D0C5,F4F1EB
DCD3BC,F4F0E1
EBE2CF,F1E4C8
97A2A0,FAEEDB
DFE4DA,EEF1EA
E9D8C2,FCF7EB
9D7147,E2D8C2
C0C3C4,EAEAEA
BCAB9C,F6EFE1
AC8674,EEF1EA
C7C7A1,FDFAF1
E5D2B0,FFF9EC
D5C6BD,E9E4EF
D4D0C5,FDFAF1
E9E2D7,F5EFE8
89978E,EBE9D8
CECDC5,ECEBE5
BFA984,F5ECDC
E9E8BB,FFFCEC
E0E8DB,F7F6F1
CCBEAC,FFFBF0
CECDC5,ECEBE5
CAD6C4,EAEFE5
D5D7D9,F7F6F1
B7C0BE,FDFAF1
BBB3A2,F4F0E8
D0D2C5,F7F6F1
C6C191,F0EFEB
D6C0A4,F5E9D9
EEE2D5,FDFAF1
D1D2BF,F2F1E6
D1D2BF,F7F6F1
CBB68F,F0EFEB
D8C095,F1E4CB
D8CFC1,FDFAF1
C8D1C4,FDFAF1
C6C6C6,ECEBEA
E6B99F,FFFBF0
E5D2B0,FDFAF1
BFC9D0,FFF4F3
ECD0A1,F0EFEB
C0B28E,E5DFCD
C8987E,F3E4D3
D4CEBF,F7F1E2
B3B5AF,F4ECDB
D8C7B6,FFFBF0
D8C7B6,FFFBF0
BFD4C4,F5ECDC
C0B28E,E3E1CC
A2B7CF,FDFAF1
E3D4B9,E6E3D6
939789,E3DAC6
B9B5A4,F3F0E8
D5C7B3,FCF7DB
F5DED1,FDFAF1
BAB6A9,F4F1EB
E3CBA8,FAEEDB
E2D5D3,EDE2E0
E7E3DB,FDFAF1
E2E5C7,F7F6F1
6C6556,FFF6D7
D4D0C5,E5E8F2
BEA781,E2D8C2
DDCAAF,EBE9D8
EFDFCF,FDFAF1
F0DCA0,FFFFE9
ADC5C9,F1E7DB
DBD0CE,ECE3E1
F9D7EE,F7F6F1
BFD5B3,FDFAF1
EDFAD9,F7F6F1
BAB6AB,F0EFEB
EED9D1,FAF7F0
D4CBCC,E6E0E0
E9E1A7,FFF9E4
D1DAD5,F7F6F1
D8CFC1,F5EFE8
979FBF,F7EFDD
CEBE9F,FFF9EC
CCBEAC,F7F6F1
EFF19D,FDFAF1
BEA781,EBE6D7
D8CEB9,F0EFEB
D5C3AD,FDFAF1
ACBDB1,D2CDBC
B94C66,F4ECDB
BAB6AB,ECEBE5
DACBA7,FDFAF1
DDC3B7,FFF9E4
B19C8F,DBD7C4
9EB1AE,F0EFEB
CCBEAC,F7EFDD
CCBEAC,F7EFDD
D4CEBF,F3EDDE
E9786E,F4ECDB
DEB699,FFF8EE
D2C6AE,F0E8D9
C1B4A0,F6ECD6
EEDAD1,FAF0DB
B9B297,EBE6D7
BEA781,E3DAC6
00748E,F7F6F1
E9E2D7,F7F6F1
E9E2D7,F7F6F1
99C1DC,FDFAF1
FCF9BD,FDFAF1
AC3235,FDFAF1
EEE2D5,FFF9EC
E8DCD5,F7F6F1
ECE6C8,F7F6F1
B5B6CE,F7F6F1
E8DAD1,F5EAE3
577396,F7F6F1
CEBE9F,FAF3E6
CEBE9F,FAF3E6
BCAA9F,FDFAF1
EC9580,ECEBE5
E9F1EC,FFF8EE
CDB9A2,FDFCFA
A87678,FBF1DF
D4D0C5,FDFAF1
A89887,EBE9D8
D6C5A9,FDFAF1
B8A487,FAF0DB
D4CEBF,FDFAF1
E9D3BA,F2FAED
D8C7B6,F7F6F1
D6C0A4,F5E9D9
D1D0D1,FDFBF8
BCAA9F,F8EEE3
B3AB98,F7F6F1
E2CC9C,EBE9D8
D8CFC1,F7F6F1
DDC3B7,FFF9EC
C8D1C4,EEF1EA
F3E5CB,FDFAF1
E1CBB6,FDFAF1
C7D7E0,FFF9EC
D5C7B3,F4F0E3
D0D1C1,F2F0E8
C1B4A0,F5EFE8
D4D0C5,F4F1EB
C1B4A0,FDFAF1
D5C6BD,FFFBF0
D4D0C5,F4F1EB
D0D2C5,F4F2EA
D4BA8C,FDF5D7
D4CEBF,FDFAF1
CFD5D7,FDFAF1
D8CEB9,F0EFEB
BAB4A6,F0EFEB
D8CFC1,F1FDE9
8EA597,EBE9D8
DBDBDA,FDFAF1
E9F3E1,F5CE9F
BAB6AB,F0EFEB
BFAA97,F5EBE1
D2C6AE,FDFAF1
DCD8C7,FFF8E1
F4C0C6,FDFAF1
D6BA9B,FDF3E4
C7BDA8,D2CDBC
EFE0C6,FDFAF1
B67350,E2D8C2
E3D2C0,FFFFEF
CCC7A1,FCF0E5
FDFAF1,FFFAC0
D4D0C5,FDFAF1
DBD7C4,EBDAB5
C6C6C6,F8F5E9
CECDC5,ECEBE5
D8CFC1,F5EFE8
D6C0A4,F6EBD7
CAD3D4,F8F5E9
DDCAAF,E6E3D6
CEBE9F,FDFAF1
CDB9A2,F4F1EB
E7E3DB,F7F6F1
D5BFA5,F6EBD7
CCC7A1,FFF8E3
D6C3B9,FDFBF8
C0C3C4,EAEAEA
B9B5A4,F7F6F1
D8C7B6,F7F6F1
E8DBC5,FFFDF2
D6C3B9,FFEDF8
D8CFC1,FDFAF1
D8C095,F0EFEB
CDB9A2,FFFEED
E2CAAF,F4F0E1
DABD84,FDFAF1
D8CFC1,FFFFE9
E9CFBB,FCF0E5
D3D3D2,FDFAF1
D4CBCC,EFECEF
B8A88A,F4F0E1
D8CFC1,FDFAF1
D4CEBF,FFFCD7
FFFAC1,F7F6F1
F0F7C4,F7F6F1
E7E3DB,FDFAF1
D8C7B6,FDFAF1
D8CFC1,FDFAF1
D4D0C5,FDFAF1
B3AB98,F7F6F1
D4CEBF,F4F0E8
8ECED8,F7F6F1
788788,F0EFEB
D9D9D6,ECEBE5
EDB384,F7EEDB
E3D2C0,FDF9EF
D8CFC1,F7F6F1
DDA896,FDFAF1
F3E7DB,FED6CC
E2D8C3,FDFAF1
E9E1A7,F7F6F1
E3D9A0,F7F6F1
DFC6AA,F3F5E9
B6B5A0,F2F0E8
CADFDD,F7F6F1
96A69F,FDFAF1
C5C0AC,EDE9DD
D6D69B,FDFAF1
E7DCC1,EBE6D7
EFE0C6,FFFBEE
E7E2D6,F4F0E8
D4CEBF,F4F0E8
DCD3CE,FDFAF1
B6C4BD,E5EBE6
FDFAF1,FFC0C6
AAA388,FDFAF1
DFE4DA,FFFBEE
B6C4BD,FDFAF1
E8DAD1,FDFAF1
D8C7B6,FDFAF1
D8CFC1,ECE6D5
DCD8C7,FDFAF1
E7DCC1,F0EFEB
D6C0A4,FDFAF1
D6BA9B,F8F5E9
C5B5A4,FFFBF0
D6C0A4,F5E9D9
BFC9D0,F7F6F1
DBDBDA,FDFAF1
D4CBCC,E6E0E0
D0D1C1,FFFDF2
F1D5AE,FFFBF0
E3CBA8,FFFBF0
C6C6C6,ECEBEA
E1BB87,FDFAF1
C1B4A0,F5EFE8
ADC5C9,D9E6E8
EA936E,F3F0E8
DCD3CE,F8F3F6
D0D2C5,FDFAF1
CDBDBA,FDFAF1
E4E4DA,FFFBF0
C1B4A0,F5EFE8
D8C095,EBE2CF
EFE0C6,FFFBF0
BAB4A6,F0EFEB
B6C5C1,FDFAF1
D4CEBF,FFF0E1
C1B4A0,F8F5E9
5C5451,F4E9EA
D5C6BD,FDFAF1
A9A482,E3E1CC
E2CC9C,E5DFCD
E7E2D6,F4F0E8
C6AEAA,FDFAF1
D8CEB9,F4F0E1
EDD2A3,FFFBEE
